Koordinaten	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Longitude	Latitude	Levenshtein Item Min	z_score_item	Levenshtein Phontype Min	z_score_phontype	Levenshtein Lextype Min	z_score_lextype
9.04246, 49.35708	MH T7	II_60_0072	9.04246	49.35708	8	-6.709439206016686	3	-6.747394616576667	0	-6.7652694507715
9.04401, 47.91392	TUTT C1	III_35_0054	9.04401	47.91392	44	12.336234650239994	33	9.161963454191087	25	6.487348877615889
9.04439, 49.41287	MH L4	II_59_0099	9.04439	49.41287	35	7.574816186175823	21	2.7982202258839854	21	4.366929945073907
9.04788, 47.96159	TUTT v4	III_34_0052	9.04788	47.96159	20	3.546908451095205	17	3.6549476344197527	9	0.42184080843778093
9.05221, 48.0555	TUTT o4	III_33_0042	9.05221	48.0555	14	-3.5351602299739056	3	-6.747394616576667	0	-6.7652694507715
9.05361, 49.44781	MH L2	II_59_0101	9.05361	49.44781	26	2.8133977221116533	9	-3.5655230024231157	5	-4.114745785094022
9.054, 49.52034	MH C1	II_58_0102	9.054	49.52034	22	0.697211738083134	11	-2.504899131038599	8	-2.5244315856875357
9.05484, 49.45603	MH L6	II_59_0102	9.05484	49.45603	29	4.400537210133043	18	1.2072844188072105	14	0.6561968131254374
9.05577, 49.22614	KST o2	III_19_0052	9.05577	49.22614	42	11.278141658225733	22	3.328532161576244	17	2.246511012531924
9.0577, 49.36658	MH T6	II_60_0074	9.0577	49.36658	12	-4.593253221988165	1	-7.808018487961184	0	-6.7652694507715
9.05798, 49.24212	KST o4	III_19_0061	9.05798	49.24212	29	8.308326915159373	25	7.8974431199578214	19	5.722888139792737
9.05857, 47.85618	TUTT C5	III_35_0055	9.05857	47.85618	31	5.458630202147304	7	-4.626146873807633	1	-6.235164717636004
9.05916, 47.8189	TUTT K4	III_36_0059	9.05916	47.8189	45	12.865281146247122	21	2.798220225883986	12	-0.4040126531455531
9.06125, 47.69789	TUTT R6	III_37_0038, III_37_0039, III_37_0040	9.06125	47.69789	22	0.6972117380831346	15	-0.38365138826956513	12	-0.40401265314555324
9.06276, 49.31724	KST g10	III_18_0063	9.06276	49.31724	26	2.8133977221116537	9	-3.5655230024231157	9	-1.9943268525520397
9.06699, 47.71535	TUTT R4	III_37_0032, III_37_0033, III_37_0034, III_37_0035	9.06699	47.71535	18	-1.4189742459453858	2	-7.277706552268925	0	-6.7652694507715
9.0708, 49.40101	MH T17	II_60_0075	9.0708	49.40101	41	10.749095162218604	10	-3.0352110667308576	0	-6.7652694507715
9.07121, 47.99412	TUTT v11	III_34_0055	9.07121	47.99412	26	2.8133977221116533	20	2.267908290191728	14	0.6561968131254379
9.07142, 49.38983	MH T4	II_60_0073	9.07142	49.38983	21	0.94972318308127	11	-1.9093041007776388	8	-2.0411980534895715
9.07201, 47.73526	TUTT R2	III_37_0031	9.07201	47.73526	21	0.9497231830812696	15	0.2119436419913956	8	-2.0411980534895715
9.07574, 49.4645	MH L1	II_59_0103	9.07574	49.4645	34	7.827327631173961	27	6.575686870298496	26	7.5006871429493485
9.07596, 47.76281	TUTT K12	III_36_0058	9.07596	47.76281	29	5.182095151138309	27	6.575686870298497	19	3.7899540110008796
9.07816, 48.12086	TUTT g2	III_32_0043	9.07816	48.12086	16	-2.477067237959646	11	-2.504899131038599	7	-3.054536318823031
9.07962, 49.43431	MH L3	II_59_0100	9.07962	49.43431	15	-3.0061137339667763	6	-5.156458809499891	0	-6.7652694507715
9.08386, 49.2913	KST g3	III_18_0062	9.08386	49.2913	9	-3.054160945988491	3	-4.365014495532826	0	-4.8323353219796426
9.08942, 49.27263	KST g4	III_18_0061	9.08942	49.27263	21	0.1681652420760047	12	-1.9745871953463412	9	-1.99432685255204
9.09477, 47.82968	TUTT K3	III_36_0066	9.09477	47.82968	21	0.16816524207600342	13	-1.4442752596540815	8	-2.5244315856875357
9.09608, 49.35186	MH T10	II_60_0078	9.09608	49.35186	24	1.7553047300973939	9	-3.565523002423116	2	-5.705059984500509
9.09665, 47.79525	TUTT K11	III_36_0060, III_36_0061, III_36_0062, III_36_0063, III_36_0064	9.09665	47.79525	13	-4.064206725981036	2	-7.277706552268925	0	-6.7652694507715
9.09708, 49.39371	MH T5	II_60_0076	9.09708	49.39371	14	-3.535160229973905	11	-2.5048991310385995	9	-1.99432685255204
9.09929, 47.7097	TUTT R5	na	9.09929	47.7097	0	0.0	0	0.0	0	0.0
9.09946, 49.46414	MH L9	II_59_0104	9.09946	49.46414	25	2.284351226104524	20	2.267908290191727	14	0.6561968131254381
9.1008, 49.323	KST g1	III_18_0064	9.1008	49.323	28	3.871490714125914	15	-0.3836513882695649	10	-1.4642221194165441
9.10143, 47.9671	TUTT v9	III_34_0049	9.10143	47.9671	22	0.6972117380831342	11	-2.504899131038599	5	-4.114745785094022
9.10207, 48.01811	TUTT 07	III_33_0049	9.10207	48.01811	27	3.342444218118783	14	-0.913963323961823	9	-1.9943268525520397
9.10212, 49.24032	KST o3	III_19_0057, III_19_0058	9.10212	49.24032	19	-0.8899277499382565	2	-7.277706552268925	0	-6.7652694507715
9.1026, 49.14843	KST v1	III_20_0066	9.1026	49.14843	50	15.510513626282773	40	12.874147004036898	34	11.25829147583535
9.10404, 48.04793	TUTT 05	III_33_0045	9.10404	48.04793	11	-3.5591838359847636	2	-6.0865164917470045	0	-5.798802386375572
9.10533, 49.34204	MH T12	na	9.10533	49.34204	0	0.0	0	0.0	0	0.0
9.10721, 47.94343	TUTT v7	III_34_0059	9.10721	47.94343	16	-2.4770672379596452	12	-1.9745871953463412	9	-1.99432685255204
9.11367, 49.34933	MH T11	II_60_0079	9.11367	49.34933	2	-9.883718182059466	0	-8.338330423653442	0	-6.7652694507715
9.11537, 47.99484	TUTT v10	III_34_0057, III_34_0058	9.11537	47.99484	18	-1.4189742459453856	8	-4.095834938115375	6	-3.584641051958527
9.117, 47.73485	TUTT R1	III_37_0036	9.117	47.73485	26	2.8133977221116537	6	-5.156458809499891	0	-6.7652694507715
9.11824, 47.81683	TUTT K2	III_36_0065	9.11824	47.81683	19	-0.8899277499382564	8	-4.095834938115374	0	-6.7652694507715
9.12126, 47.93997	TUTT v8	III_34_0060	9.12126	47.93997	23	1.2262582340902641	10	-3.035211066730857	4	-4.644850518229518
9.1218, 49.25206	KST g5	na	9.1218	49.25206	0	0.0	0	0.0	0	0.0
9.12415, 49.50336	MH C2	II_58_0104	9.12415	49.50336	40	10.220048666211474	23	3.858844097268503	16	1.7164062793964283
9.12548, 49.37329	MH T14	na	9.12548	49.37329	0	0.0	0	0.0	0	0.0
9.12618, 47.91369	TUTT C3	III_35_0061	9.12618	47.91369	16	-0.9139513559491138	4	-5.025892620362488	2	-4.738592920104581
9.12846, 48.04259	TUTT o6	III_33_0046	9.12846	48.04259	32	5.987676698154433	17	0.6769724831149522	9	-1.9943268525520397
9.13275, 47.78865	TUTT K10	III_36_0151	9.13275	47.78865	32	6.7692346391597	22	3.9241271918372043	18	3.259849277865384
9.1329, 49.31835	KST g2	III_18_0065	9.1329	49.31835	20	-0.36088125393112624	1	-7.808018487961184	0	-6.7652694507715
9.13604, 49.28364	KST g13	III_18_0068	9.13604	49.28364	10	2.1642331960502355	6	0.79949149310971	6	1.2476942700211162
9.13657, 47.83337	TUTT K1	na	9.13657	47.83337	0	0.0	0	0.0	0	0.0
9.14183, 49.4	MH T15	II_60_0077	9.14183	49.4	28	3.8714907141259136	23	3.858844097268503	17	2.246511012531924
9.14257, 49.30049	KST g12	III_18_0066	9.14257	49.30049	40	10.220048666211474	34	9.692275389883347	30	9.137872543293366
9.14619, 49.35501	MH T13	II_60_0081, II_60_0082	9.14619	49.35501	16	-2.4770672379596466	14	-0.9139633239618232	10	-1.4642221194165441
9.14637, 49.47256	MH L8	II_59_0106	9.14637	49.47256	26	3.5949556631169197	14	-0.3183682937008634	5	-3.6315122528960577
9.14778, 49.26416	KST g14	III_18_0069	9.14778	49.26416	28	3.8714907141259136	14	-0.9139633239618241	9	-1.99432685255204
9.14987, 49.43091	MH L5	II_59_0108	9.14987	49.43091	7	-7.238485702023816	0	-8.338330423653442	0	-6.7652694507715
9.15106, 49.50744	MH C3	II_58_0110	9.15106	49.50744	24	1.7553047300973939	4	-6.217082680884408	1	-6.235164717636004
9.15226, 49.53935	MH C4	II_58_0116	9.15226	49.53935	37	10.196025060200615	21	3.9894102864059064	17	3.212978076927852
9.15648, 47.7384	TUTT R7	III_37_0037	9.15648	47.7384	36	8.88542062318822	29	7.636310741683013	25	6.970582409813853
9.15798, 49.52591	MH C5	na	9.15798	49.52591	0	0.0	0	0.0	0	0.0
9.15825, 48.01089	TUTT o8	III_33_0051	9.15825	48.01089	20	0.42067668707413985	10	-2.4396160364698973	2	-5.221826452302545
9.1592, 47.76732	TUTT K9	III_36_0071	9.1592	47.76732	34	9.390443513184492	6	-3.3696737187170105	0	-5.315568854177607
9.16265, 49.45394	MH L7	II_59_0107	9.16265	49.45394	26	2.8133977221116546	14	-0.9139633239618234	10	-1.4642221194165441
9.165, 49.37662	MH U1	II_60_0083	9.165	49.37662	21	0.1681652420760037	10	-3.0352110667308576	5	-4.114745785094022
9.16732, 49.40849	MH U10	na	9.16732	49.40849	0	0.0	0	0.0	0	0.0
9.16937, 47.86289	SIG k6, SIG k7	na	9.16937	47.86289	0	0.0	0	0.0	0	0.0
9.16937, 47.8629	na	III_35_0066, III_35_0067, III_35_0068, III_35_0069, III_3	9.16937	47.8629	0	0.0	0	0.0	0	0.0
9.16956, 49.44002	MH M7	II_59_0112	9.16956	49.44002	15	-2.22455579296151	8	-3.5002399078544144	4	-4.161616986031554
9.17211, 49.56893	MH D1	II_58_0106	9.17211	49.56893	28	3.8714907141259136	16	0.1466605474226934	17	2.2465110125319248
9.17296, 47.71413	SIG q1	na	9.17296	47.71413	0	0.0	0	0.0	0	0.0
9.17351, 47.80982	SIG n1	na	9.17351	47.80982	0	0.0	0	0.0	0	0.0
9.17362, 49.47895	MH M3	II_59_0109	9.17362	49.47895	15	-3.0061137339667763	5	-5.68677074519215	2	-5.705059984500509
9.17758, 47.66385	SIG t1	III_38_0131	9.17758	47.66385	27	3.342444218118785	21	2.798220225883986	15	1.186301546260933
9.18402, 49.45323	MH M6	II_59_0110	9.18402	49.45323	18	-1.4189742459453858	7	-4.626146873807633	5	-4.114745785094022
9.1896, 47.78026	SIG n2	na	9.1896	47.78026	0	0.0	0	0.0	0	0.0
9.19109, 47.83714	SIG o7	na	9.19109	47.83714	0	0.0	0	0.0	0	0.0
9.19192, 49.38655	MH U2	II_60_0084	9.19192	49.38655	16	-2.4770672379596457	9	-3.5655230024231157	7	-3.054536318823031
9.19217, 49.56113	MH D2	II_58_0107	9.19217	49.56113	21	0.16816524207600414	7	-4.626146873807633	2	-5.705059984500509
9.19513, 47.75277	SIG n16	III_36_0075	9.19513	47.75277	16	-2.4770672379596457	9	-3.565523002423116	7	-3.054536318823031
9.20037, 47.91152	SIG k1	III_35_0076	9.20037	47.91152	32	10.67702434418603	28	10.083973957295557	24	8.856645337668178
9.20194, 48.00389	SIG d1	III_33_0055	9.20194	48.00389	19	-0.8899277499382561	7	-4.626146873807633	0	-6.7652694507715
9.20231, 49.42474	MH M8	II_59_0113	9.20231	49.42474	26	3.5949556631169197	20	2.863503320452687	13	0.6093256121879065
9.20495, 49.51744	MH D4	II_58_0109	9.20495	49.51744	24	5.663094435123724	24	7.3671311842655625	21	6.783097606063729
9.20615, 49.53336	MH D3	II_58_0108	9.20615	49.53336	26	2.8133977221116537	11	-2.504899131038599	6	-3.584641051958527
9.21042, 47.82312	SIG n3	III_36_0076	9.21042	47.82312	24	2.5368626711026594	8	-3.500239907854414	0	-6.282035918573536
9.21181, 49.46142	MH M5	II_59_0117	9.21181	49.46142	22	0.697211738083134	13	-1.4442752596540822	10	-1.4642221194165446
9.21457, 49.48066	MH M2	II_59_0119	9.21457	49.48066	27	4.12400215912405	15	0.2119436419913953	6	-3.1014075197605626
9.21621, 47.76835	SIG q7	III_36_0074	9.21621	47.76835	18	-1.418974245945386	15	-0.3836513882695648	0	-6.7652694507715
9.22127, 49.35156	MH U11	II_60_0088	9.22127	49.35156	6	-7.7675321980309455	1	-7.808018487961184	0	-6.7652694507715
9.22666, 49.39927	MH U9	II_60_0094	9.22666	49.39927	20	-0.360881253931126	5	-5.68677074519215	0	-6.7652694507715
9.2334, 47.72271	SIG q2	III_37_0042	9.2334	47.72271	25	3.847467108115055	18	2.3984744793291313	15	2.152768610656862
9.23513, 49.46663	MH M4	II_59_0116	9.23513	49.46663	33	7.29828113516683	24	4.984751063221722	12	0.07922087905241115
9.23597, 49.42445	MH M9	II_59_0114	9.23597	49.42445	28	3.8714907141259136	17	0.6769724831149514	12	-0.40401265314555335
9.23743, 47.80427	SIG n8	III_36_0077	9.23743	47.80427	18	-1.4189742459453862	10	-3.035211066730857	4	-4.644850518229518
9.24133, 49.32379	MH Y1	III_18_0073	9.24133	49.32379	22	0.6972117380831337	14	-0.9139633239618241	9	-1.99432685255204
9.24238, 49.48477	MH M1	II_59_0120	9.24238	49.48477	26	2.8133977221116533	19	1.7375963544994688	13	0.12609207998994248
9.2431, 47.8983	na	III_35_0065	9.2431	47.8983	0	0.0	0	0.0	0	0.0
9.2431, 47.89832	SIG k2	na	9.2431	47.89832	0	0.0	0	0.0	0	0.0
9.24327, 49.54854	MH D8	II_58_0111	9.24327	49.54854	15	-3.006113733966776	8	-4.095834938115375	7	-3.0545363188230312
9.24549, 47.73557	SIG q3	III_37_0041	9.24549	47.73557	25	3.0659091671097896	13	-0.8486802293931217	7	-2.5713027866250666
9.2468, 49.45517	MH M10	II_59_0115	9.2468	49.45517	23	1.2262582340902641	13	-1.444275259654082	6	-3.5846410519585263
9.25398, 47.82461	SIG n4	na	9.25398	47.82461	0	0.0	0	0.0	0	0.0
9.25406, 49.34748	MH U8	II_60_0089	9.25406	49.34748	19	-0.8899277499382559	12	-1.9745871953463403	5	-4.114745785094022
9.25466, 47.92614	SIG g2/1, SIG g2/2	III_34_0063, III_34_0064, III_34_0065	9.25466	47.92614	10	-5.651346214002426	8	-4.095834938115375	6	-3.584641051958527
9.25731, 49.46733	MH M11	II_59_0118	9.25731	49.46733	10	-0.18044062696556273	9	0.6036422094036055	7	0.32809840656271905
9.25932, 47.96971	SIG g1	na	9.25932	47.96971	0	0.0	0	0.0	0	0.0
9.26007, 49.28376	MH Y3	III_18_0075	9.26007	49.28376	22	0.6972117380831337	4	-6.217082680884408	0	-6.7652694507715
9.26015, 47.7972	SIG n9	na	9.26015	47.7972	0	0.0	0	0.0	0	0.0
9.26168, 47.73847	SIG q11	na	9.26168	47.73847	0	0.0	0	0.0	0	0.0
9.26618, 49.37338	MH U6	II_60_0087	9.26618	49.37338	11	-5.122299717995296	9	-3.5655230024231166	8	-2.5244315856875357
9.26779, 47.71169	SIG q8/2	na	9.26779	47.71169	0	0.0	0	0.0	0	0.0
9.27037, 49.2923	MH Y2	III_18_0074	9.27037	49.2923	23	1.2262582340902648	16	0.14666054742269297	14	0.6561968131254379
9.27056, 47.81023	SIG n7	III_36_0078	9.27056	47.81023	23	1.2262582340902641	8	-4.095834938115374	4	-4.644850518229518
9.27076, 49.39154	MH U5	II_60_0086	9.27076	49.39154	13	-4.064206725981036	5	-5.68677074519215	0	-6.7652694507715
9.27244, 47.69466	SIG q8/1	III_37_0047	9.27244	47.69466	30	5.71114164714544	15	0.21194364199139587	9	-1.511093320354076
9.27534, 49.52921	MH D7	II_58_0112	9.27534	49.52921	5	-8.296578694038075	1	-7.808018487961184	1	-6.235164717636004
9.27568, 47.85957	SIG k5	III_35_0075	9.27568	47.85957	7	-2.549138055992219	3	-3.1738244350109057	0	-3.865868257583714
9.27967, 49.40042	MH U4	II_60_0085	9.27967	49.40042	10	-4.088230331991893	7	-3.4349568132857127	0	-5.798802386375572
9.28249, 49.41626	MH U3	II_59_0124	9.28249	49.41626	13	-0.9379749619599715	2	-4.895326431225085	0	-4.8323353219796426
9.28262, 49.36078	MH U7	II_60_0090	9.28262	49.36078	24	1.7553047300973932	6	-5.156458809499892	0	-6.7652694507715
9.2852, 47.76025	SIG n13	III_36_0083, III_36_0084, III_36_0085, III_36_0086	9.2852	47.76025	18	-1.4189742459453856	10	-3.035211066730857	6	-3.584641051958527
9.28599, 47.77663	SIG n12	III_36_0081	9.28599	47.77663	33	6.516723194161563	19	1.73759635449947	11	-0.9341173862810486
9.28876, 49.42893	MH M14	na	9.28876	49.42893	0	0.0	0	0.0	0	0.0
9.28966, 49.44361	MH M13	II_59_0122	9.28966	49.44361	33	8.079839076172096	24	5.580346093482681	14	1.6226638775213662
9.29012, 49.591	MH D9	II_57_0143	9.29012	49.591	49	14.981467130275643	44	14.99539474680593	41	14.969024607783817
9.29433, 47.80634	SIG n6	III_36_0079	9.29433	47.80634	18	-1.418974245945386	11	-2.504899131038599	10	-1.4642221194165446
9.29762, 49.62253	MH v2	II_57_0138	9.29762	49.62253	14	-0.40892846595284144	10	-0.652830945687017	4	-2.711916389437661
9.29766, 47.73029	SIG q5	III_37_0044	9.29766	47.73029	33	6.516723194161563	27	5.980091840037537	18	2.77661574566742
9.29936, 47.74645	SIG q4	III_37_0043	9.29936	47.74645	20	-0.3608812539311261	13	-1.444275259654082	6	-3.584641051958527
9.29954, 49.26198	MH Y4	III_18_0076	9.29954	49.26198	11	-5.122299717995296	1	-7.808018487961184	0	-6.7652694507715
9.2999, 47.69243	SIG q9	na	9.2999	47.69243	0	0.0	0	0.0	0	0.0
9.30037, 47.78969	SIG n11	III_36_0082	9.30037	47.78969	21	0.1681652420760047	11	-2.5048991310385986	9	-1.9943268525520401
9.30821, 47.89505	SIG k3	III_35_0071, III_35_0072, III_35_0073, III_35_0074	9.30821	47.89505	20	0.42067668707414035	9	-2.9699279721621554	7	-2.5713027866250666
9.31064, 49.63751	MH v1	II_57_0140	9.31064	49.63751	21	4.857512888107601	16	3.7202307289884544	10	1.4351790737712413
9.31134, 47.75967	SIG n14	na	9.31134	47.75967	0	0.0	0	0.0	0	0.0
9.31203, 47.81993	SIG n5	III_36_0072	9.31203	47.81993	38	9.161955674197214	30	7.571027647114311	21	4.366929945073907
9.31522, 49.47408	MH M12	II_59_0121	9.31522	49.47408	5	-1.2625572249906807	2	-1.9173512799202839	0	-2.4161676609898213
9.31895, 49.62645	MH v3	II_57_0139	9.31895	49.62645	13	-4.064206725981036	7	-4.626146873807633	8	-2.5244315856875357
9.31963, 47.67634	SIG q10	III_37_0048	9.31963	47.67634	16	-2.4770672379596457	6	-5.156458809499891	0	-6.7652694507715
9.32135, 47.80541	SIG n10	III_36_0073	9.32135	47.80541	39	9.691002170204342	23	3.858844097268504	18	2.7766157456674194
9.32247, 47.72502	SIG q6	III_37_0045, III_3	9.32247	47.72502	30	4.929583706140174	12	-1.9745871953463412	9	-1.99432685255204
9.3248, 47.82972	SIG n15	III_36_0080	9.3248	47.82972	36	8.103862682182953	29	7.040715711422053	25	6.487348877615888
9.32533, 49.75145	MH n1	II_55_0128, II_55_0129	9.32533	49.75145	30	8.055815470161237	24	6.771536154004601	22	6.82996880700126
9.32603, 49.52041	MH D6	II_58_0114	9.32603	49.52041	6	-2.2966266109940827	3	-2.578229404749946	0	-3.38263472538575
9.32995, 47.85865	SIG k4	na	9.32995	47.85865	0	0.0	0	0.0	0	0.0
9.32995, 47.8587	na	III_35_0081	9.32995	47.8587	0	0.0	0	0.0	0	0.0
9.33082, 49.53905	MH E1	II_58_0115	9.33082	49.53905	27	3.342444218118784	11	-2.504899131038599	6	-3.584641051958527
9.33368, 49.44238	MH N3	II_59_0123	9.33368	49.44238	13	-4.064206725981036	6	-5.156458809499892	0	-6.7652694507715
9.33753, 47.75241	SIG r1	III_36_0092	9.33753	47.75241	20	-0.3608812539311266	20	2.2679082901917273	13	0.12609207998994187
9.34045, 48.79285	STU h1	III_24_0080	9.34045	48.79285	20	-0.36088125393112624	6	-5.156458809499891	3	-5.174955251365013
9.34074, 47.70119	SIG r7	III_37_0051	9.34074	47.70119	31	7.0217460841578365	22	4.5197222220981645	18	3.743082810063348
9.34192, 48.62663	STU u1	III_26_0090	9.34192	48.62663	15	-3.0061137339667763	9	-3.5655230024231157	4	-4.644850518229518
9.34508, 49.64003	MH w1	II_90_0001	9.34508	49.64003	6	-7.7675321980309455	2	-7.277706552268925	0	-6.7652694507715
9.34649, 47.8185	SIG o1	III_36_0088	9.34649	47.8185	25	2.2843512261045227	13	-1.444275259654081	9	-1.9943268525520401
9.34868, 47.73084	SIG r2	III_37_0050	9.34868	47.73084	31	6.2401881431525705	13	-0.8486802293931215	9	-1.5110933203540757
9.35318, 47.9176	na	III_35_0079	9.35318	47.9176	0	0.0	0	0.0	0	0.0
9.35318, 47.91762	SIG l1	na	9.35318	47.91762	0	0.0	0	0.0	0	0.0
9.36095, 49.7158	MH o8/1, MH o8/2	II_89_0005	9.36095	49.7158	21	0.16816524207600403	12	-1.9745871953463408	11	-0.9341173862810486
9.36523, 47.79833	SIG o3	III_36_0098	9.36523	47.79833	14	-2.7536022889686405	10	-2.439616036469897	9	-1.511093320354076
9.36644, 49.5194	MH E2	II_91_0001	9.36644	49.5194	16	-2.477067237959646	10	-3.035211066730857	5	-4.114745785094022
9.36648, 49.62382	MH w6	II_90_0002	9.36648	49.62382	34	7.045769690168693	27	5.980091840037536	18	2.7766157456674203
9.3666, 49.47727	MH N1	II_92_0002	9.3666	49.47727	42	11.278141658225733	34	9.692275389883346	24	5.957244144480393
9.3675, 47.66625	SIG u1	III_38_0026	9.3675	47.66625	19	-0.8899277499382559	7	-4.626146873807633	0	-6.7652694507715
9.36793, 49.58322	MH E7	II_90_0004	9.36793	49.58322	4	-1.0100457799925444	1	-1.8520681853515821	0	-1.932934128791857
9.36816, 49.45257	MH N2	II_92_0003	9.36816	49.45257	26	2.8133977221116533	8	-4.095834938115375	0	-6.7652694507715
9.37304, 49.43313	MH N4/1, MH N4/2	II_92_0004	9.37304	49.43313	21	0.16816524207600347	9	-3.5655230024231157	7	-3.054536318823031
9.37456, 47.86209	SIG l2	III_35_0080	9.37456	47.86209	33	6.516723194161563	16	0.1466605474226943	10	-1.4642221194165446
9.37828, 47.77517	SIG o8	III_36_0091	9.37828	47.77517	11	4.256395574067897	8	3.0513054250161478	8	3.2743708006880357
9.37887, 49.31914	MH Z1	III_18_0081	9.37887	49.31914	20	4.328466392100471	13	2.129294921911679	10	1.4351790737712415
9.38407, 49.74117	MH o1	II_89_0016	9.38407	49.74117	24	1.7553047300973939	15	-0.3836513882695648	10	-1.4642221194165441
9.38438, 49.38045	MH V2	II_93_0002	9.38438	49.38045	16	-2.4770672379596452	7	-4.626146873807633	0	-6.7652694507715
9.3844, 47.80143	SIG o2	III_36_0089	9.3844	47.80143	15	-3.006113733966776	10	-3.035211066730857	0	-6.7652694507715
9.38743, 49.63075	MH w7	II_90_0003	9.38743	49.63075	17	-1.9480207419525157	14	-0.9139633239618234	14	0.656196813125438
9.38933, 47.72088	SIG r3	III_37_0052, III_37_0053, III_37_0054, III_37_0055	9.38933	47.72088	29	4.400537210133044	16	0.14666054742269297	14	0.6561968131254374
9.39101, 49.40289	MH V1	II_93_0003	9.39101	49.40289	14	-3.535160229973906	7	-4.626146873807633	5	-4.114745785094022
9.39249, 49.51369	MH E3	II_91_0002	9.39249	49.51369	6	-7.7675321980309455	1	-7.808018487961184	0	-6.7652694507715
9.39465, 49.49693	MH N8	II_92_0001	9.39465	49.49693	23	1.2262582340902641	6	-5.156458809499891	1	-6.235164717636004
9.39732, 49.35594	MH V5	II_93_0004	9.39732	49.35594	30	8.055815470161239	19	4.119976475543311	13	2.059026208781799
9.40004, 47.69278	SIG r5	III_37_0056	9.40004	47.69278	14	-3.5351602299739056	7	-4.626146873807633	5	-4.114745785094022
9.40014, 49.42726	MH N10/1, MH N10/2	na	9.40014	49.42726	0	0.0	0	0.0	0	0.0
9.40146, 49.76416	MH f2	II_88_0005	9.40146	49.76416	20	-0.36088125393112647	13	-1.4442752596540815	14	0.656196813125438
9.40565, 47.76961	SIG o5	III_36_0093	9.40565	47.76961	20	0.4206766870741408	11	-1.9093041007776383	9	-1.511093320354076
9.41014, 47.70429	SIG r4	III_37_0057	9.41014	47.70429	21	0.9497231830812702	9	-2.9699279721621554	0	-6.282035918573536
9.41215, 49.73004	MH o2	II_89_0006	9.41215	49.73004	10	-1.7435565089760954	3	-3.769419465271866	0	-4.349101789781678
9.41226, 49.4714	MH N11	II_92_0005	9.41226	49.4714	15	-2.22455579296151	10	-2.4396160364698973	7	-2.5713027866250666
