Koordinaten	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Longitude	Latitude	Levenshtein Item Min	z_score_item	Levenshtein Phontype Min	z_score_phontype	Levenshtein Lextype Min	z_score_lextype
7.98174, 48.47408	Stra D 9	III_10_0125	7.98174	48.47408	30	4.929583706140173	24	4.389156032960762	14	0.6561968131254377
7.98186, 48.73575	Stra h 3	III_8_0097	7.98186	48.73575	30	4.929583706140174	16	0.14666054742269385	5	-4.114745785094022
7.98237, 48.68233	Stra h 7	III_8_0093	7.98237	48.68233	26	2.8133977221116537	11	-2.5048991310385986	2	-5.705059984500509
7.98262, 48.93423	Hag K 6	III_5_0106	7.98262	48.93423	8	-6.709439206016686	5	-5.68677074519215	0	-6.7652694507715
7.98301, 48.50723	Stra w 6	III_10_0062	7.98301	48.50723	17	-1.9480207419525164	12	-1.9745871953463399	8	-2.5244315856875357
7.98716, 48.40675	Stra L 4	III_11_0064	7.98716	48.40675	14	-3.5351602299739056	9	-3.5655230024231153	5	-4.114745785094022
7.98722, 48.11814	Co g 16	III_12_0142	7.98722	48.11814	5	-8.296578694038075	2	-7.277706552268925	0	-6.7652694507715
7.98804, 48.10755	Co g 5	III_12_0141	7.98804	48.10755	39	9.691002170204344	23	3.858844097268502	19	3.306720478802915
7.98806, 48.69362	Stra h 6	III_8_0094	7.98806	48.69362	16	-1.6955092969543797	6	-4.560863779238931	0	-6.282035918573536
7.98835, 48.77367	Hag Y 9	III_7_0104	7.98835	48.77367	18	-1.418974245945386	13	-1.444275259654082	4	-4.644850518229518
7.98858, 48.1762	Stra Z 6	III_12_0054	7.98858	48.1762	28	3.8714907141259136	13	-1.4442752596540822	6	-3.584641051958527
7.9892, 47.57843	TUTT Sa1/2	III_17_0057	7.9892	47.57843	10	-5.651346214002426	8	-4.095834938115374	0	-6.7652694507715
7.98947, 48.9672	Hag K 4	III_5_0098	7.98947	48.9672	16	-0.9139513559491138	7	-3.4349568132857122	0	-5.798802386375572
7.99239, 48.38717	Stra L 5	III_11_0062	7.99239	48.38717	13	-4.064206725981036	9	-3.565523002423116	5	-4.114745785094022
7.99251, 47.65054	Co Y 5	III_16_0113	7.99251	47.65054	29	4.400537210133043	25	4.91946796865302	16	1.7164062793964288
7.99256, 48.92477	Hag K 7	III_5_0105	7.99256	48.92477	11	-5.122299717995296	6	-5.156458809499891	0	-6.7652694507715
7.99275, 48.43199	Stra D 13	III_10_0121	7.99275	48.43199	27	3.342444218118784	18	1.2072844188072107	5	-4.114745785094022
7.99491, 48.62035	Stra p 7	III_9_0086	7.99491	48.62035	24	1.7553047300973943	12	-1.9745871953463403	8	-2.5244315856875357
7.99655, 48.7137	Stra h 5	III_8_0096	7.99655	48.7137	33	6.516723194161563	17	0.6769724831149522	13	0.1260920799899422
7.99689, 47.94697	TUTT p5	III_13_0152	7.99689	47.94697	22	1.4787696790884	3	-6.151799586315707	1	-5.75193118543804
7.9997, 48.79553	KST S1	III_7_0124	7.9997	48.79553	17	-1.9480207419525157	6	-5.156458809499892	0	-6.7652694507715
8.00062, 47.57274	TUTT Sa1	III_17_0056	8.00062	47.57274	10	-5.651346214002426	8	-4.095834938115374	0	-6.7652694507715
8.00161, 47.66587	TUTT S3	III_15_0087	8.00161	47.66587	40	11.00160660721674	32	9.227246548759789	27	8.030791876084844
8.00281, 48.12764	TUTT a3	III_12_0151	8.00281	48.12764	25	2.284351226104524	22	3.3285321615762444	17	2.2465110125319248
8.00438, 47.74133	Co K12, Co R15, TUTT D5, TUTT L4/1, TUTT L4/2	III_14_0176, III_15_0073	8.00438	47.74133	3	-9.354671686052335	1	-7.808018487961184	0	-6.7652694507715
8.0046, 48.32294	TÜB L1	III_11_0124, III_11_0125	8.0046	48.32294	23	1.2262582340902632	18	1.2072844188072112	13	0.12609207998994187
8.00608, 48.52212	TÜB p11	III_10_0065	8.00608	48.52212	49	14.981467130275643	19	1.737596354499469	11	-0.9341173862810483
8.00642, 47.97982	TUTT p3	III_13_0153	8.00642	47.97982	12	-3.8116952809828994	9	-2.9699279721621554	5	-3.6315122528960577
8.00666, 48.91753	KST L1	III_5_0111	8.00666	48.91753	10	-5.651346214002426	6	-5.156458809499891	0	-6.7652694507715
8.00691, 48.72636	TÜB a1	III_8_0098	8.00691	48.72636	35	7.574816186175823	22	3.328532161576243	17	2.246511012531924
8.00704, 48.7525	KST S9	III_7_0118	8.00704	48.7525	23	1.2262582340902646	15	-0.3836513882695656	9	-1.99432685255204
8.00708, 48.82172	KST S3	III_7_0107	8.00708	48.82172	9	-6.1803927100095555	1	-7.808018487961184	0	-6.7652694507715
8.00773, 47.96134	TUTT p4	III_13_0155	8.00773	47.96134	36	8.103862682182953	16	0.14666054742269388	10	-1.4642221194165443
8.00818, 48.81256	KST S2	III_7_0108	8.00818	48.81256	15	-3.0061137339667763	6	-5.156458809499892	5	-4.114745785094022
8.01017, 47.6797	TUTT L6	III_15_0090, III_15_0091	8.01017	47.6797	29	5.182095151138309	22	3.9241271918372034	19	3.789954011000881
8.01061, 47.70213	TUTT L5	III_15_0094	8.01061	47.70213	56	19.46635054333082	48	17.712237519835924	38	13.861943940575296
8.01285, 48.58724	TÜB h8	III_9_0097	8.01285	48.58724	8	-6.709439206016686	1	-7.808018487961184	0	-6.7652694507715
8.01336, 47.76141	Co R14	III_15_0086	8.01336	47.76141	41	11.53065310322387	33	9.757558484452048	27	8.030791876084844
8.01398, 48.38754	TÜB D8	III_11_0070	8.01398	48.38754	9	-6.1803927100095555	2	-7.277706552268925	0	-6.7652694507715
8.01434, 48.727	TÜB a2	na	8.01434	48.727	0	0.0	0	0.0	0	0.0
8.01475, 47.64742	TUTT S4	III_16_0127	8.01475	47.64742	26	2.813397722111654	16	0.1466605474226932	14	0.6561968131254379
8.01571, 47.82095	TUTT D2/1	na	8.01571	47.82095	0	0.0	0	0.0	0	0.0
8.01593, 48.40299	TÜB D9	III_11_0065	8.01593	48.40299	13	-4.064206725981036	7	-4.626146873807633	0	-6.7652694507715
8.01675, 48.54725	TÜB p13	III_10_0069	8.01675	48.54725	17	-1.948020741952516	8	-4.095834938115375	5	-4.114745785094022
8.01775, 48.49407	TÜB w1/1, TÜB w1/2	III_10_0135	8.01775	48.49407	9	-3.054160945988491	3	-4.365014495532826	0	-4.8323353219796426
8.0182, 48.94347	KST D11	III_5_0110, III_5_0112	8.0182	48.94347	26	2.8133977221116533	15	-0.3836513882695656	15	1.1863015462609334
8.01836, 48.36476	TÜB D7	III_11_0071	8.01836	48.36476	23	1.2262582340902641	20	2.267908290191727	14	0.6561968131254379
8.0187, 48.66413	TÜB h1/1, TÜB h1/2	III_9_0103	8.0187	48.66413	11	-5.122299717995296	2	-7.277706552268925	0	-6.7652694507715
8.01871, 48.27471	TÜB L10	na	8.01871	48.27471	0	0.0	0	0.0	0	0.0
8.01986, 48.42981	TÜB w6	III_10_0139	8.01986	48.42981	16	-2.4770672379596452	13	-1.444275259654082	10	-1.4642221194165441
8.02103, 48.53543	TÜB p12	III_10_0068	8.02103	48.53543	6	-7.7675321980309455	2	-7.277706552268925	0	-6.7652694507715
8.02152, 48.14244	TUTT a2	III_12_0143	8.02152	48.14244	18	0.9256995770704122	10	-1.2484259759479768	5	-2.6650451885001294
8.02175, 48.843	KST L9	III_6_0091	8.02175	48.843	12	-4.593253221988165	5	-5.68677074519215	0	-6.7652694507715
8.02352, 47.55376	TUTT Sa3	III_17_0058	8.02352	47.55376	22	0.697211738083134	14	-0.9139633239618232	8	-2.5244315856875357
8.02357, 47.65954	TUTT S2	III_16_0126	8.02357	47.65954	27	3.342444218118783	14	-0.9139633239618234	10	-1.4642221194165446
8.02495, 48.56914	TÜB p15	III_10_0071	8.02495	48.56914	16	-0.1323934149438477	6	-3.3696737187170105	0	-5.315568854177607
8.02694, 48.2183	TÜB S1, TÜB S2	III_12_0058, III_12_0060	8.02694	48.2183	8	-6.709439206016685	5	-5.68677074519215	2	-5.705059984500509
8.0278, 48.33891	TÜB D6	III_11_0072	8.0278	48.33891	25	2.284351226104524	18	1.20728441880721	18	2.77661574566742
8.03004, 47.59489	TUTT S20	III_16_0138	8.03004	47.59489	30	4.929583706140174	17	0.6769724831149522	12	-0.40401265314555357
8.03018, 48.94495	KST D12	na	8.03018	48.94495	0	0.0	0	0.0	0	0.0
8.03043, 48.93123	KST D13	na	8.03043	48.93123	0	0.0	0	0.0	0	0.0
8.0324, 47.58493	TUTT Sa5	III_16_0137	8.0324	47.58493	34	7.045769690168693	19	1.7375963544994693	15	1.1863015462609332
8.03268, 48.39239	TÜB D10	III_11_0066, III_11_0067	8.03268	48.39239	8	-6.709439206016685	2	-7.277706552268925	0	-6.7652694507715
8.0327, 48.36461	Stra S 5	III_11_0126	8.0327	48.36461	19	-0.8899277499382559	9	-3.565523002423116	6	-3.584641051958527
8.03279, 48.60579	TÜB h7	III_9_0098	8.03279	48.60579	34	7.045769690168694	25	4.919467968653019	18	2.77661574566742
8.03332, 48.167	TÜB S3	III_12_0059	8.03332	48.167	22	0.6972117380831342	14	-0.9139633239618236	12	-0.40401265314555335
8.03377, 48.03722	TUTT h1	na	8.03377	48.03722	0	0.0	0	0.0	0	0.0
8.03492, 48.01587	TUTT h2	na	8.03492	48.01587	0	0.0	0	0.0	0	0.0
8.03555, 48.55945	TÜB p14	III_10_0070	8.03555	48.55945	26	3.5949556631169193	16	0.7422555776836532	13	0.6093256121879065
8.03629, 47.80171	TUTT D2/	n	8.03629	47.80171	0	0.0	0	0.0	0	0.0
8.03702, 48.859	KST L10	III_6_0092, III_6_0093	8.03702	48.859	2	-9.883718182059466	1	-7.808018487961184	0	-6.7652694507715
8.03951, 47.56938	TUTT Sa4	III_17_0059	8.03951	47.56938	26	2.813397722111654	14	-0.9139633239618231	10	-1.4642221194165446
8.04001, 48.83085	KST S4	III_7_0109	8.04001	48.83085	27	3.342444218118784	13	-1.4442752596540815	5	-4.114745785094022
8.04105, 48.90576	KST L2	III_6_0087	8.04105	48.90576	14	-3.535160229973906	9	-3.5655230024231157	0	-6.7652694507715
8.04269, 48.9581	KST D10	III_5_0125	8.04269	48.9581	20	-0.36088125393112663	11	-2.5048991310385986	9	-1.9943268525520401
8.04318, 48.15444	TUTT a1	III_12_0144	8.04318	48.15444	17	0.39665308106328223	17	1.8681625436368727	11	0.03234967811488021
8.04409, 48.5298	TÜB p10	III_10_0077	8.04409	48.5298	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
8.04423, 48.74717	TÜB a3	III_7_0119	8.04423	48.74717	9	-6.1803927100095555	2	-7.277706552268925	0	-6.7652694507715
8.04597, 47.62098	TUTT S6	III_16_0129, III_16_0130	8.04597	47.62098	11	-4.340741776990029	3	-6.151799586315707	0	-6.282035918573536
8.04607, 47.98466	TUTT p2	III_13_0154	8.04607	47.98466	39	9.691002170204342	28	6.5104037757297935	26	7.017453610751383
8.04688, 48.98799	KST D1	III_5_0123	8.04688	48.98799	25	2.284351226104523	19	1.7375963544994693	16	1.7164062793964283
8.04718, 47.66382	TUTT L/S7, TUTT S	III_15_0093, III_15_0095	8.04718	47.66382	8	-6.709439206016686	3	-6.747394616576667	0	-6.7652694507715
8.04838, 48.10278	TUTT a4	III_12_0147, III_12_0148, III_12_0149	8.04838	48.10278	12	-4.593253221988165	2	-7.277706552268925	0	-6.7652694507715
8.0487, 48.65502	TÜB h2	III_9_0087, III_9_0088	8.0487	48.65502	27	4.12400215912405	13	-0.8486802293931228	9	-1.5110933203540757
8.04874, 48.76575	KST S8	III_7_0115, III_7_0116, III_7_0117	8.04874	48.76575	20	-0.3608812539311259	7	-4.626146873807633	5	-4.114745785094022
8.05069, 48.57993	TÜB p1	III_10_0072	8.05069	48.57993	20	-0.3608812539311261	6	-5.156458809499892	0	-6.7652694507715
8.05129, 48.62351	TÜB h6	na	8.05129	48.62351	0	0.0	0	0.0	0	0.0
8.05467, 48.42157	TÜB w5	III_10_0140	8.05467	48.42157	13	-3.2826487849757697	7	-4.0305518435466725	0	-6.282035918573536
8.05486, 48.78147	KST S7	III_7_0114	8.05486	48.78147	28	3.8714907141259127	20	2.267908290191728	15	1.1863015462609332
8.05661, 48.56552	TÜB p2	III_10_0073	8.05661	48.56552	38	9.161955674197213	23	3.858844097268503	13	0.1260920799899422
8.05791, 48.8465	KST L8	III_6_0094	8.05791	48.8465	31	5.458630202147304	9	-3.5655230024231157	5	-4.114745785094022
8.05803, 48.80321	KST S6	III_7_0110	8.05803	48.80321	11	-5.122299717995296	5	-5.68677074519215	5	-4.114745785094022
8.05808, 48.68815	TÜB a14	III_8_0104	8.05808	48.68815	13	-4.064206725981036	7	-4.626146873807633	5	-4.114745785094022
8.05831, 48.30508	TÜB L5	III_11_0135	8.05831	48.30508	7	-7.238485702023816	3	-6.747394616576667	0	-6.7652694507715
8.05893, 48.73423	TÜB a4	III_8_0103	8.05893	48.73423	25	2.2843512261045227	17	0.676972483114952	15	1.186301546260933
8.05965, 48.32962	TÜB L2	III_11_0133	8.05965	48.32962	8	-6.709439206016685	4	-6.217082680884408	4	-4.644850518229518
8.06143, 47.57622	TUTT Sa6	III_17_0062	8.06143	47.57622	22	0.6972117380831337	12	-1.9745871953463408	8	-2.5244315856875357
8.06151, 47.59473	TUTT S19	III_16_0139	8.06151	47.59473	18	-0.63741630494012	11	-1.9093041007776386	0	-6.282035918573536
8.06267, 48.3591	TÜB D5	na	8.06267	48.3591	0	0.0	0	0.0	0	0.0
8.06363, 48.62871	TÜB h5	III_9_0090, III_9_0091	8.06363	48.62871	27	3.342444218118784	11	-2.504899131038599	5	-4.114745785094022
8.06377, 48.55715	TÜB p3	na	8.06377	48.55715	0	0.0	0	0.0	0	0.0
8.06498, 48.49863	TÜB w7	III_10_0136	8.06498	48.49863	19	-0.8899277499382554	12	-1.9745871953463396	8	-2.5244315856875357
8.06514, 48.5964	TÜB h9	na	8.06514	48.5964	0	0.0	0	0.0	0	0.0
8.0655, 47.67119	TUTT L8	III_15_0097	8.0655	47.67119	27	3.342444218118783	16	0.14666054742269297	11	-0.9341173862810486
8.06679, 48.71918	TÜB a5	na	8.06679	48.71918	0	0.0	0	0.0	0	0.0
8.06718, 48.92481	KST D14	III_5_0113	8.06718	48.92481	13	-1.7195329029652378	6	-3.369673718717011	0	-5.315568854177607
8.06748, 48.87606	KST L11	III_6_0096	8.06748	48.87606	11	-5.122299717995295	6	-5.156458809499892	8	-2.524431585687536
8.07041, 48.94851	KST D9	III_5_0124	8.07041	48.94851	19	-0.8899277499382562	9	-3.5655230024231157	5	-4.114745785094022
8.07059, 47.81749	TUTT D1	III_14_0170	8.07059	47.81749	19	-0.8899277499382561	8	-4.095834938115374	7	-3.054536318823031
8.07077, 47.73259	TUTT L3	III_15_0109	8.07077	47.73259	33	6.516723194161564	29	7.040715711422053	30	9.137872543293367
8.07093, 47.63063	TUTT S8	III_16_0132	8.07093	47.63063	28	3.8714907141259154	24	4.389156032960761	19	3.306720478802915
8.07095, 47.61851	TUTT S7	III_16_0131	8.07095	47.61851	13	-4.064206725981036	9	-3.5655230024231157	6	-3.584641051958527
8.0713, 48.26094	TÜB L9	III_11_0143	8.0713	48.26094	16	0.6491645260614182	11	-0.12251900999475829	6	-1.6517069231666692
8.07142, 48.17331	TÜB S4	III_12_0055, III_12_0056, III_12_0057	8.07142	48.17331	11	-5.122299717995295	0	-8.338330423653442	0	-6.7652694507715
8.07143, 48.97818	KST D2	III_5_0122	8.07143	48.97818	31	5.4586302021473045	24	4.389156032960761	14	0.6561968131254378
8.07369, 48.29315	TÜB L6	III_11_0136	8.07369	48.29315	16	-0.13239341494384765	8	-2.309049847332494	8	-1.0747309890936427
8.07603, 47.94014	TUTT p6	III_13_0156	8.07603	47.94014	35	7.574816186175824	31	8.10133958280657	20	3.836825211938411
8.0762, 47.66588	TUTT S10	III_15_0096	8.0762	47.66588	36	8.103862682182953	22	3.328532161576244	17	2.2465110125319243
8.07717, 47.70011	TUTT L17	III_15_0101	8.07717	47.70011	19	-0.8899277499382556	17	0.6769724831149515	15	1.186301546260933
8.07817, 47.64186	TUTT S9	III_16_0134	8.07817	47.64186	25	2.284351226104524	19	1.737596354499469	10	-1.4642221194165441
8.07823, 48.5312	TÜB p9	III_10_0075	8.07823	48.5312	4	-5.699393426024141	0	-5.955950302609602	0	-4.8323353219796426
8.08003, 47.5887	TUTT S18	III_16_0140	8.08003	47.5887	24	1.7553047300973927	15	-0.383651388269565	8	-2.5244315856875357
8.08066, 48.6193	TÜB h10	III_9_0099	8.08066	48.6193	19	-0.10836980893298975	13	-0.8486802293931222	12	0.07922087905241115
8.08082, 48.39898	TÜB D1/1, TÜB D1/2	III_11_0068, III_11_0069	8.08082	48.39898	15	-3.0061137339667754	7	-4.626146873807633	5	-4.114745785094022
8.08253, 48.86153	KST L12	III_6_0095	8.08253	48.86153	43	11.807188154232865	27	5.980091840037535	18	2.77661574566742
8.08413, 48.28008	TÜB L7	III_11_0138, III_11_0139, III_11_0140	8.08413	48.28008	17	1.9597689630738142	10	-0.0572359154260563	9	0.42184080843778127
8.08594, 48.82427	KST S5	III_7_0111	8.08594	48.82427	18	-1.4189742459453858	9	-3.5655230024231157	0	-6.7652694507715
8.08648, 48.65688	TÜB h3	III_9_0089	8.08648	48.65688	15	-3.0061137339667763	11	-2.504899131038598	8	-2.5244315856875357
8.08775, 48.72893	TÜB a6	na	8.08775	48.72893	0	0.0	0	0.0	0	0.0
8.08784, 48.49713	TÜB w2	III_10_0066, III_10_0067	8.08784	48.49713	12	-4.593253221988166	0	-8.338330423653442	0	-6.7652694507715
8.08834, 48.55764	TÜB p4	III_10_0074	8.08834	48.55764	24	1.7553047300973939	10	-3.0352110667308567	4	-4.644850518229518
8.08843, 48.35461	TÜB D4/1, TÜB D4/2	III_11_0073, III_11_0074, III_11_0075	8.08843	48.35461	1	-10.412764678066596	0	-8.338330423653442	0	-6.7652694507715
8.0908, 47.58055	TUTT Sa7	III_17_0061	8.0908	47.58055	23	1.2262582340902641	7	-4.626146873807633	2	-5.705059984500509
8.09119, 48.32718	TÜB L3	III_11_0134	8.09119	48.32718	19	-0.8899277499382561	5	-5.68677074519215	0	-6.7652694507715
8.09123, 47.686	TUTT L/8,9	III_15_0098, III_15_0099	8.09123	47.686	14	-3.535160229973906	2	-7.277706552268925	0	-6.7652694507715
8.09181, 48.63896	TÜB h4	III_9_0092	8.09181	48.63896	18	-1.4189742459453856	12	-1.9745871953463412	9	-1.99432685255204
8.09239, 48.00756	TUTT h3, TUTT p1	III_13_0078, III_13_0079, III_13_0080, III_13_0081	8.09239	48.00756	6	-7.7675321980309455	4	-6.217082680884408	0	-6.7652694507715
8.0932, 48.15752	TUTT a6	III_12_0145	8.0932	48.15752	16	-2.477067237959646	10	-3.0352110667308567	10	-1.4642221194165443
8.09331, 48.0797	TUTT h7	III_13_0075	8.09331	48.0797	33	6.516723194161564	21	2.798220225883985	15	1.186301546260933
8.09406, 47.60368	TUTT S21	III_16_0141	8.09406	47.60368	34	7.045769690168694	17	0.6769724831149518	13	0.12609207998994254
8.0952, 47.86975	TUTT w3	III_14_0072	8.0952	47.86975	8	-6.709439206016685	2	-7.277706552268925	0	-6.7652694507715
8.09585, 48.75131	KST S10	III_7_0120	8.09585	48.75131	34	7.045769690168694	23	3.858844097268503	18	2.77661574566742
8.09765, 48.71247	TÜB a7	III_8_0105	8.09765	48.71247	15	-3.0061137339667763	7	-4.626146873807633	0	-6.7652694507715
8.09878, 47.57252	TUTT S5, TUTT Sa8	III_17_0060	8.09878	47.57252	19	-0.8899277499382559	9	-3.565523002423116	8	-2.5244315856875357
8.10006, 48.9087	KST L3	III_6_0088	8.10006	48.9087	14	-3.5351602299739064	9	-3.565523002423116	3	-5.174955251365013
8.10083, 47.72846	TUTT L2	III_15_0110	8.10083	47.72846	21	0.1681652420760037	9	-3.5655230024231157	4	-4.644850518229518
8.1038, 48.9341	KST D8	III_5_0114	8.1038	48.9341	17	-1.9480207419525166	8	-4.095834938115375	8	-2.5244315856875357
8.10383, 48.89457	KST L4	III_6_0089	8.10383	48.89457	7	-7.238485702023816	2	-7.277706552268925	0	-6.7652694507715
8.10398, 48.97233	KST D3/1, KST D3/2, KST D3/3	III_5_0121	8.10398	48.97233	21	0.1681652420760048	17	0.6769724831149514	9	-1.99432685255204
8.10478, 48.58093	TÜB p5	na	8.10478	48.58093	0	0.0	0	0.0	0	0.0
8.10487, 47.90631	TUTT w2	na	8.10487	47.90631	0	0.0	0	0.0	0	0.0
8.10713, 48.63223	TÜB h11	III_9_0100	8.10713	48.63223	16	-2.477067237959646	6	-5.156458809499891	0	-6.7652694507715
8.10774, 47.69861	TUTT L10	III_15_0100	8.10774	47.69861	33	6.516723194161564	25	4.91946796865302	15	1.1863015462609336
8.10795, 48.25629	TÜB L8	na	8.10795	48.25629	0	0.0	0	0.0	0	0.0
8.10851, 48.70178	TÜB a12	na	8.10851	48.70178	0	0.0	0	0.0	0	0.0
8.10904, 48.79654	KST S14	III_7_0113	8.10904	48.79654	20	-0.36088125393112613	6	-5.156458809499891	0	-6.7652694507715
8.11012, 47.58535	TUTT S17	III_16_0146	8.11012	47.58535	27	3.3424442181187843	24	4.389156032960762	23	5.427139411344898
8.11016, 47.85701	TUTT w6	III_14_0074	8.11016	47.85701	28	3.8714907141259136	23	3.858844097268503	15	1.1863015462609336
8.11097, 48.28707	TÜB L4	III_11_0137	8.11097	48.28707	9	-6.1803927100095555	4	-6.217082680884408	0	-6.7652694507715
8.11279, 48.66967	TÜB a13	III_8_0108	8.11279	48.66967	27	4.12400215912405	11	-1.9093041007776388	5	-3.6315122528960577
8.11336, 47.61399	TUTT S15	III_16_0142	8.11336	47.61399	26	2.8133977221116546	21	2.7982202258839854	17	2.2465110125319248
8.11439, 48.52093	TÜB p8	III_10_0076	8.11439	48.52093	19	-0.8899277499382561	9	-3.5655230024231157	5	-4.114745785094022
8.11501, 48.71676	TÜB a8	III_8_0106	8.11501	48.71676	22	0.6972117380831337	12	-1.9745871953463412	9	-1.99432685255204
8.11606, 48.0323	TUTT h5	III_13_0077	8.11606	48.0323	22	0.6972117380831331	21	2.7982202258839863	16	1.7164062793964288
8.11791, 48.59087	TÜB h15	III_9_0101, III_9_0102	8.11791	48.59087	33	6.516723194161564	26	5.449779904345277	21	4.366929945073906
8.12114, 48.20548	TÜB S5, TÜB S6	III_12_0061, III_12_0062, III_12_0063, III_12_0064	8.12114	48.20548	5	-8.296578694038075	0	-8.338330423653442	0	-6.7652694507715
8.12201, 48.62035	TÜB h14	na	8.12201	48.62035	0	0.0	0	0.0	0	0.0
8.1233, 47.8356	TUTT w7	na	8.1233	47.8356	0	0.0	0	0.0	0	0.0
8.12409, 47.73478	TUTT L1	III_15_0111, III_15_0112	8.12409	47.73478	22	0.6972117380831342	1	-7.808018487961184	0	-6.7652694507715
8.12453, 47.8699	TUTT w4	na	8.12453	47.8699	0	0.0	0	0.0	0	0.0
8.12512, 47.71178	TUTT L16	III_15_0103	8.12512	47.71178	17	-1.9480207419525157	13	-1.4442752596540813	5	-4.114745785094022
8.12543, 47.69719	TUTT L11	III_15_0102	8.12543	47.69719	12	-4.593253221988166	5	-5.68677074519215	1	-6.235164717636004
8.12624, 48.95491	KST D5	III_5_0118	8.12624	48.95491	20	-0.36088125393112536	14	-0.9139633239618236	14	0.6561968131254378
8.12648, 48.65317	TÜB h12	III_9_0093, III_9_0094	8.12648	48.65317	20	-0.36088125393112613	8	-4.095834938115375	4	-4.644850518229518
8.12723, 48.37386	TÜB D2/1, TÜB D2/2, TÜB D3, TÜB E1	III_11_0076, III_11_0077	8.12723	48.37386	3	-9.354671686052335	0	-8.338330423653442	0	-6.7652694507715
8.12792, 47.76144	TUTT D4	III_14_0171, III_14_0172, III_14_0173, III_14_0174	8.12792	47.76144	41	10.749095162218604	35	10.222587325575605	32	10.198082009564358
8.12886, 48.73998	TÜB a9	III_8_0099	8.12886	48.73998	16	-0.9139513559491139	2	-6.0865164917470045	0	-5.798802386375572
8.13384, 47.62519	TUTT S14	III_16_0143	8.13384	47.62519	25	2.284351226104525	20	2.267908290191727	17	2.246511012531924
8.13451, 48.84595	KST L7	na	8.13451	48.84595	0	0.0	0	0.0	0	0.0
8.13481, 48.97663	KST D4	III_5_0119, III_5_0120	8.13481	48.97663	4	-8.825625190045205	2	-7.277706552268925	0	-6.7652694507715
8.13564, 48.0008	TUTT h4	na	8.13564	48.0008	0	0.0	0	0.0	0	0.0
8.13573, 47.64543	TUTT S12	III_16_0135	8.13573	47.64543	34	7.045769690168694	18	1.2072844188072105	12	-0.4040126531455531
8.13592, 48.69536	TÜB a11	III_8_0107	8.13592	48.69536	23	3.5709320571060625	16	1.9334456382055736	15	2.6360021428548266
8.13639, 48.5767	TÜB p6, TÜB p7	na	8.13639	48.5767	0	0.0	0	0.0	0	0.0
8.13807, 48.04398	TUTT h6	III_13_0076	8.13807	48.04398	35	7.5748161861758225	12	-1.9745871953463405	9	-1.9943268525520401
8.13811, 47.9479	TUTT p7,8	na	8.13811	47.9479	0	0.0	0	0.0	0	0.0
8.13914, 48.74435	KST S13	na	8.13914	48.74435	0	0.0	0	0.0	0	0.0
8.14011, 48.82287	KST S15	III_7_0112	8.14011	48.82287	11	-5.122299717995296	2	-7.277706552268925	0	-6.7652694507715
8.14144, 48.49573	TÜB w3	III_10_0078	8.14144	48.49573	27	3.342444218118785	22	3.328532161576244	15	1.1863015462609336
8.14298, 48.76025	KST S11	III_7_0122	8.14298	48.76025	26	4.376513604122185	18	2.3984744793291304	17	3.2129780769278526
8.14411, 47.60046	TUTT S16	III_16_0145	8.14411	47.60046	16	-2.4770672379596457	9	-3.565523002423116	8	-2.5244315856875357
8.14547, 47.70277	TUTT L15	III_15_0108	8.14547	47.70277	43	11.807188154232865	32	8.63165151849883	27	7.54755834388688
8.14553, 47.68929	TUTT L12	III_15_0104, III_15_0105, III_15_0106, III_15_0107	8.14553	47.68929	11	-5.122299717995295	5	-5.68677074519215	3	-5.174955251365013
8.14635, 48.92142	KST D7	III_5_0115, III_5_0116	8.14635	48.92142	13	-4.064206725981036	2	-7.277706552268925	0	-6.7652694507715
8.14698, 47.86647	TUTT w5	III_14_0073	8.14698	47.86647	44	12.336234650239994	13	-1.444275259654082	13	0.12609207998994254
8.1477, 47.62511	TUTT S13	III_16_0169	8.1477	47.62511	18	-1.418974245945386	10	-3.035211066730857	0	-6.7652694507715
8.14904, 48.65879	TÜB h13	III_9_0095, III_9_0096	8.14904	48.65879	18	-1.418974245945386	2	-7.277706552268925	0	-6.7652694507715
8.14936, 47.90254	TUTT w1/1, TUTT w1/2	na	8.14936	47.90254	0	0.0	0	0.0	0	0.0
8.15128, 48.93354	KST D6	III_5_0117	8.15128	48.93354	7	-7.238485702023816	4	-6.217082680884408	0	-6.7652694507715
8.15262, 47.65791	TUTT S11	III_16_0136	8.15262	47.65791	28	3.8714907141259136	6	-5.156458809499892	0	-6.7652694507715
8.15398, 48.86103	KST L6	na	8.15398	48.86103	0	0.0	0	0.0	0	0.0
8.15649, 48.88249	KST L5	III_6_0090	8.15649	48.88249	40	10.220048666211472	22	3.3285321615762453	19	3.306720478802915
8.15978, 48.56801	na	III_10_0079, III_10_0080, III_10_0081	8.15978	48.56801	0	0.0	0	0.0	0	0.0
8.16036, 48.1327	TUTT a5	III_12_0146	8.16036	48.1327	8	-0.45697567797455674	10	1.133954145095864	9	1.38830787283371
8.16038, 48.72843	TÜB a10	III_8_0100	8.16038	48.72843	9	-5.3988347690042895	4	-5.621487650623448	0	-6.282035918573536
8.16047, 48.69964	TÜB b6	na	8.16047	48.69964	0	0.0	0	0.0	0	0.0
8.16112, 47.84388	TUTT E1	na	8.16112	47.84388	0	0.0	0	0.0	0	0.0
