	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
145	Stra l 1, Stra l 3	III_9_0005, III_9_0007	Engenthal, Engental, Engental-Windsburg, Engental	7.30153, 48.63467	hewaom	h e w a o m	hewamm	h e w a mm	1
146	Co y 7	III_14_0033	Pulversheim, Pulversheim	7.30181, 47.83432	hewāmm	h e w ā mm	hewåmm	h e w å mm	1
147	Stra O 4	III_11_0086	Wanzel (La Vancelle), Wanzel	7.30201, 48.28406	hewamm	h e w a mm	hewomm	h e w o mm	1
148	Stra G 6	III_11_0007, III_11_0005	Weiler (Villé), Weiler, Weiler, ortsteil Erlenbach	7.30273, 48.34253	hewåmm	h e w å mm	hewamm	h e w a mm	1
149	Co N4	III_15_0022	Didenheim, Didenheim	7.30295, 47.71749	hewāmmaͤ	h e w ā mm a ͤ	häwåmma	h ä w å mm a	3
150	Co k 14	III_13_0020	Egisheim, Egisheim	7.30455, 48.04168	hewam	h e w a m	häwam	h ä w a m	1
151	Co c 10	III_12_0086	Ingersheim, Ingersheim	7.30725, 48.0936	hewāmm	h e w ā mm	hewamm	h e w a mm	1
152	Co Ub 5	III_17_0066	Lüxdorf (Ligsdorf), Lüxdorf	7.3091, 47.47235	hewam	h e w a m	hebåm	h e b å m	2
153	Stra O 2	III_11_0084	Neukirch (Neuve-Église), Neukirch	7.31338, 48.32872	hêwåmm	h ê w å mm	hewonmm	h e w o n mm	3
154	Hag N 1	III_5_0049	Puberg, Puberg	7.31461, 48.91322	hewåmm	h e w å mm	hewamm	h e w a mm	1
155	Stra d 2	III_8_0026	Reinhardsmünster, Reinhardsmünster	7.31728, 48.67755	häwam	h ä w a m	hewamm	h e w a mm	2
156	Co N16	III_15_0023	Brunnstatt (Brunstatt), Brunstatt	7.31747, 47.72106	hewāmm	h e w ā mm	hewamm	h e w a mm	1
157	Co c 13	III_12_0077, III_12_0076	Mittelweier, Mittelweier	7.32094, 48.14982	hewåmm	h e w å mm	hewamm	h e w a mm	1
