	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	Longitude	Latitude	item_maurer	item_DWA	Levenshtein_item	z_score_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	z_score_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype	z_score_lextype
26	Hag E 9	III_5_0027	Harskirchen, Harskirchen	7.0389, 48.93409	7.0389	48.93409	prümme	prümme	0	-0.7815579410052661	prüme	prüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
27	Co M10	na	Morzweiler (Mortzwiller)	7.04125, 47.73832	7.04125	47.73832	pflüma	na	999	527.7358915701176	pflüme	na	999	529.1860287263053	Pflaume	na	999	529.091394870162
28	Hag E 7	III_5_0024	Keskastel, Keskastel	7.04339, 48.96955	7.04339	48.96955	brumme	prumm	2	0.27653505100899384	prume	prum	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
29	Co x 6	III_14_0011	Moosch, Moosch	7.04865, 47.86081	7.04865	47.86081	pflüm	pflüm	0	-0.7815579410052661	pflüm	pflüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
30	Hag M 12	III_6_0005	Diedendorf, Diedendorf	7.04974, 48.87869	7.04974	48.87869	prümme	prüm	2	0.27653505100899384	prüme	prüm	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
31	Hag E 8	III_5_0026	Schopperten, Schopperten	7.05316, 48.94524	7.05316	48.94524	prümm	prüme, pflaume	1	-0.25251144499813616	prüm	prüme, pflaume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
32	Co T16	na	Menglatt (Magny)	7.05408, 47.6019	7.05408	47.6019	pflüme	na	999	527.7358915701176	pflüme	na	999	529.1860287263053	Pflaume	na	999	529.091394870162
33	Co E3	III_14_0090	Sentheim, Sentheim	7.0544, 47.75581	7.0544	47.75581	pfluumå	pflūmă	3	0.8055815470161238	pflume	pflume	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
34	Co M2	III_15_0001	Obersulzbach Kreis Tann (Soppe-Le-Haut), Obersulzbach <Morzweiler> Morzweiler steht nur auf S.1	7.05724, 47.73372	7.05724	47.73372	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
35	Co x 9	III_14_0013	Geishausen, Geishausen	7.05832, 47.88017	7.05832	47.88017	pfluma	pfluma	0	-0.7815579410052661	pflume	pflume	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
36	Co T9	III_16_0014	Gottestal, Luttern (Valdieu-Lutran), Gottestal	7.05852, 47.63139	7.05852	47.63139	pflüm	pflaume	3	0.8055815470161238	pflüm	pflaume	3	0.9953407768158152	Pflaume	Pflaume	0	-0.48323353219796433
37	Co E2	III_14_0091	Niederburbach (Bourbach-Le-Bas), Niederburbach	7.05868, 47.77527	7.05868	47.77527	pflüme	pfluma	2	0.27653505100899384	pflüme	pflume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
38	Hag T 2	III_7_0006	Kirberg (Kirrberg), Kirberg	7.06204, 48.8233	7.06204	48.8233	brüm	brüm	0	-0.7815579410052661	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
39	Co M7	III_15_0007	St Kosman (Saint-Cosme), St. Kosman	7.06248, 47.68339	7.06248	47.68339	pflǖme	pflüma	2	0.27653505100899384	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
40	Co T1	III_15_0008	Brückensweiler (Bréchaumont), Brückensweiler	7.0684, 47.66973	7.0684	47.66973	pflüme	pflüma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
41	Hag M 2	III_6_0002	Pisdorf (Bischtroff-sur-Sarre), Pisdorf	7.06995, 48.9005	7.06995	48.9005	brümme	brümmel	0	-0.7815579410052661	prüme	prümel	0	-0.5955950302609602	Pflaume	Pfläumle	0	-0.48323353219796433
42	Co x 4	III_14_0012	Weiler, Weiler	7.07073, 47.84351	7.07073	47.84351	pflümă	pflume	2	0.27653505100899384	pflüme	pflume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
43	Co E13	III_14_0092	Rammersmatt, Rammersmatt	7.07084, 47.78935	7.07084	47.78935	pflǖma	pfluimea	3	0.8055815470161238	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
44	Co i 3	na	Metzeral	7.07146, 48.01325	7.07146	48.01325	griacha, pflüma	na	0	-0.7815579410052661	grieche, pflüme	na	0	-0.5955950302609602	Grieche, Pflaume	na	0	-0.48323353219796433
45	Co M6	III_15_0004	Bretten Landkreis Altkirch, Bretten	7.0716, 47.69963	7.0716	47.69963	pflume	pflüma	2	0.27653505100899384	pflume	pflüme	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
46	Co q 4	III_13_0097	Sondernach	7.07276, 47.99621	7.07276	47.99621	griacha	pflüm	0	-0.7815579410052661	grieche	pflüm	0	-0.5955950302609602	Grieche	Pflaume	0	-0.48323353219796433
47	Hag M 11/1, Hag M 11/2	III_6_0003	Wolfskirchen, Wolfskirchen	7.07612, 48.87884	7.07612	48.87884	prümm, prüm	prüm	0	-0.7815579410052661	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
48	Hag M 1	III_5_0034	Zollingen, Zollingen	7.07636, 48.91048	7.07636	48.91048	brüm	brüm	0	-0.7815579410052661	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
49	Co E9	III_14_0089	Tann-Bitschweiler (Bitschwiller-Lès-Thann), Bitschweiler	7.07947, 47.82929	7.07947	47.82929	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
50	Hag T 4	III_7_0013	Goerlingen, Görlingen	7.08247, 48.79646	7.08247	48.79646	prumme	brümme	2	0.27653505100899384	prume	prüme	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
51	Hag x 2	III_4_0053	Herbitzheim, Herbitzheim	7.08355, 49.01459	7.08355	49.01459	prumm	prumm	0	-0.7815579410052661	prum	prum	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
52	Hag E 5	III_5_0033	Saarwerden (Sarrewerden), Saarwerden	7.08411, 48.9218	7.08411	48.9218	brüme	prümme	2	0.27653505100899384	prüme	prüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
53	Hag M 10	III_6_0012	Bärendorf (Baerendorf), Bärendorf	7.08463, 48.83742	7.08463	48.83742	prume	brumme	2	0.27653505100899384	prume	prume	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
54	Hag E 6/2, Hag E 6/1	III_5_0028, III_5_0029	Saarbuckenheim (Sarre-Union), Saarbuckenheim	7.08686, 48.93919	7.08686	48.93919	brümm	brümme	1	-0.25251144499813616	prüm	prüme	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
55	Co i 10	III_13_0007	Mühlbach (Muhlbach-Sur-Munster), Mühlbach	7.08731, 48.02582	7.08731	48.02582	pflümme	pflümma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
56	Co E5	na	Rodern	7.0877, 47.77839	7.0877	47.77839	pfliemla	na	999	527.7358915701176	pfliemla	na	999	529.1860287263053	Pfläumle	na	999	529.091394870162
57	Hag x 1	III_4_0044	Silzheim (Siltzheim), Silzheim	7.09071, 49.0616	7.09071	49.0616	prum	prumm	1	-0.25251144499813616	prum	prum	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
58	Co M3	III_15_0003	Niedersulzbach (soppe-Le-Bas), Niedersulzbach	7.09079, 47.71688	7.09079	47.71688	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
59	Co M1	III_15_0002	Gewenheim, Gewenheim	7.0913, 47.75291	7.0913	47.75291	pflüma	pflüme	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
60	Co T2	na	Niedertraubach (traubach-Le-Haute)	7.09169, 47.66903	7.09169	47.66903	pflūme	na	999	527.7358915701176	pflume	na	999	529.1860287263053	Pflaume	na	999	529.091394870162
61	Co T8	III_16_0017	Retzweiler, Retzweiler	7.09315, 47.63072	7.09315	47.63072	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
62	Co E6	III_14_0093	Leimbach, Leimbach	7.09999, 47.79305	7.09999	47.79305	pflüma	pfluuma	2	0.27653505100899384	pflüme	pflume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
63	Co i 7	III_13_0006	Breitenbach, Breitenbach (Breitenbach-Haut-Rhin), Breitenbach	7.10087, 48.02382	7.10087	48.02382	pflümm	pflüm, griëch	1	-0.25251144499813616	pflüm	pflüm, griech	999	529.1860287263053	Pflaume	Grieche, Pflaume	999	529.091394870162
64	Co i 9	III_13_0004, III_13_0003	Stossweier, Stossweier	7.10163, 48.05432	7.10163	48.05432	pflümm	pflüm, pflüma	1	-0.25251144499813616	pflüm	pflüme, pflüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
65	Co i 2	III_13_0009	Sulzern (Soultzeren), Sulzern	7.10254, 48.06373	7.10254	48.06373	pflüm	pflüm	0	-0.7815579410052661	pflüm	pflüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
66	Co x 7	III_14_0014	Goldbach-Altenbach, Goldbach-Altenbach	7.10326, 47.87359	7.10326	47.87359	pflūme	pflume	1	-0.25251144499813616	pflume	pflume	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
67	Co E7	III_14_0094	Tann (Thann), Thann	7.10335, 47.81019	7.10335	47.81019	pflüme	pflüma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
68	Co T11	III_16_0019	Mansbach, Mansbach (Manspach)	7.10508, 47.6176	7.10508	47.6176	blumba	spaltling, zwatschga	0	-0.7815579410052661	plumbe	zwatschge, schpaltling	0	-0.5955950302609602	Pflaume	Zwetschge, Spaltleng	0	-0.48323353219796433
69	Hag T 3	III_7_0008	Rauweiler, Rauweiler	7.10907, 48.81139	7.10907	48.81139	prumme	prümm	2	0.27653505100899384	prume	prüm	2	0.4650288411235568	Pflaume	Pflaume	0	-0.48323353219796433
70	Hag M 3	III_6_0004	Burbach, Burbach	7.11226, 48.90144	7.11226	48.90144	brümm	prümm	1	-0.25251144499813616	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
71	Co M9	III_15_0009	Diefmatten Kreis Altkirch, Diefmatten	7.11319, 47.70828	7.11319	47.70828	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
72	Co T7	III_16_0007	Wolfersdorf, Wolfersdorf	7.1132, 47.63625	7.1132	47.63625	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
73	Hag T 1	III_6_0011	Hirschland, Hirschland	7.11324, 48.83701	7.11324	48.83701	prümme	prümme	0	-0.7815579410052661	prüme	prüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
74	Co T12	III_16_0002	Altenach, Altenach	7.11466, 47.60658	7.11466	47.60658	pflümă	pflüma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
75	Hag M 8	III_6_0007	Eschweiler (Eschwiller), Eschweiler	7.11652, 48.8596	7.11652	48.8596	prüme	brümme	2	0.27653505100899384	prüme	prüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
76	Co i 6	III_13_0005	Luttenbach (Luttenbach-Près-Munster), Luttenbach	7.11745, 48.03105	7.11745	48.03105	pflüm	pflüme	1	-0.25251144499813616	pflüm	pflüme	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
77	Co T13	III_16_0003	St. Ulrich bei Dammerkirch, St. Ulrich	7.11911, 47.59537	7.11911	47.59537	pflüma	pflṻma	2	0.27653505100899384	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
78	Co T6	III_16_0018	Dammerkirch (Dannemarie), Dammerkirch	7.1214, 47.63024	7.1214	47.63024	eierpflüüme	pflüma	0	-0.7815579410052661	eierpflüme	pflüme	0	-0.5955950302609602	Eierpflaume	Pflaume	0	-0.48323353219796433
79	Co E8	III_14_0095	Alttann (Vieux-Thann), Alttann	7.12206, 47.80704	7.12206	47.80704	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
80	Co q 8	III_13_0102	Sengern, Sengern	7.12209, 47.94246	7.12209	47.94246	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
81	Hag E 4	III_5_0032	Rimsdorf, Rimsdorf	7.12568, 48.92923	7.12568	48.92923	prümme	prüm	2	0.27653505100899384	prüme	prüm	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
82	Co i 5	III_13_0002	Hohrod, Hohrod	7.12607, 48.05444	7.12607	48.05444	pflümm	pflümm	0	-0.7815579410052661	pflüm	pflüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
83	Hag E 1	III_4_0050	Örmingen (Oermingen), Örmingen	7.12881, 49.00062	7.12881	49.00062	prümm	brümm	1	-0.25251144499813616	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
84	Co q 1	III_13_0098	Lintal (Linthal, Kreis Tann), Lintal	7.12943, 47.94619	7.12943	47.94619	pflüma	pflüm	1	-0.25251144499813616	pflüme	pflüm	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
85	Hag M 7	III_6_0016	Eyweiler (Eywiller), Eyweiler	7.13172, 48.8709	7.13172	48.8709	brüm	prüm	1	-0.25251144499813616	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
86	Co i 1/2, Co i 1/1	III_13_0065	Münster (Munster), Münster	7.13185, 48.0418	7.13185	48.0418	pflüm, pflüma	pflüm	0	-0.7815579410052661	pflüme, pflüm	pflüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
87	Co T5	III_16_0004	Gommersdorf, Gommersdorf	7.13318, 47.64299	7.13318	47.64299	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
88	Co E10	III_14_0098	Oberasbach (Aspach-Le-Haute), Oberaspach	7.13352, 47.77692	7.13352	47.77692	rosspflüma	pflüma	0	-0.7815579410052661	rospflüme	pflüme	0	-0.5955950302609602	Rosspflaume	Pflaume	0	-0.48323353219796433
89	Co M8	III_15_0011, III_15_0010, III_15_0010	Gildweiler (Gildwiller), Falkweiler, Hecken, Falkweiler, Gildweiler, Falkweiler	7.13461, 47.6894	7.13461	47.6894	pflüma	pfüma, pflaume, griacha	1	-0.25251144499813616	pflüme	grieche, pflaume, pflüme	999	529.1860287263053	Pflaume	Grieche, Pflaume	999	529.091394870162
90	Co i 8	III_13_0001	Hohrodberg, Hohrodberg, Hohrodberg	7.13528, 48.06037	7.13528	48.06037	pflüm, griach	pflümà	1	-0.25251144499813616	pflüm, griech	pflüme	1	-0.06528309456870167	Grieche, Pflaume	Pflaume	999	529.091394870162
91	Co Vc 2	III_16_0011	Hindlingen, Hindlingen	7.13734, 47.57341	7.13734	47.57341	pflüma	pflühma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
92	Hag E 2	III_5_0030	Völlerdingen (Voellerdingen), Völlerdingen	7.14098, 48.9622	7.14098	48.9622	brumme	brümme	1	-0.25251144499813616	prume	prüme	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
93	Hag M 4	na	Tal bei Drulingen (Thal-Drulingen)	7.1452, 48.90983	7.1452	48.90983	brüm	na	999	527.7358915701176	prüm	na	999	529.1860287263053	Pflaume	na	999	529.091394870162
94	Co i 4	III_13_0010	Eschbach, Eschbach	7.14594, 48.02896	7.14594	48.02896	pflüme	pflühma	2	0.27653505100899384	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
95	Co T14	III_16_0006	Füllern (Fulleren), Füllern, Füllern (Fulleren)	7.14596, 47.59468	7.14596	47.59468	spaltleng, pflüma	spaltleng	999	527.7358915701176	schpaltleng, pflüme	schpaltleng	999	529.1860287263053	Spaltleng, Pflaume	Spaltleng	999	529.091394870162
96	Co q 7	III_13_0099	Lautenbachzell, Lautenbachzell	7.14925, 47.94057	7.14925	47.94057	pflüme	pflüme	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
97	Co T3	III_16_0008	Büttweiler (Buethwiller), Bütweiler	7.14982, 47.65627	7.14982	47.65627	pflüma	pflaume	3	0.8055815470161238	pflüme	pflaume	2	0.4650288411235568	Pflaume	Pflaume	0	-0.48323353219796433
98	Co M4	III_15_0014	Oberburnhaupt (Burnhaupt-Le-Haut), Oberburnhaupt	7.14988, 47.72886	7.14988	47.72886	pflümā	pflümā	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
99	Co Vc 1	III_17_0002	Friesen, Friesen	7.15001, 47.56535	7.15001	47.56535	pflüme	pflüma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
100	Co E11	III_14_0099	Niederasbach (Aspach-Le-Bas), Niederaspach	7.15065, 47.7618	7.15065	47.7618	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
101	Hag E 3	III_5_0031	Domfessel, Domfessel	7.15171, 48.95143	7.15171	48.95143	brümm	brümm	0	-0.7815579410052661	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
102	Hag M 5	III_6_0008	Berg, Berg	7.1532, 48.89487	7.1532	48.89487	brümm	brümm	0	-0.7815579410052661	prüm	prüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
103	Co E12	III_14_0096	Steinbach, Steinbach	7.15487, 47.82041	7.15487	47.82041	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
104	Co x 8	III_14_0015	Rimbach bei Gebweiler (Rimbach-près-Guebwiller), Rimbach	7.15658, 47.90483	7.15658	47.90483	pflǖm	pflum	1	-0.25251144499813616	pflüm	pflum	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
105	Co T4	III_16_0009	Hagenbach, Hagenbach	7.15712, 47.65028	7.15712	47.65028	pflüme	pflüma	1	-0.25251144499813616	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
106	Hag M 6	III_6_0009	Güngweiler (Gungwiller), Gu[e]ngweiler	7.15771, 48.88171	7.15771	48.88171	brümmä	brümme	1	-0.25251144499813616	prüme	prüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
107	Co q 2	III_13_0100	Lautenbach (Kreis Tann), Lautenbach	7.15877, 47.9414	7.15877	47.9414	pflüm	pflüm	0	-0.7815579410052661	pflüm	pflüm	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
108	Co q 3	III_13_0011	Wasserburg Kreis Colmar (Wasserbourg), Wasserburg	7.15948, 48.00283	7.15948	48.00283	pflüm	plaume	4	1.3346280430232536	pflüm	plaume	4	1.5256527125080737	Pflaume	Pflaume	0	-0.48323353219796433
109	Hag M 9	III_6_0010	Weyer, Weyer	7.15976, 48.85488	7.15976	48.85488	brümme	prüm	3	0.8055815470161238	prüme	prüm	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
110	Co M5	III_15_0013	Niederburnhaupt (Burnhaupt-Le-Bas), Niederburnhaupt	7.16039, 47.71674	7.16039	47.71674	pflüma	pfluma	1	-0.25251144499813616	pflüme	pflume	1	-0.06528309456870167	Pflaume	Pflaume	0	-0.48323353219796433
111	Co q 6	III_13_0101	Murbach, Murbach	7.1604, 47.92318	7.1604	47.92318	pflüma	pflaume	3	0.8055815470161238	pflüme	pflaume	2	0.4650288411235568	Pflaume	Pflaume	0	-0.48323353219796433
112	Co T15	III_16_0010	Ballersdorf, Ballersdorf	7.1624, 47.625	7.1624	47.625	pflüma	pflüma	0	-0.7815579410052661	pflüme	pflüme	0	-0.5955950302609602	Pflaume	Pflaume	0	-0.48323353219796433
