	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	Longitude	Latitude	item_maurer	item_DWA	Levenshtein_item	z_score_item	phontype_maurer	phontype_DWA	Levenshtein_phontype	z_score_phontype	lextype_maurer	lextype_DWA	Levenshtein_lextype	z_score_lextype
10	Co w 1	III_14_0004	Oderen, Odern	6.97525, 47.91008	6.97525	47.91008	härdepfel	hardepfel	1	-0.25251144499813616	herdäpfel	hardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
11	Co D5	na	Sickert, Niederbruck	6.979, 47.78312	6.979	47.78312	hardäpfel	na	999	527.7358915701176	hardäpfel	na	999	529.1860287263053	Erdäpfel	na	999	529.091394870162
12	Hag D 2	III_5_0022	Altweiler (Altwiller), Altweiler	6.98122, 48.93023	6.98122	48.93023	grumbēre	grumbiere	2	0.27653505100899384	grumbere	grumbire	1	-0.06528309456870167	Grundbirne	Grundbirne	0	-0.48323353219796433
13	Co w 2	III_14_0005	Fellerlingen (Fellering), Felleringen	6.98613, 47.89621	6.98613	47.89621	hardepfel	hardepfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
14	Co w 3	III_14_0006	Hüsseren-Wesserling (Husseren-Wesserling), Hüssern-Wesserling	6.98836, 47.88519	6.98836	47.88519	hardepfel	hartäpfel	2	0.27653505100899384	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
15	Hag D 1	na	Hinsingen	6.99156, 48.9525	6.99156	48.9525	krumbier	na	999	527.7358915701176	grumbire	na	999	529.1860287263053	Grundbirne	na	999	529.091394870162
16	Co D7	III_14_0086	Masmünster (Masevaux), Maasmünster	6.99386, 47.7727	6.99386	47.7727	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
17	Co x 2	III_14_0007	Mitzach, Mitzach	7.00519, 47.87122	7.00519	47.87122	hardepfel	hardepfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
18	Co x 1	III_14_0008	Ranspach, Ranspach	7.01113, 47.88081	7.01113	47.88081	hārdepfel	hardepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
19	Co E4	III_14_0087	Aue (Lauw), Aue	7.02216, 47.75778	7.02216	47.75778	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
20	Hag E 10	na	Bissert	7.02465, 48.94167	7.02465	48.94167	krumber	na	999	527.7358915701176	grumbere	na	999	529.1860287263053	Grundbirne	na	999	529.091394870162
21	Co T10	na	Schaffnatt am Weier (Chavannes-Sur-LÉtang)	7.02504, 47.63178	7.02504	47.63178	hardäpfel	na	999	527.7358915701176	hardäpfel	na	999	529.1860287263053	Erdäpfel	na	999	529.091394870162
22	Co E1	III_14_0088	Oberburbach (Bourbach-Les-Haut), Oberburbach	7.02973, 47.7953	7.02973	47.7953	ardäpfel	ardäpfel	0	-0.7815579410052661	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
23	Co x 5	III_14_0009	St. Amarin, St. Amarin	7.03186, 47.87365	7.03186	47.87365	ardäpfel, grundbirne	ardepfl, grumbera	7	2.921767531044644	ardäpfel, grundbirne	grumbere, ardäpfel	4	1.5256527125080737	Grundbirne, Erdäpfel	Grundbirne, Erdäpfel	0	-0.48323353219796433
24	Co q 5	III_13_0096	Mittlach, Mittlach	7.03325, 48.00405	7.03325	48.00405	hardepfel	ardepfel	1	-0.25251144499813616	hardäpfel	ardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
25	Co x 3	III_14_0010	Malmerspach, Malmerspach	7.03487, 47.86486	7.03487	47.86486	hardepfel	hardäpfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
26	Hag E 9	III_5_0027	Harskirchen, Harskirchen	7.0389, 48.93409	7.0389	48.93409	grummber	grumbeer	2	0.27653505100899384	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
27	Co M10	na	Morzweiler (Mortzwiller)	7.04125, 47.73832	7.04125	47.73832	hardäpfel	na	999	527.7358915701176	hardäpfel	na	999	529.1860287263053	Erdäpfel	na	999	529.091394870162
28	Hag E 7	III_5_0024	Keskastel, Keskastel	7.04339, 48.96955	7.04339	48.96955	grumbire	grumbier	2	0.27653505100899384	grumbire	grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
29	Co x 6	III_14_0011	Moosch, Moosch	7.04865, 47.86081	7.04865	47.86081	hardepfel	ha̠rde̠pfel	2	0.27653505100899384	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
30	Hag M 12	III_6_0005	Diedendorf, Diedendorf	7.04974, 48.87869	7.04974	48.87869	grumbeere	grumbeer	1	-0.25251144499813616	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
31	Hag E 8	III_5_0026	Schopperten, Schopperten	7.05316, 48.94524	7.05316	48.94524	grumbeer	grundbirne, grumbeere	1	-0.25251144499813616	grumbere	grumbere, grundbirne	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
32	Co T16	na	Menglatt (Magny)	7.05408, 47.6019	7.05408	47.6019	hardöpfel	na	999	527.7358915701176	hardöpfel	na	999	529.1860287263053	Erdäpfel	na	999	529.091394870162
33	Co E3	III_14_0090	Sentheim, Sentheim	7.0544, 47.75581	7.0544	47.75581	härdäpfl	hārdäpfl	1	-0.25251144499813616	herdäpfel	hardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
34	Co M2	III_15_0001	Obersulzbach Kreis Tann (Soppe-Le-Haut), Obersulzbach <Morzweiler> Morzweiler steht nur auf S.1	7.05724, 47.73372	7.05724	47.73372	hardäpfell	hardäpfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
35	Co x 9	III_14_0013	Geishausen, Geishausen	7.05832, 47.88017	7.05832	47.88017	hardepfel	herdepfel	1	-0.25251144499813616	hardäpfel	herdäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
36	Co T9	III_16_0014	Gottestal, Luttern (Valdieu-Lutran), Gottestal	7.05852, 47.63139	7.05852	47.63139	hardäpfel	erdäpfel	2	0.27653505100899384	hardäpfel	erdäpfel	2	0.4650288411235568	Erdäpfel	Erdäpfel	0	-0.48323353219796433
37	Co E2	III_14_0091	Niederburbach (Bourbach-Le-Bas), Niederburbach	7.05868, 47.77527	7.05868	47.77527	hardäpfel	hardepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
38	Hag T 2	III_7_0006	Kirberg (Kirrberg), Kirberg	7.06204, 48.8233	7.06204	48.8233	grumbier	grumbirr	1	-0.25251144499813616	grumbire	grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
39	Co M7	III_15_0007	St Kosman (Saint-Cosme), St. Kosman	7.06248, 47.68339	7.06248	47.68339	hardäpfel	hartepfl	3	0.8055815470161238	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
40	Co T1	III_15_0008	Brückensweiler (Bréchaumont), Brückensweiler	7.0684, 47.66973	7.0684	47.66973	hardepfel	hartäpfel	2	0.27653505100899384	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
41	Hag M 2	III_6_0002	Pisdorf (Bischtroff-sur-Sarre), Pisdorf	7.06995, 48.9005	7.06995	48.9005	grumbier	krummbire	4	1.3346280430232536	grumbire	grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
42	Co x 4	III_14_0012	Weiler, Weiler	7.07073, 47.84351	7.07073	47.84351	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
43	Co E13	III_14_0092	Rammersmatt, Rammersmatt	7.07084, 47.78935	7.07084	47.78935	hardepfel, hardäpfel	hardöpf	3	0.8055815470161238	hardäpfel	hardöpf	3	0.9953407768158152	Erdäpfel	Erdäpfel	0	-0.48323353219796433
44	Co i 3	III_13_0008	Metzeral, Metzeral	7.07146, 48.01325	7.07146	48.01325	hardepfel	ardäpfel	2	0.27653505100899384	hardäpfel	ardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
45	Co M6	III_15_0004	Bretten Landkreis Altkirch, Bretten	7.0716, 47.69963	7.0716	47.69963	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
46	Co q 4	III_13_0097	Sondernach, Sondernach	7.07276, 47.99621	7.07276	47.99621	ārdäpfel	ardäpfel	1	-0.25251144499813616	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
47	Hag M 11/1, Hag M 11/2	III_6_0003	Wolfskirchen, Wolfskirchen	7.07612, 48.87884	7.07612	48.87884	krummbeer, grumbeer	grumbeer	0	-0.7815579410052661	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
48	Hag M 1	III_5_0034	Zollingen, Zollingen	7.07636, 48.91048	7.07636	48.91048	grůmbeer	grummberre	4	1.3346280430232536	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
49	Co E9	III_14_0089	Tann-Bitschweiler (Bitschwiller-Lès-Thann), Bitschweiler	7.07947, 47.82929	7.07947	47.82929	hartäpfel	hartäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
50	Hag T 4	III_7_0013	Goerlingen, Görlingen	7.08247, 48.79646	7.08247	48.79646	grumbier	grumbiere	1	-0.25251144499813616	grumbire	grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
51	Hag x 2	III_4_0053	Herbitzheim, Herbitzheim	7.08355, 49.01459	7.08355	49.01459	grumbeere	grumbier	2	0.27653505100899384	grumbere	grumbire	1	-0.06528309456870167	Grundbirne	Grundbirne	0	-0.48323353219796433
52	Hag E 5	III_5_0033	Saarwerden (Sarrewerden), Saarwerden	7.08411, 48.9218	7.08411	48.9218	grumbēre	grumbär	2	0.27653505100899384	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
53	Hag M 10	III_6_0012	Bärendorf (Baerendorf), Bärendorf	7.08463, 48.83742	7.08463	48.83742	krummbir	krumbier	2	0.27653505100899384	grumbire	grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
54	Hag E 6/2, Hag E 6/1	III_5_0028, III_5_0029	Saarbuckenheim (Sarre-Union), Saarbuckenheim	7.08686, 48.93919	7.08686	48.93919	grůmbiͤr, grumbeer	grumbier, grumbeer	0	-0.7815579410052661	grumbere, grumbire	grumbere, grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
55	Co i 10	III_13_0007	Mühlbach (Muhlbach-Sur-Munster), Mühlbach	7.08731, 48.02582	7.08731	48.02582	ardäpfel	ardepfel	1	-0.25251144499813616	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
56	Co E5	na	Rodern	7.0877, 47.77839	7.0877	47.77839	hardepfel	na	999	527.7358915701176	hardäpfel	na	999	529.1860287263053	Erdäpfel	na	999	529.091394870162
57	Hag x 1	III_4_0044	Silzheim (Siltzheim), Silzheim	7.09071, 49.0616	7.09071	49.0616	grumbiere	grumbeern	2	0.27653505100899384	grumbire	grumberne	2	0.4650288411235568	Grundbirne	Grundbirne	0	-0.48323353219796433
58	Co M3	III_15_0003	Niedersulzbach (soppe-Le-Bas), Niedersulzbach	7.09079, 47.71688	7.09079	47.71688	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
59	Co M1	III_15_0002	Gewenheim, Gewenheim	7.0913, 47.75291	7.0913	47.75291	hardäpfel	härdäpfel	1	-0.25251144499813616	hardäpfel	herdäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
60	Co T2	na	Niedertraubach (traubach-Le-Haute)	7.09169, 47.66903	7.09169	47.66903	hardäpfel	na	999	527.7358915701176	hardäpfel	na	999	529.1860287263053	Erdäpfel	na	999	529.091394870162
61	Co T8	III_16_0017	Retzweiler, Retzweiler, Retzweiler	7.09315, 47.63072	7.09315	47.63072	hardöpfel	hardäpfel, grumbeera	1	-0.25251144499813616	hardöpfel	grumbere, hardäpfel	1	-0.06528309456870167	Erdäpfel	Grundbirne, Erdäpfel	999	529.091394870162
62	Co E6	III_14_0093	Leimbach, Leimbach	7.09999, 47.79305	7.09999	47.79305	hardepfel	haardepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
63	Co i 7	III_13_0006	Breitenbach (Breitenbach-Haut-Rhin), Breitenbach	7.10087, 48.02382	7.10087	48.02382	ardäpfel	ardöpfel, erdäpfel	1	-0.25251144499813616	ardäpfel	ardöpfel, erdäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
64	Co i 9	III_13_0004, III_13_0003	Stossweier, Stossweier	7.10163, 48.05432	7.10163	48.05432	ardepfel	hardäpfel	2	0.27653505100899384	ardäpfel	hardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
65	Co i 2	III_13_0009	Sulzern (Soultzeren), Sulzern	7.10254, 48.06373	7.10254	48.06373	hardäpfel	ardöpfel	2	0.27653505100899384	hardäpfel	ardöpfel	2	0.4650288411235568	Erdäpfel	Erdäpfel	0	-0.48323353219796433
66	Co x 7	III_14_0014	Goldbach-Altenbach, Goldbach-Altenbach	7.10326, 47.87359	7.10326	47.87359	herdepfel	herdöpfel	1	-0.25251144499813616	herdäpfel	herdöpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
67	Co E7	III_14_0094	Tann (Thann), Thann	7.10335, 47.81019	7.10335	47.81019	hardäpfel	hardepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
68	Co T11	III_16_0019	Mansbach (Manspach), Mansbach	7.10508, 47.6176	7.10508	47.6176	hardepfel	hardepfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
69	Hag T 3	III_7_0008	Rauweiler, Rauweiler	7.10907, 48.81139	7.10907	48.81139	grummbeere	grumbeere	1	-0.25251144499813616	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
70	Hag M 3	III_6_0004	Burbach, Burbach	7.11226, 48.90144	7.11226	48.90144	grumbeer	grummbeer	1	-0.25251144499813616	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
71	Co M9	III_15_0009	Diefmatten Kreis Altkirch, Diefmatten	7.11319, 47.70828	7.11319	47.70828	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
72	Co T7	III_16_0007	Wolfersdorf, Wolfersdorf	7.1132, 47.63625	7.1132	47.63625	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
73	Hag T 1	III_6_0011	Hirschland, Hirschland	7.11324, 48.83701	7.11324	48.83701	grumbeere	grumbeere	0	-0.7815579410052661	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
74	Co T12	III_16_0002	Altenach, Altenach	7.11466, 47.60658	7.11466	47.60658	hârdepfel	ardäpfel, hardäpfel	2	0.27653505100899384	hardäpfel	ardäpfel, hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
75	Hag M 8	III_6_0007	Eschweiler (Eschwiller), Eschweiler	7.11652, 48.8596	7.11652	48.8596	grumbiere	grummbiere	1	-0.25251144499813616	grumbire	grumbire	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
76	Co i 6	III_13_0005	Luttenbach (Luttenbach-Près-Munster), Luttenbach	7.11745, 48.03105	7.11745	48.03105	hardepfel	ardepfel	1	-0.25251144499813616	hardäpfel	ardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
77	Co T13	III_16_0003	St. Ulrich bei Dammerkirch, St. Ulrich	7.11911, 47.59537	7.11911	47.59537	hardäpfl	hāᵉrdepfl	3	0.8055815470161238	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
78	Co T6	III_16_0018	Dammerkirch (Dannemarie), Dammerkirch	7.1214, 47.63024	7.1214	47.63024	hardepfl	hardepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
79	Co E8	III_14_0095	Alttann (Vieux-Thann), Alttann	7.12206, 47.80704	7.12206	47.80704	hartäpfel	hartäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
80	Co q 8	III_13_0102	Sengern, Sengern	7.12209, 47.94246	7.12209	47.94246	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
81	Hag E 4	III_5_0032	Rimsdorf, Rimsdorf	7.12568, 48.92923	7.12568	48.92923	krummbier	grumber	3	0.8055815470161238	grumbire	grumbere	1	-0.06528309456870167	Grundbirne	Grundbirne	0	-0.48323353219796433
82	Co i 5	III_13_0002	Hohrod, Hohrod	7.12607, 48.05444	7.12607	48.05444	ardepfl	ardepfel	1	-0.25251144499813616	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
83	Hag E 1	III_4_0050	Örmingen (Oermingen), Örmingen	7.12881, 49.00062	7.12881	49.00062	grumbeͥr	grumbeeͥr	1	-0.25251144499813616	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
84	Co q 1	III_13_0098	Lintal (Linthal, Kreis Tann), Lintal	7.12943, 47.94619	7.12943	47.94619	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
85	Hag M 7	III_6_0016	Eyweiler (Eywiller), Eyweiler	7.13172, 48.8709	7.13172	48.8709	grummbeer	grumbeere	2	0.27653505100899384	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
86	Co i 1/2, Co i 1/1	III_13_0065	Münster (Munster), Münster	7.13185, 48.0418	7.13185	48.0418	ardäpfel	arddepfel	2	0.27653505100899384	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
87	Co T5	III_16_0004	Gommersdorf, Gommersdorf, Gommersdorf	7.13318, 47.64299	7.13318	47.64299	hardöpfel	grumbeera, hardäpfl	2	0.27653505100899384	hardöpfel	grumbere, hardäpfel	1	-0.06528309456870167	Erdäpfel	Grundbirne, Erdäpfel	999	529.091394870162
88	Co E10	III_14_0098	Oberasbach (Aspach-Le-Haute), Oberaspach	7.13352, 47.77692	7.13352	47.77692	hartepfel	hartepfl	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
89	Co M8	III_15_0011, III_15_0010	Gildweiler (Gildwiller), Falkweiler, Hecken, Falkweiler, Gildweiler	7.13461, 47.6894	7.13461	47.6894	herdepfel	erdapfel, hardäpfel	2	0.27653505100899384	herdäpfel	erdapfel, hardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
90	Co i 8	III_13_0001	Hohrodberg, Hohrodberg	7.13528, 48.06037	7.13528	48.06037	ardäpfel	àrdäpfel	1	-0.25251144499813616	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
91	Co Vc 2	III_16_0011	Hindlingen, Hindlingen	7.13734, 47.57341	7.13734	47.57341	hardäpfel	artäpfel	2	0.27653505100899384	hardäpfel	ardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
92	Hag E 2	III_5_0030	Völlerdingen (Voellerdingen), Völlerdingen	7.14098, 48.9622	7.14098	48.9622	grůmbeer	grumberre	3	0.8055815470161238	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
93	Hag M 4	na	Tal bei Drulingen (Thal-Drulingen)	7.1452, 48.90983	7.1452	48.90983	grumbeer	na	999	527.7358915701176	grumbere	na	999	529.1860287263053	Grundbirne	na	999	529.091394870162
94	Co i 4	III_13_0010	Eschbach, Eschbach	7.14594, 48.02896	7.14594	48.02896	ardäpfel	ardäpfel	0	-0.7815579410052661	ardäpfel	ardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
95	Co T14	III_16_0006	Füllern (Fulleren), Füllern	7.14596, 47.59468	7.14596	47.59468	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
96	Co q 7	III_13_0099	Lautenbachzell, Lautenbachzell	7.14925, 47.94057	7.14925	47.94057	hartäpfel	ardäpfel	2	0.27653505100899384	hardäpfel	ardäpfel	1	-0.06528309456870167	Erdäpfel	Erdäpfel	0	-0.48323353219796433
97	Co T3	III_16_0008	Büttweiler (Buethwiller), Bütweiler	7.14982, 47.65627	7.14982	47.65627	hardäpfel	erdäpfel	2	0.27653505100899384	hardäpfel	erdäpfel	2	0.4650288411235568	Erdäpfel	Erdäpfel	0	-0.48323353219796433
98	Co M4	III_15_0014	Oberburnhaupt (Burnhaupt-Le-Haut), Oberburnhaupt	7.14988, 47.72886	7.14988	47.72886	hardepfel	hārdepfel	1	-0.25251144499813616	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
99	Co Vc 1	III_17_0002	Friesen, Friesen	7.15001, 47.56535	7.15001	47.56535	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
100	Co E11	III_14_0099	Niederasbach (Aspach-Le-Bas), Niederaspach	7.15065, 47.7618	7.15065	47.7618	hartepfl	hardepfel	2	0.27653505100899384	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
101	Hag E 3	III_5_0031	Domfessel, Domfessel	7.15171, 48.95143	7.15171	48.95143	grumbeer	grumbea	2	0.27653505100899384	grumbere	grumbere	0	-0.5955950302609602	Grundbirne	Grundbirne	0	-0.48323353219796433
102	Hag M 5	III_6_0008	Berg, Berg	7.1532, 48.89487	7.1532	48.89487	grumbir	groummbeer	4	1.3346280430232536	grumbire	grumbere	1	-0.06528309456870167	Grundbirne	Grundbirne	0	-0.48323353219796433
103	Co E12	III_14_0096	Steinbach, Steinbach	7.15487, 47.82041	7.15487	47.82041	hardäpfel	hardäpfel	0	-0.7815579410052661	hardäpfel	hardäpfel	0	-0.5955950302609602	Erdäpfel	Erdäpfel	0	-0.48323353219796433
