	Fragebogen Nr.	Longitude	Latitude	Erhebung	org ameise	item ameise	phontype ameise	lextype ameise	org begräbnis	item begräbnis	phontype begräbnis	lextype begräbnis	org deichsel	item deichsel	phontype deichsel	lextype deichsel	org elster	item elster	phontype elster	lextype elster	org fledermaus	item fledermaus	phontype fledermaus	lextype fledermaus	org gurke	item gurke	phontype gurke	lextype gurke	org hagebutte	item hagebutte	phontype hagebutte	lextype hagebutte	org hebamme	item hebamme	phontype hebamme	lextype hebamme	org kartoffel	item kartoffel	phontype kartoffel	lextype kartoffel	org maulwurf	item maulwurf	phontype maulwurf	lextype maulwurf	org pflaume	item pflaume	phontype pflaume	lextype pflaume	org stecknadel	item stecknadel	phontype stecknadel	lextype stecknadel	org ziege	item ziege	phontype ziege	lextype ziege	org zimmerfliege	item zimmerfliege	phontype zimmerfliege	lextype zimmerfliege
2316	III_18_0021	8.63137	49.26348	DWA	Elmese (w)	elmese	elmese	Ameise	Leich(t) (w)	leicht, leich	leicht, leich	Li(e)cht, Li(e)cht	Deichsl (w)	deichsl	deigsl	Deichsel	Atzl (w)	atzl	atsel	Atzel	Spackmaus (w)	spackmaus	schpakmaus	Speckmaus	Gugumma	gugumma	gugummer	Gugummer	Beiß[a]lin	beißalin	beißerlin	Beißerle	Hebamm (w)	hebamm	hebamm	Hebamme	Grummbiere (w)	grummbiere	grumbire	Grundbirne	Wihla (=Wühler) (m)	wihla	wiler	Wühler	Plaum (w)	plaum	plaum	Pflaume	Schtecknodl	schtecknodl	schteknodl	Stecknadel	Goiß (w) {Punkt über dem o}	goiß	geis	Geiß	Mück (w)	mück	mük	Mücke
2317	III_18_0022	8.69576	49.32301	DWA	Emenz (w)	emenz	ementse	Ameise	Leichd (w)	leichd	leicht	Li(e)cht	Deigsl (w)	deigsl	deigsl	Deichsel	Atzl (w)	atzl	atsel	Atzel	Schbeckmaus (w)	schbeckmaus	schpekmaus	Speckmaus	Gegummer (w)	gegummer	gegummer	Gugummer	Arschkizzler (m)	arschkizzler	arschkitzler	Arschkitzel	Heͥwamm (w)	heͥwamm	hewamm	Hebamme	Ka(r)toffl (w)	katoffl, kartoffl	kadoffel, kadoffel	Kartoffel, Kartoffel	Wieler (m)	wieler	wieler	Wühler	Blo(u)me (w)	bloume, blome	plaume, plaume	Pflaume, Pflaume	Spell (w)	spell	schbel	Spelle	Ga(i)s (w)	gais, gas	geis, gas	Geiß, Geiß	Mugge (w)	mugge	muke	Mücke
2318	III_18_0023	8.70178	49.29504	DWA	Elmese	elmese	elmese	Ameise	Beerdigung, Leich	beerdigung, leich	beerdigung, leich	Beerdigung, Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Grumbiere	grumbiere	grumbire	Grundbirne	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Schpell, Klufe	klufe, schpell	glufe, schbel	Glufe, Spelle	Gees, Gaas	gees, gaas	ges, gas	Geiß, Geiß	Muck	muck	muk	Mücke
2319	III_18_0024	8.67996	49.25599	DWA	Emese (w)	emese	emese	Ameise	Leicht (w)	leicht	leicht	Li(e)cht	Deichsl (w)	deichsl	deigsl	Deichsel	Atzel (w)	atzel	atsel	Atzel	Fleddermaus (w)	fleddermaus	fledermaus	Fledermaus	Gugummer (w)	gugummer	gugummer	Gugummer	Aschkitzl (w)	aschkitzl	arschkitzl	Arschkitzel	Hewamm (w)	hewamm	hewamm	Hebamme	Grumbiere (w)	grumbiere	grumbire	Grundbirne	Wihler (m)	wihler	wiler	Wühler	Pflaum (w)	pflaum	pflaum	Pflaume	Stecknodl (w)	stecknodl	schteknodl	Stecknadel	Gaiß (w)	gaiß	geis	Geiß	Mück (m)	mück	mük	Mücke
2320	III_18_0025	8.70096	49.27036	DWA	Elemesen	elemesen	elemesen	Ameise	Leicht (e)	leicht	leicht	Li(e)cht	Deichsl	deichsl	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Arschkitzle	arschkitzle	arschkitzle	Arschkitzel	Hebamme	hebamme	hebamme	Hebamme	Grumbier	grumbier	grumbire	Grundbirne	Wühler	wühler	wühler	Wühler	Pflaum	pflaum	pflaum	Pflaume	Gluft	gluft	gluft	Glufe	Gaiss  	gaiss  	geis	Geiß	Muck (e)	muck	muk	Mücke
2321	III_18_0026	8.71207	49.25813	DWA	Elmese	elmese	elmese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugumma	gugumma	gugummer	Gugummer	Aschkizel	aschkizel	arschkitzl	Arschkitzel	Hewómm	hewómm	hewamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wüler	wüler	wühler	Wühler	Pflóume	pflóume	pflaume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gais	gais	geis	Geiß	Mick	mick	mik	Mücke
2322	III_18_0027	8.73772	49.30253	DWA	Ölmäze (w)	ölmäze	elmetse	Ameise	Beerdigung, Leiche (w)	beerdigung, leiche	beerdigung, leiche	Beerdigung, Li(e)cht	Deichsel (w)	deichsel	deigsl	Deichsel	Atzel (w)	atzel	atsel	Atzel	Fledermaus (w)	fledermaus	fledermaus	Fledermaus	Gegummer (w)	gegummer	gegummer	Gugummer	Hagebutte (w)	hagebutte	hagebutte	Hagebutte	Hebamme (w)	hebamme	hebamme	Hebamme	Kartoffel (w)	kartoffel	kadoffel	Kartoffel	Maulwurf (m)	maulwurf	maulwurf	Maulwurf	Pflaume (w)	pflaume	pflaume	Pflaume	Stecknadel (w)	stecknadel	schteknadel	Stecknadel	Geiß, Gaaß (w)	geiß, gaaß	geis, gas	Geiß, Geiß	Mücke (w)	mücke	müke	Mücke
2323	III_18_0028	8.7354	49.28257	DWA	Elmese	elmese	elmese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Gugummer	gugummer	gugummer	Gugummer	Arschkitzel	arschkitzel	arschkitzl	Arschkitzel	Hewamm	hewamm	hewamm	Hebamme	Grummbier  	grummbier  	grumbire	Grundbirne	Wühler	wühler	wühler	Wühler	Pflaume, Gwegschd (=Zwetschge)	pflaume, gwegschd	pflaume, gwetsch	Pflaume, Zwetschge	Stecknodel	stecknodel	schteknodel	Stecknadel	Gaß, Geiß	geiß, gaß	geis, gas	Geiß, Geiß	Migge	migge	mike	Mücke
2324	III_18_0029	8.75625	49.26367	DWA	Elemese  	elemese  	elemese	Ameise	Beerdichung	beerdichung	beerdichung	Beerdigung	Deichsel	deichsel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gegummer	gegummer	gegummer	Gugummer	Hagebutte, Juckpulver	juckpulver, hagebutte	jukpulver, hagebutte	Juckpulver, Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Kartoffel, (alte Leute sagen) Krumbiere	krumbiere, kartoffel	grumbire, kadoffel	Grundbirne, Kartoffel	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Gliefel	gliefel	glifel	Glifle	Geiße	geiße	geise	Geiß	Muck	muck	muk	Mücke
2325	III_18_0030	8.78417	49.24823	DWA	Ellmese	ellmese	elmese	Ameise	Beerdigung, Leicht	beerdigung, leicht	beerdigung, leicht	Beerdigung, Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Feldmaus	feldmaus	feldmaus	Feldmaus	Geggummer	geggummer	gegummer	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kadoffel	kadoffel	kadoffel	Kartoffel	Wihla  	wihla  	wiler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Kluffte, Schteggnodel	schteggnodel, kluffte	schteknodel, glufte	Stecknadel, Glufe	Gais	gais	geis	Geiß	Muggä	muggä	muke	Mücke
2326	III_18_0031	8.78051	49.28149	DWA	Ellemese	ellemese	elemese	Ameise	Beerdigung	beerdigung	beerdigung	Beerdigung	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fleddermaus  	fleddermaus  	fledermaus	Fledermaus	Gurik, Guggumer	gurik, guggumer	gurik, gugummer	Gurke, Gugummer	Arschkitzel	arschkitzel	arschkitzl	Arschkitzel	Hebamm	hebamm	hebamm	Hebamme	Grumbire, Kartoffel	kartoffel, grumbire	kadoffel, grumbire	Kartoffel, Grundbirne	Wieler  	wieler  	wieler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknodel, Kluf	kluf, stecknodel	gluf, schteknodel	Glufe, Stecknadel	Geiß	geiß	geis	Geiß	Mick	mick	mik	Mücke
2327	III_18_0032	8.75841	49.319	DWA	Ellmees (w)	ellmees	elmese	Ameise	Leichd (w)	leichd	leicht	Li(e)cht	Daigsl (w)	daigsl	deigsl	Deichsel	Atzl (w)	atzl	atsel	Atzel	Flädamaus, Speckmaus (w)	speckmaus, flädamaus	schpekmaus, fledermaus	Speckmaus, Fledermaus	Gugumma (w)	gugumma	gugummer	Gugummer	Harebudde (w)	harebudde	hachebutte	Hagebutte	Hewamm (w)	hewamm	hewamm	Hebamme	Kadoffl (w)	kadoffl	kadoffel	Kartoffel	Wiela(r) (m)	wielar, wiela	wieler, wieler	Wühler, Wühler	Pfloum (ä)	pfloum	pflaum	Pflaume	Stecknodl (w)	stecknodl	schteknodl	Stecknadel	Gaas (w)	gaas	gas	Geiß	Muck (w)	muck	muk	Mücke
2328	III_18_0033	8.81557	49.32167	DWA	Emetze	emetze	emetse	Ameise	Leiche	leiche	leiche	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fleddermaus	fleddermaus	fledermaus	Fledermaus	Gurke (=klein), Gugummer (groß)	gurke, gugummer	gurke, gugummer	Gurke, Gugummer	Hagebutze  	hagebutze  	hagebutze	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Kluffe	kluffe	glufe	Glufe	Geiß	geiß	geis	Geiß	Muck	muck	muk	Mücke
2329	III_18_0034	8.81557	49.32167	DWA	Emenze	emenze	ementse	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Gugummer	gugummer	gugummer	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wühler	wühler	wühler	Wühler	Wasserpflaume	wasserpflaume	wasserpflaume	Wasserpflaume	Kluffe	kluffe	glufe	Glufe	Geiß	geiß	geis	Geiß	Mucke	mucke	muke	Mücke
2330	III_18_0035	8.82176	49.29778	DWA	Ehlmese (w)	ehlmese	elmese	Ameise	Leicht (e, w)	leicht	leicht	Li(e)cht	Deigsel (w)	deigsel	deigsl	Deichsel	Atzel (w) {w steht doppelt}	atzel	atsel	Atzel	Fleddermaus (w)	fleddermaus	fledermaus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Harebutte (die)	harebutte	hachebutte	Hagebutte	Hewamm (w)	hewamm	hewamm	Hebamme	Kartoffel (w)	kartoffel	kadoffel	Kartoffel	Wiehler (m)	wiehler	wieler	Wühler	Pflaume (w)	pflaume	pflaume	Pflaume	Kluf (w)	kluf	gluf	Glufe	Gais	gais	geis	Geiß	Muck (w)	muck	muk	Mücke
2331	III_18_0036	8.70178	49.29504	DWA	Elmes	elmes	elmese	Ameise	Leich	leich	leich	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurke, Gummere	gurke, gummere	gurke, gummere	Gurke, Gummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Amm   	amm	amm	Amme	Kartoffl, Grumbier	grumbier, kartoffl	grumbire, kadoffel	Grundbirne, Kartoffel	Maulwoof	maulwoof	maulworf	Maulwurf	Pflaum {(x) über dem a, vermutlich etwas durchgestrichenes}	pflaum	pflaum	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gaaß  	gaaß  	gas	Geiß	Muck	muck	muk	Mücke
2332	III_18_0037	8.86825	49.3202	DWA	Elmeser	elmeser	elmese	Ameise	Leicht	leicht	leicht	Li(e)cht	Dischl	dischl	dischl	Deichsel	Atzel	atzel	atsel	Atzel	Fleddermaus	fleddermaus	fledermaus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Haräbutze	haräbutze	hachebutze	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wihler  	wihler  	wiler	Wühler	Pfloume	pfloume	pflaume	Pflaume	Stecknadel	stecknadel	schteknadel	Stecknadel	Gaiß	gaiß	geis	Geiß	Mucke	mucke	muke	Mücke
2333	III_18_0038	8.86825	49.3202	DWA	Elmeese	elmeese	elmese	Ameise	Leicht	leicht	leicht	Li(e)cht	Daichsel	daichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fleddermaus	fleddermaus	fledermaus	Fledermaus	Gegummer	gegummer	gegummer	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wihler	wihler	wiler	Wühler	Pfloume	pfloume	pflaume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gaiß	gaiß	geis	Geiß	Mucke	mucke	muke	Mücke
2334	III_18_0039	8.86825	49.3202	DWA	Elmese	elmese	elmese	Ameise	Laicht	laicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzl	atzl	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugummer	gugummer	gugummer	Gugummer	Harebutzer	harebutzer	hachebutzer	Hagebutte	Hewom  	hewom  	hewamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknadel	stecknadel	schteknadel	Stecknadel	Gaiß	gaiß	geis	Geiß	Mucke	mucke	muke	Mücke
2335	III_18_0040	8.86825	49.3202	DWA	Elmesä	elmesä	elmese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel 	deichsel 	deigsl	Deichsel	Atsel	atsel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugume	gugume	gugummer	Gugummer	Harbutzer	harbutzer	hachbutze	Hagebutte	Hewom	hewom	hewamm	Hebamme	Kartoffl	kartoffl	kadoffel	Kartoffel	Wihler {steht bei 100}	wihler	wiler	Wühler	Pflaume 	pflaume 	pflaume	Pflaume	Stecknodel 	stecknodel 	schteknodel	Stecknadel	Gaiß	gaiß	geis	Geiß	Mugä	mugä	muke	Mücke
2336	III_18_0041	8.86825	49.3202	DWA	Elmeser	elmeser	elmese	Ameise	Leiche	leiche	leiche	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurke	gurke	gurke	Gurke	Haräbutzä	haräbutzä	hachebutze	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wühler	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknadel	stecknadel	schteknadel	Stecknadel	Gaiß	gaiß	geis	Geiß	Mucke	mucke	muke	Mücke
2337	III_18_0042	8.88423	49.31637	DWA	Elemese	elemese	elemese	Ameise	begrawä	begrawä	begrawe	Begrabe	Deichsl	deichsl	deigsl	Deichsel	Atzl	atzl	atsel	Atzel	Fledamaus	fledamaus	fledermaus	Fledermaus	Gurgé	gurgé	gurke	Gurke	Harebuddä	harebuddä	hachebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kadoffl  	kadoffl  	kadoffel	Kartoffel	Wiela  	wiela  	wieler	Wühler	Pfloume	pfloume	pflaume	Pflaume	Schdegnodl	schdegnodl	schteknodel	Stecknadel	Gais	gais	geis	Geiß	Mugge	mugge	muke	Mücke
2338	III_18_0043	8.87705	49.2938	DWA	Elmese(r) (w)	elmese, elmeser	elmese, elmese	Ameise, Ameise	Leicht (w)	leicht	leicht	Li(e)cht	Deigs(e)l (w)	deigsl, deigsel	deigsl, deigsl	Deichsel, Deichsel	Elschder (w)	elschder	elschter	Elster	Fledde(r)maus (w)	fleddermaus, fleddemaus	fledermaus, fledermaus	Fledermaus, Fledermaus	Gugume(r) (w)	gugumer, gugume	gugummer, gugummer	Gugummer, Gugummer	Hage(r)budde(r) (w)	hagerbudder, hagebudde	hagebutte, hagebutte	Hagebutte, Hagebutte	Hebamm (w)	hebamm	hebamm	Hebamme	Kardoffl (w)	kardoffl	kadoffel	Kartoffel	Wihler (m)	wihler	wiler	Wühler	Pflaume(r)	pflaumer, pflaume	pflaume, pflaume	Pflaume, Pflaume	Klufern (w)	klufern	glufern	Glufe	Geiß (w)	geiß	geis	Geiß	Mugge(r) (w)	mugger, mugge	muker, muke	Mücke, Mücke
2339	III_18_0044	8.87705	49.2938	DWA	Elmese (w)	elmese	elmese	Ameise	Leicht (w)	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugumer (w)	gugumer	gugummer	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Maulwurf	maulwurf	maulwurf	Maulwurf	Pflaume	pflaume	pflaume	Pflaume	Klufern (w)	klufern	glufern	Glufe	Geiß (w)	geiß	geis	Geiß	Mugger (w)	mugger	muker	Mücke
2340	III_18_0045	8.8417	49.27088	DWA	Ameise	ameise	ameise	Ameise	Leicht (w)	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel (w)	atzel	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Gugummer (w)	gugummer	gugummer	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Krumbirne  	krumbirne  	grumbirne	Grundbirne	Wühler (m)	wühler	wühler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Kluve (w)	kluve	glufe	Glufe	Geiß (w)	geiß	geis	Geiß	Mucke (w)	mucke	muke	Mücke
2341	III_18_0046	8.87357	49.25387	DWA	Elemese	elemese	elemese	Ameise	Leicht	leicht	leicht	Li(e)cht	na	na	na	na	Azzel	azzel	atsel	Atzel	na	na	na	na	Gugummer	gugummer	gugummer	Gugummer	heifle	heifle	hiefle	Hiefele	Hebamm	hebamm	hebamm	Hebamme	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	Mucke	mucke	muke	Mücke
2342	III_18_0047	8.87357	49.25387	DWA	Elemeese (w)	elemeese	elemese	Ameise	Laich (e, w)	laich	leich	Li(e)cht	na	na	na	na	Atzel (w)	atzel	atsel	Atzel	na	na	na	na	Gegummer (w)	gegummer	gegummer	Gugummer	na	na	na	na	na	na	na	na	Krummbiere, Erd[ä]pfel	erdäpfel, krummbiere	erdäpfel, grumbire	Erdäpfel, Grundbirne	Wieler (m) (= Wühler)	wieler	wieler	Wühler	na	na	na	na	Klufe (w), Klufte	klufte, klufe	glufte, glufe	Glufe, Glufe	Geiß (w), Heddel	heddel, geiß	heddel, geis	Haddel, Geiß	Muck (w)	muck	muk	Mücke
2343	III_18_0048	8.87357	49.25387	DWA	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	Wieler	wieler	wieler	Wühler	na	na	na	na	Kluuf[d]e	kluufde	glufte	Glufe	Gais, Heddel	heddel, gais	heddel, geis	Haddel, Geiß	na	na	na	na
2344	III_18_0049	8.9198	49.29982	DWA	Elemese	elemese	elemese	Ameise	Leicht	leicht	leicht	Li(e)cht	na	na	na	na	Atzel	atzel	atsel	Atzel	na	na	na	na	Gugummer	gugummer	gugummer	Gugummer	na	na	na	na	na	na	na	na	Grumbirn	grumbirn	grumbirne	Grundbirne	Wühler	wühler	wühler	Wühler	na	na	na	na	Gluve	gluve	glufe	Glufe	na	na	na	na	Mücken	mücken	müken	Mücke
2345	III_18_0050	8.9198	49.29982	DWA	Eilemese	eilemese	eilemese	Ameise	Leicht (e)	leicht	leicht	Li(e)cht	Deigsl	deigsl	deigsl	Deichsel	Atzl	atzl	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Gugumme	gugumme	gugummer	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Grummbiern	grummbiern	grumbirne	Grundbirne	Wiehler, Wühler	wühler, wiehler	wühler, wieler	Wühler, Wühler	Pflaume	pflaume	pflaume	Pflaume	Stecknadel	stecknadel	schteknadel	Stecknadel	Geiß	geiß	geis	Geiß	Mugge	mugge	muke	Mücke
2346	III_18_0051	8.96103	49.29275	DWA	Elemese {in Anführungszeichen}	elemese	elemese	Ameise	Leich(t) 	leicht, leich	leich, leich	Li(e)cht, Li(e)cht	na	na	na	na	Hetze	hetze	hetse	Hetze	na	na	na	na	Gugummer {in Anführungszeichen}	gugummer	gugummer	Gugummer	na	na	na	na	na	na	na	na	na	na	na	na	Wühler {in Anführungsstrichen}	wühler	wühler	Wühler	na	na	na	na	na	na	na	na	Geiß	geiß	geis	Geiß	Mucke {in Anführunmgszeichen}	mucke	muke	Mücke
2347	III_18_0052	8.95454	49.2632	DWA	Omaise	omaise	ameise	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Elschter	elschter	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gugumer	gugumer	gugummer	Gugummer	Hagebutze	hagebutze	hagebutze	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Wiehler	wiehler	wieler	Wühler	Pflaume	pflaume	pflaume	Pflaume	Klufe {steht bei 165}	klufe	glufe	Glufe	Geis	geis	geis	Geiß	Mucke	mucke	muke	Mücke
2348	III_18_0053	8.9996	49.30946	DWA	Ellemeze (w)	ellemeze	elemetse	Ameise	Beerdiching (w), Laicht (w)	beerdiching, laicht	beerdichung, leicht	Beerdigung, Li(e)cht	Deichsl (w)	deichsl	deigsl	Deichsel	Elschter (w)	elschter	elschter	Elster	Fleddermaus (w)	fleddermaus	fledermaus	Fledermaus	Gurge (w)	gurge	gurke	Gurke	Haarebutze (w)	haarebutze	hachebutze	Hagebutte	Hebamm (w)	hebamm	hebamm	Hebamme	Kardoffel (w)	kardoffel	kadoffel	Kartoffel	Mauewihler (m)	mauewihler	mauewiler	Mauerwühler	Pfloume (w)	pfloume	pflaume	Pflaume	Stecknoodel (w)	stecknoodel	schteknodel	Stecknadel	Geiß (w)	geiß	geis	Geiß	Mugge (w)	mugge	muke	Mücke
2349	III_18_0054	8.98363	49.25911	DWA	Umense	umense	umentse	Ameise	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	Wühler	wühler	wühler	Wühler	na	na	na	na	na	na	na	na	Geihs	geiß	geis	Geiß	Mucke	mucke	muke	Mücke
2350	III_18_0057	9.02233	49.30537	DWA	Emense	emense	ementse	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Hetze	hetze	hetse	Hetze	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurke	gurke	gurke	Gurke	Hagebutze	hagebutze	hagebutze	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Maurewühler	maurewühler	maurewüler	Mauerwühler	Pflaume	pflaume	pflaume	Pflaume	Stecknadel	stecknadel	schteknadel	Stecknadel	Geiss	geiss	geis	Geiß	Mucke	mucke	muke	Mücke
2351	III_18_0058	9.03453	49.29152	DWA	Ameise (w)	ameise	ameise	Ameise	Leiche (w) 	leiche 	leiche	Li(e)cht	Deichsel (w)	deichsel	deigsl	Deichsel	Elster (w), Atzel (w)	atzel, elster	atsel, elschter	Atzel, Elster	Fledermaus (w), Speckmaus (w)	speckmaus, fledermaus	schpekmaus, fledermaus	Speckmaus, Fledermaus	Gurke (w), Gugummer (w)	gurke, gugummer	gurke, gugummer	Gurke, Gugummer	Hagebutte (w)	hagebutte	hagebutte	Hagebutte	Amme (w)	amme	amme	Amme	Kartoffel (w), Erdbire (w)	erdbire, kartoffel	erdbire, kadoffel	Erdbirne, Kartoffel	Maulwurf (m), Maure-wühler (m)	maurewühler, maulwurf	maurewüler, maulwurf	Mauerwühler, Maulwurf	Pflaume (w)	pflaume	pflaume	Pflaume	Stecknadel (w), Klufe (w) (?)	klufe, stecknadel	glufe, schteknadel	Glufe, Stecknadel	Geihs (w)	geiß	geis	Geiß	Mücke (w)	mücke	müke	Mücke
2352	III_18_0059	9.00947	49.27049	DWA	Umese	umese	umese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsl	deichsl	deigsl	Deichsel	Elster	elster	elschter	Elster	Fleddermaus	fleddermaus	fledermaus	Fledermaus	Gurke	gurke	gurke	Gurke	Hagebudde	hagebudde	hagebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kartoffl	kartoffl	kadoffel	Kartoffel	Maurwühler	maurwühler	mauerwüler	Mauerwühler	Pflaume	pflaume	pflaume	Pflaume	Kluve  	kluve  	glufe	Glufe	Geiß	geiß	geis	Geiß	Mucke	mucke	muke	Mücke
2353	III_18_0060	9.04013	49.25574	DWA	Ameise (w)	ameise	ameise	Ameise	Leicht (d', w)	leicht	leicht	Li(e)cht	Deichsel (w)	deichsel	deigsl	Deichsel	Elster (w)	elster	elschter	Elster	Fledermaus (w)	fledermaus	fledermaus	Fledermaus	Gurke (w)	gurke	gurke	Gurke	Juckpulver (s)	juckpulver	jukpulver	Juckpulver	Bobbilesbaas	bobbilesbaas	bobbelesbas	Bobbelesbase	Krumbire (w)	krumbire	grumbire	Grundbirne	Maurewühler (w)	maurewühler	maurewüler	Mauerwühler	Pflaume (w)	pflaume	pflaume	Pflaume	Stecknadel (w)	stecknadel	schteknadel	Stecknadel	Geiß (w)	geiß	geis	Geiß	Mucke (w)	mucke	muke	Mücke
2354	III_18_0061	9.08942	49.27263	DWA	Elemese	elemese	elemese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Elster	elster	elschter	Elster	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurke	gurke	gurke	Gurke	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Maurewühler	maurewühler	maurewüler	Mauerwühler	Pflaume	pflaume	pflaume	Pflaume	Stecknadel	stecknadel	schteknadel	Stecknadel	Gaiß	gaiß	geis	Geiß	Mugge	mugge	muke	Mücke
