	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
54	Co y 3	III_14_0022	Sulz (Soultz-Haut-Rhin), Sulz	7.22862, 47.88613	agerschta	a g e r sch t a	agersta	a g e r s t a	2
55	Co N2	III_15_0020	Reinigen, Reiningen	7.2319, 47.74911	agerschte	a g e r sch t e	agerschta	a g e r sch t a	1
56	Co r 7/2	III_13_0106	Orschweier (Orschwihr), Orschweier	7.23248, 47.9323	agerscht	a g e r sch t	agerst	a g e r s t	2
57	Co U 5	III_16_0027	Aspach, Aspach	7.23354, 47.6401	agerschta	a g e r sch t a	agersta	a g e r s t a	2
58	Co r 7/1	III_13_0105	Bergholzzell, Orschweier (Bergholtzzell, Orschwihr), Bergholzzell	7.23501, 47.9292	āgerscht	ā g e r sch t	agerscht	a g e r sch t	1
59	Co U 7/1, Co U 7/2	III_16_0029	Altkirch, Altkirch	7.24009, 47.62592	agerschta	a g e r sch t a	agerschte	a g e r sch t e	1
60	Co F3/2, Co F3/1	III_14_0102	Wittelsheim, Wittelsheim	7.24063, 47.81047	agerschde	a g e r sch d e	ageschte	a g e sch t e	2
61	Co Ub 1	III_17_0063	Dürlinsdorf (Durlinsdorf), Dürlinsdorf	7.24121, 47.48531	agerschde	a g e r sch d e	ägerschde	ä g e r sch d e	1
62	Co y 11	III_14_0029	Isenheim (Issenheim), Isenheim	7.25365, 47.90288	āgerscht	ā g e r sch t	aagerscht	aa g e r sch t	2
63	Co U 13	III_16_0034	Hisingen (Hirsingue), Hirsingen	7.25483, 47.58601	āagersta	ā a g e r s t a	agersta	a g e r s t a	1
64	Co F4	III_14_0103	Staffelfelden, Staffelfelden	7.25504, 47.82648	ågerst	å g e r s t	âgast	â g a s t	3
65	Co Ub 2	III_17_0011	Mörnach (Mœrnach), Mörnach	7.25681, 47.50213	agerschta	a g e r sch t a	egerste	e g e r s t e	4
66	Co y 8	III_14_0023	Bollweiler (Bollwiller), Bollweiler	7.25961, 47.86006	agerst	a g e r s t	agerscht	a g e r sch t	2
67	Co U 4	III_16_0026	Walheim, Walheim	7.26432, 47.63975	ageschda	a g e sch d a	ågeschde	å g e sch d e	2
68	Co N8/1, Co N8/2	III_15_0015	Illfurt (Illfurth), Illfurt	7.26494, 47.67073	agerschta	a g e r sch t a	agarsta	a g a r s t a	3
69	Co N3	III_15_0016	Niedermorschweiler (Morschwiller-Le-Bas), Niedermorschweiler	7.26699, 47.73596	hageschde	h a g e sch d e	agi̊rschta	a g i ̊ r sch t a	6
70	Co N10	III_15_0026, III_15_0025	Frönigen, Fröningen	7.26801, 47.69023	āgerschteͣ	ā g e r sch t e ͣ	agerschte	a g e r sch t e	2
71	Co y 15	III_14_0026, III_14_0025	Feldkirch, Feldkirch	7.27197, 47.86504	agerscht	a g e r sch t	agerschta	a g e r sch t a	1
72	Co Ua 2	III_16_0036	Bettendorf, Bettendorf	7.27676, 47.58379	agerste	a g e r s t e	agerschda	a g e r sch d a	4
73	Co U 8	III_16_0030	Wittersdorf, Wittersdorf	7.27817, 47.62015	agarschda	a g a r sch d a	agerschta	a g e r sch t a	2
74	Co N5	III_15_0018	Hochstatt, Hochstatt	7.28072, 47.70069	agäschtä	a g ä sch t ä	agerschte	a g e r sch t e	3
75	Co Ub 4	III_17_0064	Bendorf, Bendorf	7.2816, 47.48759	agersta	a g e r s t a	agerscht	a g e r sch t	3
76	Stra O 5	III_11_0082	Leberau (Lièpvre), Leberau	7.28169, 48.2709	agerschta	a g e r sch t a	agerste	a g e r s t e	3
77	Co y 10	III_14_0030	Rädersheim (Raedersheim), Rädersheim	7.28212, 47.88747	agersta	a g e r s t a	agerste	a g e r s t e	1
78	Co k 13	III_13_0017	Vöklinshofen (Voegtlinshoffen), Vöklinshofen	7.28224, 48.01954	āgerscht	ā g e r sch t	agerscht	a g e r sch t	1
79	Co U 2	III_16_0023, III_16_0024	Lümschweiler (Luemschwiller) und Tagolsheim, Tagolsheim, Lümschweiler	7.28747, 47.65547	āgerschda	ā g e r sch d a	ageste	a g e s t e	6
80	Co r 10/2, Co r 10/1	III_13_0111	Pfaffenheim, Pfaffenheim	7.2903, 47.98827	agrscht	a g r sch t	agescht	a g e sch t	1
81	Co y 12	III_14_0032	Merxheim, Merxheim	7.29205, 47.91022	agerscht	a g e r sch t	age̊rscht	a g e ̊ r sch t	1
82	Co r 5	III_13_0112	Gundolsheim, Gundolsheim	7.2942, 47.92837	ågerscht	å g e r sch t	ägerscht	ä g e r sch t	1
83	Co N6	III_15_0019	Zillisheim, Zillisheim	7.29485, 47.69387	āgerschda	ā g e r sch d a	agersta	a g e r s t a	4
84	Co r 1	III_13_0113	Rufach (Rouffach), Rufach	7.29696, 47.95968	agerschde	a g e r sch d e	agerste	a g e r s t e	3
85	Co k 12	III_13_0022	Obermorschweier, Obermorschweier	7.30037, 48.01773	agerscht	a g e r sch t	agerst	a g e r s t	2
86	Co Ua 4	III_17_0007	Grenzingen, Grenzingen	7.30068, 47.56354	agerschta	a g e r sch t a	agerst	a g e r s t	3
87	Co Ub 5	III_17_0066	Lüxdorf (Ligsdorf), Lüxdorf	7.3091, 47.47235	agerschta	a g e r sch t a	ageschta	a g e sch t a	1
88	Co N7	III_15_0024	Flachslanden (Flaxlanden), Flachslanden	7.30924, 47.69692	agersta	a g e r s t a	agerschda	a g e r sch d a	3
89	Co Ua 9	III_17_0029	Waldighofen, Waldighofen	7.31605, 47.55061	agasta	a g a s t a	ageschte	a g e sch t e	4
90	Co N16	III_15_0023	Brunnstatt (Brunstatt), Brunstatt	7.31747, 47.72106	agerschda	a g e r sch d a	ageschta	a g e sch t a	2
91	Co Ua 3	III_16_0035	Weiler (Kreis Altkirch), Weiler	7.31925, 47.5857	agerste	a g e r s t e	agerschta	a g e r sch t a	3
92	Co k 10	III_13_0026	Herlisheim (Herrlisheim), Herlisheim	7.32932, 48.01677	ägerschd	ä g e r sch d	agerscht	a g e r sch t	2
93	Co Ua 8	III_17_0008	Roppenzweiler (Roppenzwiller), Roppenzweiler	7.33206, 47.54091	āgerschta	ā g e r sch t a	agerschta	a g e r sch t a	1
94	Co Vd 1	III_17_0067	Sondersdorf, Sondersdorf	7.33509, 47.48234	ägerschte	ä g e r sch t e	aegerschte	a e g e r sch t e	2
95	Co G3	III_14_0123	Kingersheim, Kingersheim	7.33579, 47.79025	āgerschde	ā g e r sch d e	àgerschte	à g e r sch t e	2
96	Co Va 10	III_17_0009	Dürmenach (Durmenach), Dürmenach	7.3374, 47.5271	ààgerschde	àà g e r sch d e	àgerschde	à g e r sch d e	1
97	Co Va 13	III_17_0033	Steinsulz (Steinsoultz), Steinsulz	7.34276, 47.55541	ageste	a g e s t e	ōgerste	ō g e r s t e	2
98	Co Va 9	III_17_0020	Buchsweiler (Bouxwiller), Buchsweiler	7.34362, 47.50479	agerschde	a g e r sch d e	agerschta	a g e r sch t a	2
99	Co F7/1, Co F7/2	III_14_0107, III_14_0121, III_14_0119, III_14_0115, III_14_0111, III_14_0112, III_14_0116, III_14_0113, III_14_0118, III_14_0120, III_14_0117, III_14_0114, III_14_0109, III_14_0110	Mülhausen, Mülhausen	7.34375, 47.7517	agerste	a g e r s t e	agerschda	a g e r sch d a	4
100	Co V 1	III_16_0048	Obersteinbrunn (Steinbrunn-le-Haut), Obersteinbrunn	7.3467, 47.65852	ågersta	å g e r s t a	agestä	a g e s t ä	3
101	Co G4, Co G7	III_14_0122	Napoleonsinsel (Ile Napoléon), Illzach, Illzach, Illzach	7.34839, 47.78217	agerste	a g e r s t e	agerscht	a g e r sch t	3
102	Co V 6	III_16_0041	Wahlbach, Wahlbach	7.34876, 47.63135	ǟgerschde	ǟ g e r sch d e	ägerste	ä g e r s t e	4
103	Co z 6	III_14_0036	Regisheim (Réguisheim), Regisheim	7.35308, 47.89742	agerscht	a g e r sch t	agerst	a g e r s t	2
104	Co V 10	III_16_0043	Franken, Franken	7.35483, 47.59947	akrschta	a k r sch t a	ahgerschda	a h g e r sch d a	4
105	Co Va 11	III_17_0015	Werenzhausen (Werentzhouse), Werenzweiler	7.3579, 47.51688	agrschta	a g r sch t a	agerschta	a g e r sch t a	1
106	Co Vd 9	III_17_0077	Kiffis, Kiffis	7.35848, 47.4405	dernagerster	d e r n a g e r s t e r	agersta	a g e r s t a	6
107	Co G1	III_14_0125	Rülisheim, Rülisheim	7.35868, 47.82216	āgerschda	ā g e r sch d a	aagerschda	aa g e r sch d a	2
108	Co z 5	III_13_0115	Meienheim (Meyenheim), Meienheim	7.35924, 47.91132	ägerst	ä g e r s t	agerscht	a g e r sch t	3
109	Co G8/1, Co G8/2	III_14_0129	Modenheim, Modenheim	7.35997, 47.76894	agerschta	a g e r sch t a	egerste	e g e r s t e	4
110	Co O8	III_15_0035	Niedersteinbrunn (Steinbrunn-Le-Bas), Niedersteinbrunn	7.36609, 47.67219	agrschta	a g r sch t a	agersta	a g e r s t a	3
111	Co Vd 5	III_17_0076, III_17_0075	Rädersdorf (Raedersdorf), Rädersdorf, Rädersdorf	7.3665, 47.47487	agerschte	a g e r sch t e	ägerste	ä g e r s t e	3
112	Co V 18	III_16_0042	Zässingen (Zaessingue), Zässingen	7.3676, 47.62375	agerste	a g e r s t e	agerschta	a g e r sch t a	3
113	Co O9	III_15_0033	Mülhausen-Riedisheim, Mülhausen-Riedisheim	7.36836, 47.74966	ahgrschta	a h g r sch t a	agrscht	a g r sch t	2
114	Co V 11	III_16_0044	Jettingen, Jettingen	7.36877, 47.59592	agarsta	a g a r s t a	agersta	a g e r s t a	1
115	Co G5	III_14_0126	Sausheim, Sausheim	7.3698, 47.78852	ahgerschta	a h g e r sch t a	agerschte	a g e r sch t e	2
116	Co s 4	III_13_0117	Niederenzen, Niederenzen	7.38146, 47.94864	āgarschd	ā g a r sch d	ågerscht	å g e r sch t	3
117	Co G9	III_14_0128	Battenheim, Battenheim	7.38278, 47.81739	ageschda	a g e sch d a	āgeschda	ā g e sch d a	1
118	Co Va 12	III_17_0032	Fislis, Fislis	7.38288, 47.50419	agerschta	a g e r sch t a	agerschte	a g e r sch t e	1
119	Co l 3	III_13_0035	Heiligkreuz (Sainte-Croix-en-Plaine), Heiligkreuz	7.3831, 48.00666	agerscht	a g e r sch t	agrst	a g r s t	3
120	Co Va 14	III_16_0045	Berenzweiler (Berentzwiller), Berenzweiler	7.3832, 47.5856	ägärschdä	ä g ä r sch d ä	ägarschdä	ä g a r sch d ä	1
121	Co s 2	III_13_0119, III_13_0118	Bilzheim (Biltzheim), Bilzheim	7.38657, 47.95675	agerscht	a g e r sch t	agerst	a g e r s t	2
122	Co O3	III_15_0039	Zimmersheim, Zimmersheim	7.38892, 47.72013	āgersta	ā g e r s t a	agrschda	a g r sch d a	5
123	Co Vd 2/2, Co Vd 2/1	III_17_0072	Oltingen (Oltingue), Oltingen	7.39411, 47.48862	agerschda	a g e r sch d a	agarschta	a g a r sch t a	2
124	Co O1/2, Co O1/1	III_15_0031, III_15_0032	Rixheim, Napoleoninsel Rixheim, Rixheim	7.39739, 47.74412	agerschde	a g e r sch d e	agrschda	a g r sch d a	2
125	Co s 5	III_13_0121	Niederhergheim, Niederhergheim	7.39795, 47.9862	aagerscht	aa g e r sch t	āgerst	ā g e r s t	4
126	Co O10	III_15_0040	Eschenzweiler (Eschentzwiller), Eschenzweiler	7.39812, 47.71239	ågerschda	å g e r sch d a	ägrsta	ä g r s t a	5
127	Co O5	III_15_0037	Dietenweiler (Dietwiller), Dietweiler	7.40296, 47.69288	ägerschda	ä g e r sch d a	ägrschda	ä g r sch d a	1
128	V	III_17_0025	Knöringen  (Knœringue) (im Elsass), Knöringen	7.4042, 47.5624	agerschte	a g e r sch t e	agerschda	a g e r sch d a	2
129	Co O6	III_15_0038	Schlierbach, Schlierbach	7.4066, 47.68284	agersta	a g e r s t a	egerste	e g e r s t e	2
130	Co l 7	III_13_0034	Logelnheim (Logelheim), Logelnheim	7.40918, 48.0211	ahgerscht	a h g e r sch t	aagerscht	aa g e r sch t	1
131	Co V 7	III_16_0052	Niedermagstatt (Magstatt-le-Bas), Niedermagstatt	7.41155, 47.6393	āgrschda	ā g r sch d a	agerschde	a g e r sch d e	3
132	Co O2	III_15_0041	Habsheim, Habsheim	7.41666, 47.72864	āgerschta	ā g e r sch t a	agrschta	a g r sch t a	2
133	Co V 12	III_16_0046	Helfrantskirch (Helfrantzkirch), Helfrantskirch	7.41694, 47.6072	agersta	a g e r s t a	agester	a g e s t e r	3
134	Co V 2	III_15_0030	Geispitzen, Geispitzen	7.42236, 47.66739	ägerschde	ä g e r sch d e	agersta	a g e r s t a	5
135	Co V 3	III_16_0037	Waltenheim, Waltenheim	7.42684, 47.65714	ägerschdä	ä g e r sch d ä	agersta	a g e r s t a	5
136	Co V 14	III_16_0054	Kappeln (Kappelen), Kappeln	7.44156, 47.61975	ageschta	a g e sch t a	agerschta	a g e r sch t a	1
137	Co V 4	III_16_0049	Uffheim, Uffheim	7.44285, 47.65062	ageschda	a g e sch d a	agaschda	a g a sch d a	1
138	Co Va 2	III_17_0021	Obermichelbach (Michelbach-le-Haut), Obermichelbach	7.44645, 47.56623	āgerschta	ā g e r sch t a	ārgeste	ā r g e s t e	5
139	Co Va 15	III_16_0038	Niederranspach (Ranspach-le-Bas), Niederranspach	7.44726, 47.58851	agersta	a g e r s t a	agerste	a g e r s t e	1
140	Co Va 4/2, Co Va 4/1	III_17_0019	Volkensberg (Folgensbourg), Volkensberg	7.4473, 47.55147	agerschda	a g e r sch d a	agerste	a g e r s t e	4
141	Co z 2	III_14_0038	Münchhausen (Munchhausen), Münchhausen	7.45274, 47.86847	agerschta	a g e r sch t a	ägerschde	ä g e r sch d e	3
142	Co V 5	III_16_0055	Sierenz (Sierentz), Sierenz	7.45597, 47.6532	agersta	a g e r s t a	agerste	a g e r s t e	1
143	Co Va 3	III_17_0018	Attenschweiler (Attenschwiller), Attenschweiler/Attenweiler	7.46216, 47.56912	āgerschda	ā g e r sch d a	agrschda	a g r sch d a	2
144	Co s 7/1	III_13_0122	Rüstenhart (Rustenhart), Rüstenhart	7.46359, 47.94159	āgerschd	ā g e r sch d	ågerscht	å g e r sch t	2
145	Co V 13/2, Co V 13/1	III_16_0047	Niedermichelbach (Michelbach-le-Bas), Niedermichelbach	7.46442, 47.59288	agerschde	a g e r sch d e	agerschte	a g e r sch t e	1
146	Co z 3	III_14_0039	Roggenhausen, Roggenhausen	7.46704, 47.8888	aagerscht	aa g e r sch t	aagest	aa g e s t	3
147	Co V 9	III_16_0056	Bartenheim, Bartenheim	7.47707, 47.63392	å̄gerschde	å ̄ g e r sch d e	agaschda	a g a sch d a	5
148	Co l 5	III_13_0028	Widensolen, Widensolen	7.47996, 48.06278	agerschd	a g e r sch d	agerscht	a g e r sch t	1
149	Co Va 5	III_17_0034	Wenzweiler (Wentzwiller), Wenzweiler	7.48036, 47.55042	āgersta	ā g e r s t a	agarsta	a g a r s t a	2
150	Co Vd 4	III_17_0073	Leimen (Leymen), Leimen	7.48218, 47.4954	agarschta	a g a r sch t a	agersta	a g e r s t a	3
151	Co l 12	III_12_0098	Urschenheim, Urschenheim	7.48632, 48.08696	agerschd	a g e r sch d	ägerst	ä g e r s t	4
152	Co s 1	III_13_0123	Dessenheim, Dessenheim	7.48828, 47.97561	aagerst	aa g e r s t	agerst	a g e r s t	1
153	Co W 15/1, Co W 15, 14, Co W 15/2	III_16_0039, III_16_0062, III_16_0040	Boltzheim (Blotzheim), Blotzheim	7.49611, 47.60128	agersta	a g e r s t a	agerschta	a g e r sch t a	2
154	Co m 11	III_13_0047	Wolfganzen, Wolfganzen	7.5016, 48.02747	agärscht	a g ä r sch t	agerst	a g e r s t	3
155	Co P10/3, Co P10/2, Co P10/1	III_16_0059, III_16_0060, III_15_0042	Kembs-Neuweg, Kembs  , Kembs, Kembs-Neuweg	7.50399, 47.6877	agarsta	a g a r s t a	agersta	a g e r s t a	1
156	Co H15	III_14_0130	Homburg Kreis Mülhausen (Hombourg), Homburg	7.50503, 47.75908	ägerste	ä g e r s t e	agasta	a g a s t a	4
157	Co H16	III_14_0131	Ottmarsheim, Ottmarsheim	7.50646, 47.78661	aggarstā	a gg a r s t ā	egrschde	e g r sch d e	7
158	Stra X 11	III_12_0027	Ohnenheim, Ohnenheim	7.50726, 48.18379	agerscht	a g e r sch t	agerst	a g e r s t	2
159	Co Wa 2	III_17_0027	Buschweiler (Buschwiller), Buschweiler	7.50989, 47.55993	agerste	a g e r s t e	agasta	a g a s t a	3
160	Co H17	III_14_0133	Banzenheim (Bantzenheim), Banzenheim	7.51396, 47.82468	agrschde	a g r sch d e	egester	e g e s t e r	6
161	Co Wa 5	III_17_0028	Neuweiler (Neuwiller), Neuweiler	7.51526, 47.52439	ägerschte	ä g e r sch t e	ägerschtä	ä g e r sch t ä	1
162	Co A3	III_14_0040	Rumersheim (Rumersheim-le-Haute), Rumersheim	7.51712, 47.85248	ägerschta	ä g e r sch t a	aageerschdă	aa g e e r sch d ă	5
163	Stra X 1	III_12_0018	Mussig, Mussig	7.52018, 48.23003	āgerst	ā g e r s t	agerst	a g e r s t	1
164	Co P1	III_15_0043	Kleinlandau (Petit-Landau), Kleinlandau	7.52082, 47.73028	agersta	a g e r s t a	agerschta	a g e r sch t a	2
165	Co W 14	III_16_0057	Neuweg-Bartenheim, Bartenheim-Neuweg	7.52868, 47.62399	agerschta	a g e r sch t a	agersta	a g e r s t a	2
166	Co A2	III_14_0185	Blodelsheim, Blodelsheim	7.53396, 47.88426	agester	a g e s t e r	ägerst	ä g e r s t	4
167	Co W 13	III_16_0058	Rosenau, Rosenau	7.53493, 47.63685	aegerschte	a e g e r sch t e	ägerschte	ä g e r sch t e	2
168	Co W 1	III_16_0067	Istein , Istein	7.53541, 47.66186	aegerste	a e g e r s t e	ägersta	ä g e r s t a	3
169	Co t 1	III_13_0124	Heiteren, Heiteren	7.53776, 47.96942	agerscht	a g e r sch t	ägerscht	ä g e r sch t	1
170	Co H1	III_14_0132	Eichwald (Chalampé), Eichwald	7.53969, 47.81643	ǟgästä	ǟ g ä s t ä	agerschda	a g e r sch d a	7
171	Co P12	III_15_0051	Blansingen, Blansingen	7.54141, 47.69158	ägerschte	ä g e r sch t e	ägerste	ä g e r s t e	2
172	Co e 10	III_12_0110	Arzenheim (Artzenheim), Arzenheim	7.5426, 48.11609	agerscht	a g e r sch t	agerst	a g e r s t	2
173	Co P8	III_15_0045	Bamlach, Bamlach	7.54942, 47.71753	ägeschte	ä g e sch t e	ägeste	ä g e s t e	2
174	Co P18	III_15_0052	Huttingen, Huttingen	7.5497, 47.67294	ägeschde	ä g e sch d e	ägeschte	ä g e sch t e	1
175	Co m 8	III_13_0043	Volgelsheim, Vogelsheim	7.55292, 48.01693	agerst	a g e r s t	agast	a g a s t	2
176	Co e 9	III_12_0109	Balzenheim (Baltzenheim), Balzenheim	7.55624, 48.09319	āgerst	ā g e r s t	aagerschd	aa g e r sch d	5
177	Co m 12	III_13_0042	Algolsheim, Algolsheim	7.55708, 48.00563	āgrscht	ā g r sch t	agerscht	a g e r sch t	2
178	Co H2	III_14_0134	Neuenburg (am Rhein), Neuenburg	7.56012, 47.81393	ägeste	ä g e s t e	ägester	ä g e s t e r	1
