	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
243	TUTT J1	III_36_0043	Volkertshausen, Volkertshausen	8.863, 47.82187	fliēge	f l i ē g e	flieg	f l ie g	2
244	TUTT J6	III_36_0044	Beuren an der Aach, Beuren	8.87459, 47.79932	fliege	f l ie g e	flieg	f l ie g	1
245	TUTT B4	III_35_0044	Honstetten, Honstetten	8.88331, 47.8933	fliege	f l ie g e	flieg	f l ie g	1
246	TUTT X1	III_38_0024	Öhningen, Öhningen	8.89136, 47.66162	flǖge	f l ü ̄ g e	flüege	f l ü e g e	1
247	TUTT B5	III_35_0043	Eigeltingen, Eigeltingen	8.8974, 47.85806	fliege	f l ie g e	flieg	f l ie g	1
248	TUTT Q2	III_37_0020	Überlingen am Ried, Überlingen am Ried	8.89807, 47.73495	fliege	f l ie g e	flieg	f l ie g	1
249	TUTT B3	III_35_0045	Reute, Reute	8.90723, 47.8873	flieg	f l ie g	fliegä	f l ie g ä	1
250	TUTT u4	III_34_0047	Liptingen, Liptingen	8.90748, 47.93756	fleygoå	f l e y g o å	fleïgä	f l e ï g ä	3
251	TUTT B7	III_35_0038	Orsingen, Orsingen	8.92977, 47.83688	flīg	f l ī g	flieg	f l ie g	2
252	TUTT Q7	III_37_0025	Bankholzen, Bankholzen	8.92989, 47.7082	flüg	f l ü g	flüge	f l ü g e	1
253	TUTT f1	III_32_0032	Hartheim, Hartheim	8.93612, 48.15571	flūig	f l ū i g	fliege	f l ie g e	3
254	TUTT B9	III_35_0049	Homberg Münchhof, Münchhöf	8.95295, 47.88032	flieg	f l ie g	flig	f l i g	1
255	TUTT B8	III_35_0051	Nenzingen, Nenzingen	8.95914, 47.84256	fliag	f l i a g	fliege	f l ie g e	2
256	TUTT f2	III_32_0038	Heinstetten, Heinstetten	8.96312, 48.13491	fluiga	f l u i g a	fluig	f l u i g	1
257	TUTT J10	III_36_0048	Wahlwies, Wahlwies	8.96632, 47.81985	fliege	f l ie g e	fliĕg	f l i ĕ g	2
258	TUTT J9	III_36_0049	Stahringen, Stahringen	8.97547, 47.78849	fliege	f l ie g e	flieg	f l ie g	1
259	TUTT C4, TUTT B11	III_35_0050	Mahlspüren, Mahlspüren	8.97748, 47.87563	fliega	f l ie g a	fliege	f l ie g e	1
260	TUTT Q10	III_37_0026	Gaienhofen, Gaienhofen	8.9829, 47.68263	flügēͣ	f l ü g ē ͣ	flüge	f l ü g e	2
261	TUTT n1	III_33_0040	Buchheim, Buchheim	8.98672, 48.011	fleigä	f l ei g ä	fleige	f l ei g e	1
262	TUTT f3	III_32_0041	Schwenningen, Schwenningen	8.99619, 48.10638	fluig	f l u i g	fluigen	f l u i g e n	2
263	TUTT u2	III_34_0045	Unterschwandorf, Unterschwandorf	8.99628, 47.95028	pfleïga	p f l e ï g a	fleig	f l ei g	3
264	TUTT u3	III_34_0048	Gallmannsweil, Gallmannsweil	8.99683, 47.92357	fleig	f l ei g	fleige	f l ei g e	1
265	TUTT v2	III_34_0046	Worndorf, Worndorf	8.9985, 47.98553	fleig	f l ei g	fleige	f l ei g e	1
266	TUTT K8	III_36_0045	Möggingen, Möggingen	9.00337, 47.76589	fliag	f l i a g	flieg	f l ie g	1
267	TUTT R3	III_37_0030	Markelfingen, Markelfingen	9.00452, 47.74143	flieg	f l ie g	fliage	f l i a g e	2
268	TUTT C7	III_35_0039	Hindelwangen, Hindelwangen	9.00909, 47.86237	flieg	f l ie g	fliege	f l ie g e	1
269	TUTT v6	III_34_0050	Mainwangen, Mainwangen	9.0105, 47.92565	flejg	f l e j g	fleige	f l ei g e	2
