	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
405	Co w 1	III_14_0004	Oderen, Odern	6.97525, 47.91008	bǔttä	b ǔ tt ä	buttä	b u tt ä	1
406	Co x 6	III_14_0011	Moosch, Moosch	7.04865, 47.86081	butt	b u tt	butte	b u tt e	1
407	Hag M 11/2, Hag M 11/1	III_6_0003	Wolfskirchen, Wolfskirchen	7.07612, 48.87884	putte	p u tt e	pude	p u d e	2
408	Hag M 11/2, Hag M 11/1	III_6_0003	Wolfskirchen, Wolfskirchen	7.07612, 48.87884	putt	p u tt	pude	p u d e	2
409	Co i 9	III_13_0003, III_13_0004	Stossweier, Stossweier	7.10163, 48.05432	bōtt	b ō tt	bōda	b ō d a	2
410	Co i 1/1, Co i 1/2	III_13_0065	Münster (Munster), Münster	7.13185, 48.0418	butta	b u tt a	but	b u t	2
411	Co i 1/1, Co i 1/2	III_13_0065	Münster (Munster), Münster	7.13185, 48.0418	bud	b u d	but	b u t	1
412	Stra V 1, Stra U 1/2	III_12_0002	Markich (Sainte-Marie-Aux-Marines), Markirch	7.17972, 48.24483	butte	b u tt e	butt	b u tt	1
413	Co y 13, Co y 13, 14, Co y 5, Co y 14	III_14_0027	Gebweiler (Guebwiller), Gebweiler (Guebwiller) , Gebweiler	7.21078, 47.9095	butta	b u tt a	budda	b u dd a	2
414	Co y 13, Co y 13, 14, Co y 5, Co y 14	III_14_0027	Gebweiler (Guebwiller), Gebweiler (Guebwiller) , Gebweiler	7.21078, 47.9095	butt	b u tt	budda	b u dd a	3
415	Hag N 14	III_6_0030, III_6_0029	Ottweiler (Ottwiller), Ottweiler	7.23096, 48.86516	butt	b u tt	budde	b u dd e	3
416	Co r 8/2, Co r 8/1	III_13_0108	Sulzmatt (Soultzmatt), Sulzmatt	7.23437, 47.96595	budda	b u dd a	butte	b u tt e	3
417	Co r 8/2, Co r 8/1	III_13_0108	Sulzmatt (Soultzmatt), Sulzmatt	7.23437, 47.96595	butt	b u tt	butte	b u tt e	1
418	Co U 7/1, Co U 7/2	III_16_0029	Altkirch, Altkirch	7.24009, 47.62592	butta 	b u tt a 	budde	b u dd e	4
419	Co U 7/1, Co U 7/2	III_16_0029	Altkirch, Altkirch	7.24009, 47.62592	butta	b u tt a	budde	b u dd e	3
420	Co y 11	III_14_0029	Isenheim (Issenheim), Isenheim	7.25365, 47.90288	budda	b u dd a	budde	b u dd e	1
421	Co y 11	III_14_0029	Isenheim (Issenheim), Isenheim	7.25365, 47.90288	budd	b u dd	budde	b u dd e	1
422	Co N8/1, Co N8/2	III_15_0015	Illfurt (Illfurth), Illfurt	7.26494, 47.67073	butte	b u tt e	butta	b u tt a	1
423	Co N10	III_15_0026, III_15_0025	Frönigen, Fröningen	7.26801, 47.69023	butteͣ	b u tt e ͣ	butta	b u tt a	2
424	Co N10	III_15_0026, III_15_0025	Frönigen, Fröningen	7.26801, 47.69023	butteͣ	b u tt e ͣ	butte	b u tt e	1
425	Co k 5	III_13_0025, III_13_0024	Geberschweiher (Gueberschwihr), Geberschweier	7.27661, 48.00444	butt	b u tt	budda	b u dd a	3
