	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Ort	Longitude	Latitude	Item Maurer	Item DWA	Levenshtein Item Min	z_score_item	Phontype Maurer	Phontype DWA	Levenshtein Phontype Min	z_score_phontype	Lextype Maurer	Lextype DWA	Levenshtein Lextype Min	z_score_lextype
1558	MH y7	II_90_0131	Vilchband	9.82424	49.58989	stecknödele	stecknödela	1	-0.25251144499813616	schteknödele	schteknödela	1	-0.06528309456870167	Stecknadele	Stecknadele	0	-0.48323353219796433
1559	MH y8	II_90_0026	Krensheim	9.78002	49.63781	stecknödela	stecknodel	2	0.27653505100899384	schteknödela	schteknodel	2	0.4650288411235568	Stecknadele	Stecknadel	1	0.046871200937531186
1560	MH y9	II_90_0027	Poppenhausen	9.82622	49.63065	steknädela	stecknaadl	5	1.8636745390303837	schteknädela	schteknadl	3	0.9953407768158152	Stecknadele	Stecknadel	1	0.046871200937531186
1561	MH y10	II_89_0042	Ilmspan	9.79016	49.66609	stecknodel	stecknoadl	2	0.27653505100899384	schteknodel	schteknoadl	2	0.4650288411235568	Stecknadel	Stecknadel	0	-0.48323353219796433
1562	MH ya1/1, MH ya1/2	II_90_0030	Oberwittighausen, Oberwittighausen	9.85164	49.62585	stecknodel, stecknoedala	stecknädale	3	0.8055815470161238	schteknodel, schteknoedela	schteknädale	3	0.9953407768158152	Stecknadel, Stecknadele	Stecknadele	0	-0.48323353219796433
1563	MH ya2	II_90_0028	Unterwittighausen	9.83878	49.61344	stecknådl	stecknadel	2	0.27653505100899384	schteknådl	schteknadel	2	0.4650288411235568	Stecknadel	Stecknadel	0	-0.48323353219796433
1564	MH z1	II_58_0072	Sulzbach	8.661	49.57763	schbell	schbell	0	-0.7815579410052661	schbel	schbel	0	-0.5955950302609602	Spelle	Spelle	0	-0.48323353219796433
1565	MH z2	II_58_0069	Großsachsen	8.6595	49.51193	spell	späll	1	-0.25251144499813616	schbel	schbel	0	-0.5955950302609602	Spelle	Spelle	0	-0.48323353219796433
1566	MH z3	II_58_0067	Heddesheim	8.60327	49.50529	schdecknohl	stecknadel	6	2.3927210350375137	schteknol	schteknadel	3	0.9953407768158152	Stecknadel	Stecknadel	0	-0.48323353219796433
1567	MH z4/1, MH z4/2	II_58_0065, II_58_0066	Mannheim-Käfertal, Mannheim-Käfertal, Mannheim-Käfertal	8.51715	49.51259	schpäll, schdeggnoodel, schbell	schbell, schbällä	0	-0.7815579410052661	schbel, schteknodel, schbel	schbel, schbele	0	-0.5955950302609602	Spelle, Stecknadel, Spelle	Spelle, Spelle	0	-0.48323353219796433
1568	MH za1	na	Mannheim-Gartenstadt	8.50016	49.5305	stecknodl	na	999	527.7358915701176	schteknodl	na	999	529.1860287263053	Stecknadel	na	999	529.091394870162
1569	MH A1	II_58_0073	Weinheim	8.67068	49.55495	spell	spell	0	-0.7815579410052661	schbel	schbel	0	-0.5955950302609602	Spelle	Spelle	0	-0.48323353219796433
1570	MH A2	II_58_0071	Lützelsachsen	8.66627	49.52737	schbell	stecknodel	7	2.921767531044644	schbel	schteknodel	6	2.5862765838925905	Spelle	Stecknadel	7	3.2274995997505047
1571	MH A3	II_58_0070	Hohensachsen	8.66935	49.51919	schbell	schdeggnodl	6	2.3927210350375137	schbel	schteknodel	6	2.5862765838925905	Spelle	Stecknadel	7	3.2274995997505047
1572	MH A4	II_58_0076	Rippenweier, Rippenweier	8.70861	49.50646	schdecknodel, schpelle	spell	3	0.8055815470161238	schteknodel, schbele	schbel	1	-0.06528309456870167	Stecknadel, Spelle	Spelle	0	-0.48323353219796433
1573	MH A5	II_58_0077	Oberflockenbach, Oberflockenbach	8.73109	49.51102	stecknōdel, spell	spell, stecknōdel	0	-0.7815579410052661	schteknodel, schbel	schbel, schteknodel	0	-0.5955950302609602	Stecknadel, Spelle	Spelle, Stecknadel	0	-0.48323353219796433
1574	MH A6	II_58_0091	Steinklingen	8.74393	49.51166	schbell	schbell	0	-0.7815579410052661	schbel	schbel	0	-0.5955950302609602	Spelle	Spelle	0	-0.48323353219796433
1575	MH A7	na	Eiterbach, Eiterbach	8.80869	49.50208	schbell, gluff	na	999	527.7358915701176	schbel, gluf	na	999	529.1860287263053	Spelle, Glufe	na	999	529.091394870162
1576	MH C1	II_58_0102	Friedrichsdorf	9.054	49.52034	stecknodel	stecknodel	0	-0.7815579410052661	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1577	MH C2	II_58_0104	Reisenbach	9.12415	49.50336	sticknōdl	schdeggnodel	8	3.4508140270517735	schtiknodl	schteknodel	2	0.4650288411235568	Stecknadel	Stecknadel	0	-0.48323353219796433
1578	MH C3	II_58_0110	Scheidental	9.15106	49.50744	stecknå̠del 	schdegnodel	7	2.921767531044644	schteknådel	schteknodel	1	-0.06528309456870167	Stecknadel	Stecknadel	0	-0.48323353219796433
1579	MH C4	II_58_0116	Schloßau	9.15226	49.53935	stecknodl	na	999	527.7358915701176	schteknodl	na	999	529.1860287263053	Stecknadel	na	999	529.091394870162
1580	MH C5	na	Waldauerbach	9.15798	49.52591	sticknedele	na	999	527.7358915701176	schtiknedele	na	999	529.1860287263053	Stecknadele	na	999	529.091394870162
1581	MH D1	II_58_0106	Mörschenhardt	9.17211	49.56893	schdecknōdl	ste	9	3.9798605230589037	schteknodel	schte	6	2.5862765838925905	Stecknadel	Ste	7	3.2274995997505047
1582	MH D2	II_58_0107	Donebach	9.19217	49.56113	schdecknōdl	sticknädele	7	2.921767531044644	schteknodel	schtiknädele	3	0.9953407768158152	Stecknadel	Stecknadele	1	0.046871200937531186
1583	MH D3	II_58_0108	Mudau	9.20615	49.53336	schdegnodl	stecknodl	5	1.8636745390303837	schteknodel	schteknodl	1	-0.06528309456870167	Stecknadel	Stecknadel	0	-0.48323353219796433
1584	MH D4	II_58_0109	Mudau-Langenelz	9.20495	49.51744	stecknodel	na	999	527.7358915701176	schteknodel	na	999	529.1860287263053	Stecknadel	na	999	529.091394870162
1585	MH D6	II_58_0114	Buchen	9.32603	49.52041	stecknodel	stecknodel	0	-0.7815579410052661	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1586	MH D7	II_58_0112	Unterneudorf	9.27534	49.52921	stecknodel	stecknodel	0	-0.7815579410052661	schteknodel	schteknodel	0	-0.5955950302609602	Stecknadel	Stecknadel	0	-0.48323353219796433
1587	MH D8	II_58_0111	Steinbach	9.24327	49.54854	schdeggnedele	schdiggneedele	2	0.27653505100899384	schteknedele	schtiknedele	1	-0.06528309456870167	Stecknadele	Stecknadele	0	-0.48323353219796433
