Ort	Longitude	Latitude	Levenshtein Item Min	z_score	morans_i
Dambach	7.63179	49.00256	0	-0.6063015950399561	0.11564241805021011
Obersteinbach	7.69364	49.03549	1	-0.13605710141810876	0.02930053241949618
Niedersteinbach	7.71501	49.0295	1	-0.13605710141810876	0.029118492300639735
Wingen	7.81729	49.02601	0	-0.6063015950399561	0.14891059740587823
Lembach	7.78942	49.00701	0	-0.6063015950399561	0.17473271443156876
Weißenburg-Weiler	7.91271	49.0377	1	-0.13605710141810876	0.03437213270760534
Weißenburg (Wissembourg)	7.9521	49.03733	0	-0.6063015950399561	0.05095344520069872
Altenstadt	7.96964	49.03158	1	-0.13605710141810876	0.0175745713589528
Rott	7.91304	49.02495	0	-0.6063015950399561	0.16740641944921497
Steinselz (Steinseltz)	7.93035	49.0109	1	-0.13605710141810876	0.04184037768532971
Kleeburg (Cleebourg)	7.89318	49.00093	1	-0.13605710141810876	0.04670970364735454
Klimbach (Climbach)	7.85041	49.01803	0	-0.6063015950399561	0.14744869779781467
Altweiler (Altwiller)	6.98122	48.93023	1	-0.13605710141810876	-0.017983561437046727
Örmingen (Oermingen)	7.12881	49.00062	3	0.8044318858255859	-0.046257821411747
Völlerdingen (Voellerdingen)	7.14098	48.9622	0	-0.6063015950399561	-0.03715607301110835
Domfessel	7.15171	48.95143	1	-0.13605710141810876	0.009147633616005638
Rimsdorf	7.12568	48.92923	1	-0.13605710141810876	-0.04268798378023926
Saarwerden (Sarrewerden)	7.08411	48.9218	0	-0.6063015950399561	-0.2753931738086159
Saarbuckenheim (Sarre-Union), Saarbuckenheim (Sarre-Union)	7.08686	48.93919	1	-0.13605710141810876	-0.038341431715890294
Keskastel	7.04339	48.96955	2	0.3341873922037386	0.06531593434376326
Schopperten	7.05316	48.94524	0	-0.6063015950399561	-0.22993439171312105
Harskirchen	7.0389	48.93409	1	-0.13605710141810876	-0.07068667507070982
Dehlingen	7.19095	48.98016	0	-0.6063015950399561	0.10944976634785389
Bütten (Butten)	7.2205	48.97095	0	-0.6063015950399561	0.11546705483837164
Ratzweiler (Ratzwiller)	7.23978	48.95501	1	-0.13605710141810876	0.04279438129909019
Lorenzen (Lorentzen)	7.1752	48.95249	0	-0.6063015950399561	0.022087947039684818
Diemeringen	7.18685	48.94061	0	-0.6063015950399561	0.18797909301493504
Mackweiler (Mackwiller)	7.17502	48.9258	0	-0.6063015950399561	-0.03925341202298906
Waldhambach	7.21529	48.92578	0	-0.6063015950399561	0.21830977913188673
Rosteig	7.33838	48.9327	2	0.3341873922037386	-0.08375427423078974
Wingen (Wingen-Sur-Moder)	7.38129	48.91753	1	-0.13605710141810876	0.016581891976214076
Reipertsweiler (Reipertswiller)	7.46373	48.93214	4	1.2746763794474334	-0.2794617320177945
Oberbronn	7.6082	48.94109	1	-0.13605710141810876	0.046064181865291313
Bad-Niederbronn (Niederbronn-Les-Bains), Niederbronn (GID von Niederbronn les bains), Bad-Niederbronn (Niederbronn-Les-Bains)	7.64282	48.95108	0	-0.6063015950399561	0.1919617683455651
Reichshofen (Reichshoffen)	7.66338	48.93223	0	-0.6063015950399561	0.17911143459525664
Lembach-Pfaffenbronn (Pfaffenbronn) 	7.83111	48.99355	2	0.3341873922037386	-0.12282717772444196
Mattstall	7.7613	48.98757	0	-0.6063015950399561	0.1577019986531933
Lampertsloch	7.81713	48.95698	1	-0.13605710141810876	0.04456909474508121
Mitschdorf	7.78435	48.9524	0	-0.6063015950399561	0.17440401553320142
Görsdorf (Goersdorf)	7.76782	48.95111	0	-0.6063015950399561	0.14622227864634096
Preuschdorf	7.80425	48.9435	2	0.3341873922037386	-0.09810706687516406
Merkweiler (Merkwiller-Pechelbronn)	7.82707	48.93886	1	-0.13605710141810876	0.04553439370197036
Diefenbach (Dieffenbach-Lès-Woerth)	7.77425	48.93532	2	0.3341873922037386	-0.08879674529279157
Oberdorf-Spachbach	7.75696	48.92512	1	-0.13605710141810876	0.034355070138638935
Wört (Woerth)	7.74374	48.93677	1	-0.13605710141810876	0.031066559267788747
Fröschweiler (Frœschwiller)	7.72171	48.94318	0	-0.6063015950399561	0.19751014349540325
Nehweiler (Nehwiller)	7.70322	48.96072	0	-0.6063015950399561	0.1919662180672677
Langensulzbach (Langensoultzbach)	7.73367	48.96812	1	-0.13605710141810876	0.03210717381374078
Riedselz (Riedseltz)	7.95195	48.99281	0	-0.6063015950399561	0.14210551772735586
Bremmelbach	7.90023	48.986	2	0.3341873922037386	-0.13040987837271958
Ingolsheim	7.93636	48.97357	0	-0.6063015950399561	0.22954776468926125
Oberseebach	7.98947	48.9672	1	-0.13605710141810876	0.030661843343769236
Hunspach	7.94316	48.9536	0	-0.6063015950399561	0.1610248344923877
Aschbach	7.98262	48.93423	0	-0.6063015950399561	0.08188674294159182
Stundweiler (Stundwiller)	7.99256	48.92477	0	-0.6063015950399561	0.05838169362205081
Leitersweiler (Leiterswiller)	7.94768	48.92407	3	0.8044318858255859	-0.2363258596841326
Hofen (Hoffen)	7.9412	48.92766	1	-0.13605710141810876	0.054500585030071255
Kühlendorf (Kuhlendorf) und Hohweiler, Kühlendorf (Kuhlendorf)	7.92307	48.91408	0	-0.6063015950399561	0.2121165466980166
Hermersweiler (Hermerswiller)	7.91205	48.93588	1	-0.13605710141810876	0.04822622853988759
Schönenburg (Schoenenbourg)	7.91332	48.95207	0	-0.6063015950399561	0.22952816989211994
Sulz u. (f) (Soultz-Sous-Forêts)	7.88268	48.93782	0	-0.6063015950399561	0.2351309548517454
Kutzenhausen	7.85624	48.93375	0	-0.6063015950399561	0.22217817230557355
Retschweiler (Retschwiller)	7.87838	48.95025	0	-0.6063015950399561	0.22440390397286228
Memmelshofen (Memmelshoffen)	7.87106	48.96013	0	-0.6063015950399561	0.20883827133466237
Keffenach	7.88225	48.96489	1	-0.13605710141810876	0.05195685767284631
Birlenbach	7.8829	48.9763	0	-0.6063015950399561	0.2351309548517454
Drachenbronn	7.87037	48.98626	2	0.3341873922037386	-0.12296706135077004
Lobsann	7.84681	48.96327	0	-0.6063015950399561	0.22560497411255426
Oberkutzenhausen	7.84049	48.93847	0	-0.6063015950399561	0.2036149552182896
Zollingen	7.07636	48.91048	1	-0.13605710141810876	-0.014358560066818262
Pisdorf (Bischtroff-sur-Sarre)	7.06995	48.9005	1	-0.13605710141810876	-0.013428326037041933
Burbach	7.11226	48.90144	0	-0.6063015950399561	-0.030819883803336803
Berg	7.1532	48.89487	1	-0.13605710141810876	0.04656605929760807
Güngweiler (Gungwiller)	7.15771	48.88171	1	-0.13605710141810876	0.047177103131655906
Eyweiler (Eywiller)	7.13172	48.8709	0	-0.6063015950399561	0.04466166705671778
Eschweiler (Eschwiller)	7.11652	48.8596	0	-0.6063015950399561	0.021028061896520112
Weyer	7.15976	48.85488	1	-0.13605710141810876	0.04073772100886007
Bärendorf (Baerendorf)	7.08463	48.83742	1	-0.13605710141810876	-0.01018600816708082
Wolfskirchen, Wolfskirchen	7.07612	48.87884	0	-0.6063015950399561	-0.019086049528646985
Diedendorf	7.04974	48.87869	9	3.62589884755667	-0.4832194448935201
Puberg	7.31461	48.91322	0	-0.6063015950399561	0.15204411696487705
Hinsburg (Hinsbourg)	7.28852	48.90706	0	-0.6063015950399561	0.17301419411702382
Frohmühl (Frohmuhl)	7.28007	48.90754	1	-0.13605710141810876	0.04288850169360033
Weislingen	7.25159	48.91879	1	-0.13605710141810876	0.04798250728928599
Tieffenbach	7.24987	48.90483	1	-0.13605710141810876	0.052984713255667525
Strut (Struth), Strut (Struth)	7.25475	48.89009	1	-0.13605710141810876	0.05187335766901704
Petersbach	7.26874	48.86912	0	-0.6063015950399561	0.21316785642038036
Lützelstein (La Petite-Pierre)	7.32076	48.85864	1	-0.13605710141810876	0.05163881254431925
Adamsweiler (Adamswiller)	7.20348	48.90463	3	0.8044318858255859	-0.25099034799654496
Dürstel (Durstel)	7.19745	48.89156	1	-0.13605710141810876	0.04473927586900751
Bettweiler (Bettwiller)	7.17993	48.88617	1	-0.13605710141810876	0.050861203295600545
Aßweiler (Asswiller)	7.2198	48.88035	0	-0.6063015950399561	0.25750377825528925
Drulingen	7.18979	48.8662	0	-0.6063015950399561	0.1548054693173791
Ottweiler (Ottwiller)	7.23096	48.86516	0	-0.6063015950399561	0.22544876708351552
Lohr	7.24351	48.85748	0	-0.6063015950399561	0.19046484072901174
Sieweiler (Siewiller)	7.20676	48.84318	0	-0.6063015950399561	0.12888859239757397
Berg, Rexingen	7.17654	48.90012	0	-0.6063015950399561	0.18780422902637078
Lichtenberg	7.48181	48.9216	0	-0.6063015950399561	0.09997885096971969
Wimmenau	7.41957	48.91035	0	-0.6063015950399561	0.016414656824210987
Zittersheim	7.34551	48.89955	1	-0.13605710141810876	0.0386078002534179
Erkartsweiler (Erckartswiller)	7.3596	48.87532	0	-0.6063015950399561	0.16240833116633657
Sparsbach	7.41533	48.87754	0	-0.6063015950399561	0.05651394086919598
Weinburg (Weinbourg)	7.44029	48.87157	1	-0.13605710141810876	0.025194744016626896
Ingweiler (Ingwiller)	7.48031	48.87322	2	0.3341873922037386	-0.08759082059160503
Menchhofen (Menchhoffen)	7.49498	48.85955	0	-0.6063015950399561	0.17214708531247255
Uttweiler (Uttwiller), Uttweiler (Uttwiller)	7.48667	48.84591	0	-0.6063015950399561	0.18370223619794288
Niedersulzbach (Niedersoultzbach)	7.4662	48.84923	0	-0.6063015950399561	0.16096310927516508
Obersulzbach (Obersoultzbach)	7.45013	48.85174	0	-0.6063015950399561	0.17322056537901107
Weitersweiler (Weiterswiller)	7.41341	48.85298	1	-0.13605710141810876	0.03379302343440163
Zinsweiler	7.59018	48.9196	1	-0.13605710141810876	0.05228829401826678
Offweiler	7.54296	48.91021	0	-0.6063015950399561	0.14151829050342535
Rotbach	7.52883	48.90568	1	-0.13605710141810876	0.020118418883864692
Bischholz	7.53995	48.89301	2	0.3341873922037386	-0.08118232347952888
Mühlhausen	7.5527	48.88226	0	-0.6063015950399561	0.15280469955234252
Uhrweiler (Uhrwiller)	7.57892	48.8784	0	-0.6063015950399561	0.24414359812149114
Engweiler	7.61501	48.88508	0	-0.6063015950399561	0.26077992307177755
Gumbrechtshofen	7.6319	48.90544	0	-0.6063015950399561	0.24517141009967997
Gundershofen	7.6592	48.90652	0	-0.6063015950399561	0.23121964741987858
Mietesheim	7.63837	48.87814	0	-0.6063015950399561	0.30728083203989576
Bitschhofen	7.61913	48.85878	0	-0.6063015950399561	0.30572276519418284
Überach (Uberach)	7.62806	48.84844	0	-0.6063015950399561	0.2869587530705848
Pfaffenhofen, Pfaffenhofen -Volksberg	7.60881	48.84422	0	-0.6063015950399561	0.30192755263376947
Kindweiler	7.59731	48.86227	1	-0.13605710141810876	0.06278657350200827
Zutzendorf	7.54972	48.85428	0	-0.6063015950399561	0.20036521108851893
Schillersdorf	7.52526	48.87312	0	-0.6063015950399561	0.12534703120997068
Eberbach 	7.71711	48.91154	0	-0.6063015950399561	0.2450018667546774
Forstheim	7.71468	48.89506	2	0.3341873922037386	-0.12670962741597705
Morsbronn (Morsbronn-Les-Bains)	7.74283	48.90037	2	0.3341873922037386	-0.09196652287101889
Hagenheim (Hegeney)	7.74557	48.89153	2	0.3341873922037386	-0.10104545213107147
Dürrenbach (Durrenbach)	7.76797	48.89675	0	-0.6063015950399561	0.14369326209204789
Biblisheim	7.79196	48.89991	0	-0.6063015950399561	0.1617729568261863
Walburg (Walbourg)	7.78939	48.88652	2	0.3341873922037386	-0.11265392019126068
Eschbach	7.73641	48.87453	1	-0.13605710141810876	0.05201225973718174
Laubach	7.72032	48.88168	2	0.3341873922037386	-0.12842628317639668
Merzweiler (Mertzwiller)	7.67936	48.86259	0	-0.6063015950399561	0.25712345081495247
Griesbach	7.67856	48.89026	1	-0.13605710141810876	0.05614330326584606
Reimersweiler	7.88417	48.9137	1	-0.13605710141810876	0.04594631466389111
Surburg	7.84913	48.90982	0	-0.6063015950399561	0.1821281707072281
Schwabweiler	7.87665	48.90207	1	-0.13605710141810876	0.04173802976063483
Oberbetschdorf	7.89812	48.8986	0	-0.6063015950399561	0.20220794773924466
Niederbetschdorf	7.91693	48.8985	0	-0.6063015950399561	0.2361653977077813
Rittershofen	7.95587	48.90241	1	-0.13605710141810876	0.04050313549010978
Hatten	7.97777	48.90173	0	-0.6063015950399561	0.2052866459073802
Hirschland	7.11324	48.83701	9	3.62589884755667	-0.3757775638103798
Kirberg (Kirrberg)	7.06204	48.8233	1	-0.13605710141810876	-0.01722852142156908
Rauweiler	7.10907	48.81139	0	-0.6063015950399561	-0.07849664271200507
Goerlingen	7.08247	48.79646	0	-0.6063015950399561	-0.13229218798153142
Etschburg (Eschbourg)	7.29591	48.81267	1	-0.13605710141810876	0.04008197762753494
Graufthal	7.28092	48.81935	1	-0.13605710141810876	0.0472080157346308
Schönburg (Schoenbourg)	7.26823	48.83392	0	-0.6063015950399561	0.2208655907802054
Pfalzweier (-weyer)	7.25813	48.80543	0	-0.6063015950399561	0.13133459718923557
Buchsweiler (Bouxwiller), Buchsweiler (Bouxwiller)	7.47851	48.82528	0	-0.6063015950399561	0.19467364767436077
Riedheim	7.47956	48.81064	9	3.62589884755667	-1.5358316929310074
Imbsheim	7.45399	48.80165	0	-0.6063015950399561	0.1920238707567065
Neuweiler (Neuwiller-Lès-Saverne)	7.4034	48.82391	0	-0.6063015950399561	0.16243166753973462
Dossenheim (Dossenheim-Sur-Zinsel)	7.40138	48.80593	0	-0.6063015950399561	0.11815564812642722
Hattmatt	7.42386	48.79158	0	-0.6063015950399561	0.1630168398684007
Ernolsheim (Ernoldsheim-Lès-Saverne)	7.38025	48.78942	1	-0.13605710141810876	0.0453847278245692
St. Johann (Saint-Jean-Saverne)	7.36064	48.76931	0	-0.6063015950399561	0.18789471236700464
Eckartsweiler	7.357	48.76744	0	-0.6063015950399561	0.1901406204082376
Steinburg (Steinbourg)	7.41332	48.7697	0	-0.6063015950399561	0.14436846863945313
Rosenweiler-Dettweiler	7.45083	48.76772	0	-0.6063015950399561	0.1599926882736324
Dettweiler	7.46685	48.75406	0	-0.6063015950399561	0.16686214414967854
Gottesheim	7.47938	48.77591	0	-0.6063015950399561	0.1517370704863953
Gottesheim-Prinzheim	7.47921	48.79113	2	0.3341873922037386	-0.11933469319990553
Dauendorf	7.65509	48.82974	0	-0.6063015950399561	0.23652365557375557
Morschweiler	7.62689	48.81972	0	-0.6063015950399561	0.2853072005719752
Ettendorf	7.58414	48.81374	0	-0.6063015950399561	0.27101979431510037
Büsweiler (Buswiller)	7.55923	48.82025	1	-0.13605710141810876	0.04603462792975554
Schalkendorf	7.55965	48.83213	0	-0.6063015950399561	0.21582599056525142
Kirrweiler	7.53026	48.81331	0	-0.6063015950399561	0.19967890799021187
Ringendorf	7.55409	48.80777	1	-0.13605710141810876	0.04504968129629864
Hüttendorf	7.64259	48.80222	1	-0.13605710141810876	0.05859847910420927
Minversheim	7.61936	48.78575	0	-0.6063015950399561	0.33037767528580714
Alteckendorf	7.59484	48.79272	0	-0.6063015950399561	0.3150558823660006
Lixhausen	7.5473	48.79426	0	-0.6063015950399561	0.23777330432742638
Zöbersdorf, Zöbersdorf	7.52538	48.79381	0	-0.6063015950399561	0.21267434665151172
Bosselshausen	7.50884	48.80522	0	-0.6063015950399561	0.1927992690273296
Wickersheim	7.53159	48.78313	0	-0.6063015950399561	0.23742788094097647
Bossendorf	7.55983	48.78146	0	-0.6063015950399561	0.21631074742984252
Melsheim, Melsheim	7.51974	48.75911	1	-0.13605710141810876	0.05194426893591486
Hochfelden	7.57004	48.75735	0	-0.6063015950399561	0.1863558596621491
Schwindratzheim	7.59981	48.7561	0	-0.6063015950399561	0.2790600459620495
Wittersheim	7.66007	48.78303	0	-0.6063015950399561	0.24845657549144914
Uhlweiler	7.67396	48.82047	0	-0.6063015950399561	0.23368197191612794
Ohlungen	7.70034	48.81187	0	-0.6063015950399561	0.23514197083358268
Schweighausen (Schweighouse-Sur-Moder), Schweighausen (Schweighouse-Sur-Moder)	7.73517	48.82151	0	-0.6063015950399561	0.2018314425283795
Hagenau	7.78868	48.81435	0	-0.6063015950399561	0.1781081347955163
Gries 	7.81383	48.75262	0	-0.6063015950399561	0.2228810394479383
Weitbruch	7.77586	48.7535	0	-0.6063015950399561	0.2153632183375326
Bernolsheim	7.69085	48.75532	2	0.3341873922037386	-0.15092038400243407
Hochstett	7.67779	48.77853	0	-0.6063015950399561	0.26412645184023875
Batzendorf	7.70638	48.78331	0	-0.6063015950399561	0.22745983846094955
Wintershausen	7.70271	48.79349	0	-0.6063015950399561	0.214297957052354
Sufflenheim	7.95924	48.82979	0	-0.6063015950399561	0.19641370490142426
Schirrhofen	7.9193	48.8066	0	-0.6063015950399561	0.1809799474404993
Schirrhein	7.90562	48.80154	0	-0.6063015950399561	0.18114611779734371
Kaltenhausen	7.83521	48.79041	0	-0.6063015950399561	0.1949280061669827
Oberhofen (Oberhoffen-Sur-Moder)	7.86327	48.78298	1	-0.13605710141810876	0.048039988635365724
Bischweiler	7.85912	48.76826	1	-0.13605710141810876	0.052271983961821755
Rohrwiller	7.90543	48.75592	1	-0.13605710141810876	0.04719517121546622
Falhünden (Dalhünden)	7.98835	48.77367	1	-0.13605710141810876	0.020928301664350415
Silzheim (Siltzheim)	7.09071	49.0616	0	-0.6063015950399561	-0.20967446352125216
Herbitzheim	7.08355	49.01459	9	3.62589884755667	-0.8102024061457206
Kaysersberg	7.2617	48.13853	1	-0.13605710141810876	0.04649793134384489
Bebelnheim (Beblenheim)	7.32264	48.15802	1	-0.13605710141810876	0.05769197158499101
Türkheim (Turckheim)	7.27884	48.0862	0	-0.6063015950399561	0.23381654712764366
Katzenthal	7.28497	48.10796	2	0.3341873922037386	-0.13667224654327362
Niedermorschweiher	7.27596	48.09972	1	-0.13605710141810876	0.05071795847033568
Kientzheim	7.28695	48.13649	1	-0.13605710141810876	0.05555031935912313
Bennweier	7.32417	48.14496	0	-0.6063015950399561	0.240567679610587
Sigolsheim	7.3035	48.13267	1	-0.13605710141810876	0.05581699491172974
Ingersheim	7.30725	48.0936	0	-0.6063015950399561	0.2286088574522137
Ammerschweier	7.28484	48.12465	0	-0.6063015950399561	0.2346175081823789
Mittelweier	7.32094	48.14982	0	-0.6063015950399561	0.24363178882037154
Ostheim	7.37011	48.1551	0	-0.6063015950399561	0.3004362598541486
Munzenheim (Muntzenheim), Munzenheim (Muntzenheim)	7.47318	48.10199	0	-0.6063015950399561	0.3399696529073491
Bischweier	7.43735	48.09944	0	-0.6063015950399561	0.2679984766796344
Holzweier	7.42541	48.11028	0	-0.6063015950399561	0.23214691765620926
Riedweier	7.44536	48.12387	0	-0.6063015950399561	0.25823996372588015
Wickerschweier	7.43868	48.10708	1	-0.13605710141810876	0.05980855050477882
Jebsheim	7.47771	48.12279	0	-0.6063015950399561	0.24711771172911634
Hausen bei Kolmar (Houssen)	7.37665	48.125	0	-0.6063015950399561	0.30513051409358477
Elsenheim	7.50131	48.16133	0	-0.6063015950399561	0.28893094884983855
Fortschweier	7.45233	48.08996	1	-0.13605710141810876	0.06669068810868367
Grussenheim	7.48794	48.1443	0	-0.6063015950399561	0.27262956412343115
Marckolsheim	7.54583	48.1675	1	-0.13605710141810876	0.06792720866531521
Kiechlinsbergen	7.65306	48.12469	1	-0.13605710141810876	0.03418282312169365
Burkheim am Kaiserstuhl	7.59943	48.10194	0	-0.6063015950399561	0.29285575383933526
Bischoffingen	7.62537	48.10625	0	-0.6063015950399561	0.2325100380570662
Wyhl am Kaiserstuhl	7.64933	48.1663	0	-0.6063015950399561	0.21055432968746632
Dürrenenzen (Dürrenentzen)	7.50406	48.09192	0	-0.6063015950399561	0.3055376926282747
Balzenheim (Baltzenheim)	7.55624	48.09319	1	-0.13605710141810876	0.06873453501185207
Arzenheim (Artzenheim)	7.5426	48.11609	0	-0.6063015950399561	0.2521508755824495
Königschaffhausen am Kaiserstuhl	7.65562	48.13337	1	-0.13605710141810876	0.039331396888535874
Sasbach	7.61363	48.13798	1	-0.13605710141810876	0.06254366784570059
Oberrotweil	7.63551	48.08944	0	-0.6063015950399561	0.23799591419381583
Endingen	7.70312	48.1419	0	-0.6063015950399561	0.006978883327963831
Riegel	7.7507	48.15056	2	0.3341873922037386	-0.02708559709003044
Nimburg	7.77794	48.10762	9	3.62589884755667	0.25453436646494515
Bottingen	7.78356	48.09119	1	-0.13605710141810876	-0.024931458271108094
Malterdingen	7.79392	48.16302	1	-0.13605710141810876	0.006391642534364639
Schelingen am Kaiserstuhl	7.68308	48.10435	0	-0.6063015950399561	0.09351993834283784
Eichstetten	7.74563	48.09417	1	-0.13605710141810876	-0.019725408237100187
Köndringen	7.80591	48.13912	1	-0.13605710141810876	-0.01309201210541731
Forchheim	7.7031	48.16341	1	-0.13605710141810876	0.015565583551724823
Bahlingen	7.73937	48.12209	3	0.8044318858255859	0.03996695935313608
Teningen	7.80344	48.12897	0	-0.6063015950399561	-0.0670746988775469
Amoltern, Amoltern	7.67629	48.12873	1	-0.13605710141810876	0.03445056544444675
Emmendingen	7.84951	48.1209	0	-0.6063015950399561	-0.07415267557342177
Waldkirch	7.96049	48.09361	1	-0.13605710141810876	0.022043503232098458
Wasser	7.8564	48.09846	2	0.3341873922037386	0.04914043436449861
Windenreuthe (Emmendingen)	7.88675	48.11814	0	-0.6063015950399561	-0.025433510222706856
Siensbach	7.98804	48.10755	1	-0.13605710141810876	0.017750337426833258
Siegelau	7.97753	48.14612	2	0.3341873922037386	-0.09185995324347877
Sexau	7.90788	48.10424	1	-0.13605710141810876	0.016974699021769103
Mundingen	7.8346	48.13735	9	3.62589884755667	-0.012394376690610522
Kollnau	7.9721	48.10586	1	-0.13605710141810876	0.027208589251997064
Kollmarsreute	7.87829	48.10253	1	-0.13605710141810876	-0.005633247003233014
Freiamt-Reichenbach	7.92477	48.15747	1	-0.13605710141810876	0.023198282841968156
Freiamt-Mußbach (Mussbach)	7.88578	48.17377	0	-0.6063015950399561	0.1032777271229318
Keppenbach	7.92037	48.14437	1	-0.13605710141810876	0.027839223903104025
Gutach	7.98722	48.11814	0	-0.6063015950399561	0.0632601239275288
Münster (Munster), Münster (Munster)	7.13185	48.0418	0	-0.6063015950399561	0.18591529037694654
Sulzern (Soultzeren)	7.10254	48.06373	1	-0.13605710141810876	0.030946585335099384
Metzeral	7.07146	48.01325	1	-0.13605710141810876	0.046798145683348565
Eschbach	7.14594	48.02896	0	-0.6063015950399561	0.19134503164074454
Hohrod	7.12607	48.05444	0	-0.6063015950399561	0.15956590077636346
Luttenbach (Luttenbach-Près-Munster)	7.11745	48.03105	0	-0.6063015950399561	0.1928855265363998
Breitenbach (Breitenbach-Haut-Rhin)	7.10087	48.02382	1	-0.13605710141810876	0.04366954656288021
Hohrodberg	7.13528	48.06037	1	-0.13605710141810876	0.033769643508159246
Stossweier, Stossweier	7.10163	48.05432	0	-0.6063015950399561	0.11889773723056807
Mühlbach (Muhlbach-Sur-Munster)	7.08731	48.02582	0	-0.6063015950399561	0.2351092962790227
Griesbach (Griesbach-Au-Val)	7.17071	48.03351	0	-0.6063015950399561	0.1881555697440323
Günsbach (Gunsbach)	7.17323	48.0464	0	-0.6063015950399561	0.12296365661027356
Wettolsheim, Wettolsheim	7.30629	48.06133	1	-0.13605710141810876	0.05028695119430328
Geberschweiher (Gueberschwihr)	7.27661	48.00444	0	-0.6063015950399561	0.18737326048131978
Hattstatt	7.30016	48.0108	1	-0.13605710141810876	0.05339380557873584
Häusern	7.28067	48.03226	0	-0.6063015950399561	0.1224316272087299
Walbach	7.22416	48.06257	1	-0.13605710141810876	0.04626249511981391
Weier (Wihr-Au-Val)	7.20558	48.05217	0	-0.6063015950399561	0.18228390162112057
Herlisheim (Herrlisheim)	7.32932	48.01677	1	-0.13605710141810876	0.05030222854594643
Sulzbach (Soultzbach-Les-Bains)	7.20324	48.03797	0	-0.6063015950399561	0.20736958967720223
Obermorschweier	7.30037	48.01773	1	-0.13605710141810876	0.050075479253065706
Vöklinshofen (Voegtlinshoffen)	7.28224	48.01954	0	-0.6063015950399561	0.13701735927294176
Egisheim	7.30455	48.04168	0	-0.6063015950399561	0.22040428874256715
Zimmerbach	7.23755	48.07261	1	-0.13605710141810876	0.04085827239101454
Kolmar (/Hausen an der Möhlin), Kolmar, Kolmar, Kolmar, Kolmar, Kolmar	7.36359	48.08198	0	-0.6063015950399561	0.3022194344705417
Sundhofen (Sundhoffen)	7.41499	48.04248	2	0.3341873922037386	-0.12938683168780993
Heiligkreuz (Sainte-Croix-en-Plaine)	7.3831	48.00666	0	-0.6063015950399561	0.21546963956782839
Logelbach	7.30991	48.0865	0	-0.6063015950399561	0.22742049013276971
Widensolen	7.47996	48.06278	1	-0.13605710141810876	0.07285137469919559
Logelnheim (Logelheim)	7.40918	48.0211	0	-0.6063015950399561	0.1543274699004672
Weier auf dem Land (Wihr-en-Plaine)	7.41118	48.0844	0	-0.6063015950399561	0.25440128732664125
Andolsheim	7.41512	48.06763	1	-0.13605710141810876	0.05966008409097598
Appenweier (Appenwihr)	7.43962	48.02594	0	-0.6063015950399561	0.23466065845193482
Hettenschlag 	7.45782	48.00441	0	-0.6063015950399561	0.26353136202326066
Urschenheim	7.48632	48.08696	1	-0.13605710141810876	0.07305992589614412
Breisach	7.59332	48.04535	1	-0.13605710141810876	0.06107311258130244
Gündlingen	7.64227	48.01556	0	-0.6063015950399561	0.1208780099937758
Ihringen	7.64554	48.04572	0	-0.6063015950399561	0.18091566363950545
Achkarren	7.62448	48.06769	0	-0.6063015950399561	0.27939975113987553
Neubreisach (Neuf-Brisach)	7.52909	48.01843	0	-0.6063015950399561	0.24263538041838983
Künheim (Kunheim)	7.53422	48.07788	0	-0.6063015950399561	0.28664987673692893
Volgelsheim	7.55292	48.01693	0	-0.6063015950399561	0.263034919634462
Vogelgrün (Vogelgrun)	7.57243	48.0111	0	-0.6063015950399561	0.2801837785337475
Biesheim	7.54467	48.04048	1	-0.13605710141810876	0.06287323399369786
Wolfganzen	7.5016	48.02747	1	-0.13605710141810876	0.06525935914201822
Algolsheim	7.55708	48.00563	0	-0.6063015950399561	0.2541478474023126
Umgebung von Neubreisach (Weckolsheim)	7.51347	48.00264	0	-0.6063015950399561	0.2310519958762764
Reute	7.82538	48.08175	1	-0.13605710141810876	-0.028361739103577387
Umkirch	7.7624	48.03183	0	-0.6063015950399561	-0.1037784400875312
Merdingen	7.68864	48.0173	1	-0.13605710141810876	0.007178684531735918
Hochdorf	7.80212	48.0489	10	4.096143341178517	0.44874702346092976
Hugstetten	7.78045	48.05415	0	-0.6063015950399561	-0.1484836683934129
Buchheim	7.77912	48.06092	0	-0.6063015950399561	-0.1583641250463732
Bötzingen	7.72593	48.07743	1	-0.13605710141810876	-0.00814508945268137
Waltershofen	7.71857	48.02338	1	-0.13605710141810876	-0.02121398841882177
Zähringen	7.86149	48.02593	2	0.3341873922037386	0.06486186898913793
Oberglottertal	7.96407	48.04803	0	-0.6063015950399561	0.05594444720047343
Gundelfingen	7.87313	48.04353	1	-0.13605710141810876	-0.04019218949769074
Vörstetten	7.85113	48.06391	1	-0.13605710141810876	-0.03252193408425881
Denzlingen	7.87987	48.06793	0	-0.6063015950399561	-0.12889478730199155
Suggental	7.92471	48.07551	2	0.3341873922037386	-0.017860937779469593
Buchholz i.Br.	7.91201	48.08253	1	-0.13605710141810876	0.005216828910776878
Krüt (Kruth)	6.96629	47.92912	2	0.3341873922037386	0.03541572734863334
Wildenstein bei Krüt, Kreis Tann, Wildenstein bei Krüt, Kreis Tann	6.96296	47.98143	0	-0.6063015950399561	-0.08371461980563005
Lintal (Linthal, Kreis Tann)	7.12943	47.94619	0	-0.6063015950399561	0.14328126804376104
