	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
472	Co Ya 2	III_17_0051, III_17_0048, III_17_0053, III_17_0052, III_17_0054, III_17_0055, III_17_0050	Obersäckingen, Säckingen	7.96171, 47.57476	schärmuus	sch ä r m uu s	schermus	sch e r m u s	2
473	TÜB w1/1, TÜB w1/2	III_10_0135	Durbach, Durbach	8.01775, 48.49407	schermaus	sch e r m a u s	schärrmus	sch ä rr m u s	3
474	TÜB w1/1, TÜB w1/2	III_10_0135	Durbach, Durbach	8.01775, 48.49407	schermus	sch e r m u s	schärrmus	sch ä rr m u s	2
475	TUTT a4	III_12_0148, III_12_0147, III_12_0149	Simonswald, Untersimonswald	8.04838, 48.10278	schärmus	sch ä r m u s	schermus	sch e r m u s	1
476	TUTT a4	III_12_0148, III_12_0147, III_12_0149	Simonswald, Untersimonswald	8.04838, 48.10278	schärmus	sch ä r m u s	scheermuus	sch ee r m u u s	3
477	TUTT L8	III_15_0097	Hartschwand, Hartschwand	8.0655, 47.67119	scheermus	sch ee r m u s	schemŭs	sch e m ŭ s	3
478	TUTT L8	III_15_0097	Hartschwand, Hartschwand	8.0655, 47.67119	scheermus	sch ee r m u s	scheeamŭs	sch ee a m ŭ s	2
479	TUTT L8	III_15_0097	Hartschwand, Hartschwand	8.0655, 47.67119	schärmus	sch ä r m u s	schemŭs	sch e m ŭ s	3
480	TUTT L8	III_15_0097	Hartschwand, Hartschwand	8.0655, 47.67119	schärmus	sch ä r m u s	scheeamŭs	sch ee a m ŭ s	4
481	TÜB S4	III_12_0055, III_12_0056, III_12_0057	Elzach, Elzach	8.07142, 48.17331	schäērmus	sch ä ē r m u s	schärmus	sch ä r m u s	1
482	TÜB S4	III_12_0055, III_12_0056, III_12_0057	Elzach, Elzach	8.07142, 48.17331	schäērmus	sch ä ē r m u s	schermus	sch e r m u s	2
483	TÜB D1/1, TÜB D1/2	III_11_0069, III_11_0068	Nordrach, Nordrach	8.08082, 48.39898	scheermus	sch ee r m u s	schermus	sch e r m u s	1
484	TÜB D1/1, TÜB D1/2	III_11_0069, III_11_0068	Nordrach, Nordrach	8.08082, 48.39898	scheermus	sch ee r m u s	schärmuus	sch ä r m uu s	3
